,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
36,Allan Napoli,31, DMC,,32(6),2857,5,0.9,46.6,87.7,0.1,1.3,0.1,7.17
37,Lucas Torreira Sampdoria,26, DMC,,36,3185,1,1.0,60.8,87.2,0.8,2.5,-,7.17
38,Giorgio Chiellini Juventus,38, D(C),,25(1),2163,2,0.2,67.0,87.4,-,5.3,-,7.17
39,Radja Nainggolan Roma,34, M(C),,31,2620,9,1.9,39.3,84.2,0.4,3.3,0.3,7.16
40,Thiago Cionek SPAL 2013,36, D(CR),,15,1350,-,0.1,47.1,78.9,0.1,3.5,-,7.16
41,Raúl Albiol Napoli,37, D(C),,30(1),2742,1,0.2,80.7,89.5,-,9.7,-,7.15
42,Cyril Théréau Udinese,39, AM(CL),FW,2,180,-,0.5,35.0,81.4,-,0.5,-,7.14
43,Hakan Çalhanoglu AC Milan,28, M(CLR),FW,25(6),2174,7,2.3,38.3,82.4,1.2,3.1,-,7.13
44,Iago Falque Torino,32, AM(CLR),FW,34(3),2839,8,1.9,33.6,80.0,0.9,1.7,0.2,7.12
45,Milan Badelj Fiorentina,33, M(C),,27,2355,1,1.6,64.9,83.2,0.3,4.1,0.1,7.12
46,Davide Calabria AC Milan,25, D(LR),M(R),18(3),1562,3,0.8,42.3,81.0,0.7,2.0,-,7.12
47,Diego Perotti Roma,34, M(CLR),FW,17(8),1606,4,1.6,31.1,86.1,1,0.6,-,7.12
48,Andrea Conti AC Milan,28, D(R),M(R),2,158,-,0.5,43.0,89.5,0.5,1.0,-,7.12
49,João Cancelo Inter,28, D(LR),M(R),20(6),1845,3,1.3,49.2,84.1,1.5,2.3,-,7.12
50,Lucas Castro Chievo,33, AM(CLR),,23(2),1990,4,1.0,39.1,77.6,0.2,1.3,-,7.1
51,Ali Adnan Udinese,28, D(L),M(L),18(5),1670,2,0.9,27.0,70.4,0.7,1.4,-,7.1
52,Luca Ceppitelli Cagliari,33, D(C),,26(1),2229,-,0.3,43.3,78.3,-,5.3,-,7.09
53,Federico Chiesa Fiorentina,25, M(CLR),FW,35(1),3022,5,1.6,24.5,77.8,0.4,0.6,0.1,7.09
54,Bryan Cristante Atalanta,27, D(C),M(C),34(3),2837,2,1.3,42.8,77.5,0.1,1.4,0.1,7.08
55,Remo Freuler Atalanta,30, DMC,,33(2),3006,3,1.4,62.0,88.1,0.3,2.1,-,7.08
56,Giacomo Bonaventura AC Milan,33, M(CLR),,30(3),2552,3,1.4,43.2,88.1,0.4,1.9,-,7.07
57,Davide Astori Fiorentina,35, D(C),,25,2250,1,0.4,60.2,87.1,0.1,3.7,-,7.07
58,Jordan Veretout Fiorentina,29, M(C),,36,3213,1,1.4,56.6,84.1,1.1,3.5,-,7.06
59,Maxime Gonalons Roma,33, D(C),M(C),12(4),1092,1,0.9,49.4,87.2,-,4.2,0.1,7.06
60,Cristián Zapata AC Milan,36, D(C),,11(1),993,-,0.3,56.3,89.8,0.1,3.2,-,7.05
61,Vitor Hugo Fiorentina,31, D(C),,13(6),1204,-,0.1,34.1,85.9,-,1.8,-,7.05
62,Dennis Praet Sampdoria,28, AM(CR),,31(1),2665,3,1,44.1,84.4,0.3,1.6,0.1,7.05
63,Federico Viviani SPAL 2013,30, DMC,,29,2488,3,1.5,55.8,85.9,1.6,6.0,0.1,7.04
64,Kalidou Koulibaly Napoli,31, D(C),,35,3066,1,0.2,85.2,91.2,-,3.5,-,7.04
65,Andrea Masiello Atalanta,36, D(CR),,30(1),2707,-,0.3,60.0,85.1,-,6.1,-,7.04
66,Fabio Quagliarella Sampdoria,39, FW,,33(2),2735,6,1.1,17.5,69.5,0.2,0.6,0.1,7.03
67,Jorginho Napoli,30, DMC,,33,2665,4,1.5,96.9,89.5,0.1,2.3,0.3,7.02
68,Alex Meret SPAL 2013,25, GK,,13,1160,-,-,28.1,56.4,-,8.6,-,7.02
69,Germán Pezzella Fiorentina,31, D(C),,34,2982,-,0.3,55.4,84.2,-,2.8,-,7.02
70,Danilo D'Ambrosio Inter,34, D(CLR),M(LR),34,2986,3,0.6,52.4,82.2,0.4,1.6,-,7.02
71,Armando Izzo Genoa,30, D(C),,16,1388,-,0.1,50.2,76.6,0.1,4.3,-,7.01
72,Mario Mandzukic Juventus,36, M(L),FW,27(5),2327,3,0.8,29.6,75.8,-,0.9,-,7.01
73,Cristiano Biraghi Fiorentina,30, D(L),M(L),34,2984,4,1.7,37.0,76.6,2,1.8,-,7.01
74,Leonardo Pavoletti Cagliari,33, FW,,31(2),2725,-,0.7,24.2,65.5,-,0.7,-,7.0
75,Matteo Politano Sassuolo,29, AM(CLR),FW,33(3),2831,4,1.7,24.6,74.4,1,0.8,0.1,7.0
76,Rafael Tolói Atalanta,32, D(C),,29(2),2449,4,0.4,50.8,81.1,0.1,5.1,0.1,7.0
77,Alisson Roma,30, GK,,37,3330,-,-,29.2,78.9,-,7.4,-,6.99
78,Andrea Belotti Torino,28, FW,,29(3),2672,4,1,18.4,71.4,0.1,0.3,-,6.99
79,Elio Capradossi Roma,26, Defender,,1(1),84,-,-,22.5,86.7,-,1.5,-,6.99
80,Lorenzo Pellegrini Roma,26, M(CL),,22(6),1812,4,1.6,33.0,81.9,0.9,1.3,0.1,6.98
81,Marco Parolo Lazio,37, M(C),,30(1),2614,6,0.9,38.6,82.2,0.2,1.8,-,6.97
82,Antonio Candreva Inter,35, M(CLR),,33(3),2563,8,2,35.7,82.5,1.7,2.0,0.1,6.97
83,Francesco Acerbi Sassuolo,34, D(C),,38,3420,-,0.3,42.3,85.0,0.1,4.9,-,6.96
84,Salvatore Sirigu Torino,35, GK,,37,3330,-,-,29.9,65.8,-,8.3,-,6.95
85,Kostas Manolas Roma,31, D(C),,27(2),2343,-,0.1,47.2,87.3,-,3.3,-,6.95
86,Senad Lulic Lazio,36, D(L),M(CL),30(5),2439,6,1.1,34.6,76.8,0.6,2.5,0.1,6.95
87,Mattia Caldara Atalanta,28, D(C),,24,2160,-,0.1,42.6,84.1,-,3.8,-,6.95
88,Nicolò Barella Cagliari,25, AM(C),,34,2966,1,1,44.6,79.4,0.7,3.2,0.1,6.95
89,Lorenzo De Silvestri Torino,34, D(R),M(R),35,2962,4,0.5,37.5,72.2,0.5,1.0,-,6.95
90,Simone Missiroli Sassuolo,36, M(C),,33(2),2923,1,0.9,35.3,74.2,0.2,1.3,0.1,6.94
91,Kwadwo Asamoah Juventus,33, D(L),M(CL),18(1),1571,1,0.7,59.7,89.3,0.4,3.2,-,6.94
92,Robin Gosens Atalanta,28, D(L),M(CL),17(4),1451,1,0.8,34.1,80.9,0.3,0.8,-,6.94
93,Stephan El Shaarawy Roma,30, M(CLR),FW,25(8),2163,4,1.1,28.5,83.0,0.2,1.0,0.2,6.94
94,Vlad Chiriches Napoli,32, D(CR),,7,583,-,0.1,84.0,90.6,-,6.3,-,6.93
95,Jasmin Kurtic SPAL 2013,33, M(CL),,16,1440,-,0.6,39.4,76.2,0.4,1.9,-,6.93
96,Nícolas Verona,34, GK,,36,3240,-,-,33.1,53.3,-,10.4,-,6.93
97,Daniele Rugani Juventus,28, D(C),,22,1936,2,0.1,68.5,90.9,-,2.3,-,6.92
98,Stefan de Vrij Lazio,30, D(C),,36,3042,1,0.1,42.7,91.4,-,2.8,-,6.92
99,Cristian Ansaldi Torino,36, D(CLR),M(CLR),20(5),1868,3,0.8,29.8,74.4,0.7,2.9,-,6.92
100,Timothy Castagne Atalanta,26, D(CLR),M(LR),17(3),1504,2,0.8,39.7,81.0,0.4,1.0,-,6.92
101,Daniele De Rossi Roma,39, D(C),M(C),21(1),1835,2,0.8,58.5,84.7,0.1,6.2,-,6.92
102,Rolando Mandragora Crotone,25, DMC,,36,3240,-,0.7,36.8,80.6,0.4,1.9,0.1,6.92
103,Daniel Pavlovic Sampdoria,34, D(L),,1,90,-,1.0,56.0,82.1,1,3.0,-,6.91
104,Sami Khedira Juventus,35, M(C),,24(2),1922,2,0.6,36.6,87.2,0.1,1.4,-,6.91
105,Marek Hamsik Napoli,35, M(C),FW,32(6),2397,1,1.3,65.4,89.3,0.2,2.4,0.1,6.91
106,Alberto Grassi SPAL 2013,27, DMC,,26(2),2261,-,0.4,27.3,83.5,0.1,1.0,-,6.9
107,Alessandro Florenzi Roma,31, D(R),M(CLR),26(6),2386,5,1.3,43.9,79.4,1.1,3.8,-,6.9
108,Nicolas Nkoulou Torino,32, D(C),,37,3260,-,0.2,45.4,89.2,-,2.7,-,6.9
109,Ervin Zukanovic Genoa,35, D(CL),,32,2791,1,0.4,46.6,84.6,0.4,3.8,-,6.9
110,Miranda Inter,38, D(C),,31,2729,-,0.2,55.1,87.6,-,2.9,-,6.89
111,Joel Obi Torino,31, M(CR),,16(6),1201,2,0.3,25.5,81.7,0.2,0.9,-,6.89
112,Pierluigi Gollini Atalanta,27, GK,,7,623,-,-,24.4,81.9,-,6.3,-,6.89
113,Vanja Milinkovic-Savic Torino,25, GK,,1,90,-,-,42.0,57.1,-,6.0,-,6.89
114,Lyanco Torino,25, D(C),,4,317,-,-,39.3,87.3,-,2.8,-,6.89
115,José Luis Palomino Atalanta,32, D(C),,22(4),1978,-,0.1,42.4,83.7,0.1,2.3,-,6.88
116,Mário Rui Napoli,31, D(L),M(L),24(1),2088,4,1.1,74.1,87.8,0.8,1.4,-,6.88
117,Lucas Biglia AC Milan,36, DMC,,24(4),2043,1,0.9,58.7,91.0,-,4.5,-,6.88
118,Duván Zapata Sampdoria,31, FW,,24(7),2113,4,0.9,17.1,71.3,0.2,0.3,-,6.87
119,Roberto Inglese Chievo,30, FW,,33(1),2795,2,0.8,15.9,66.6,0.1,0.2,-,6.87
120,Giovanni Simeone Fiorentina,27, AM(R),FW,36(2),3011,4,1,14.1,71.4,-,0.4,-,6.87
121,Andrea Ranocchia Inter,34, D(C),,7(4),626,-,-,28.5,90.4,-,1.6,-,6.87
122,Erick Pulgar Bologna,28, DMC,,31(1),2770,1,0.8,53.3,83.2,0.1,4.1,0.1,6.87
123,Nicolas Viola Benevento,33, DMC,,20(4),1849,6,1.8,49.2,82.2,1.1,3.7,0.1,6.87
124,Adam Masina Bologna,28, D(L),M(L),33(1),2841,1,0.7,39.0,75.6,0.3,1.7,-,6.87
125,Paolo Faragò Cagliari,29, D(R),DMC,25(10),2449,5,0.9,25.1,65.1,0.8,1.5,-,6.86
126,Dario Dainelli Chievo,43, D(C),,17(4),1509,-,0.1,28.3,78.2,-,3.7,-,6.86
127,Bartosz Salamon SPAL 2013,31, D(C),,20(2),1724,-,0.1,38.6,81.6,0.2,3.9,-,6.86
128,Bruno Martella Crotone,30, D(L),M(L),30,2619,3,0.6,31.2,69.7,0.8,1.8,-,6.86
129,Rodrigo de Paul Udinese,28, AM(CLR),FW,25(12),2322,7,1.8,25.3,76.6,1.2,1.8,0.1,6.86
130,Stefan Radu Lazio,36, D(CL),,31,2599,2,0.3,51.9,86.6,0.2,2.1,-,6.86
131,Lisandro López Inter,33, D(C),,0(1),45,-,-,28.0,92.9,-,-,-,6.85
132,Matteo Bianchetti Verona,29, D(C),,1(1),123,-,-,25.0,70.0,1,1,-,6.85
133,Cristian Molinaro Torino,39, D(L),M(L),17(3),1562,1,0.5,40.9,78.5,0.5,2.4,-,6.85
134,Leonardo Spinazzola Atalanta,29, D(LR),M(L),17(1),1507,2,0.8,44.8,76.9,1.1,2.6,-,6.85
135,Bruno Peres Roma,32, D(LR),M(LR),13(5),1155,-,0.8,34.7,86.7,0.6,1.9,-,6.84
136,Iuri Medeiros Genoa,28, AM(CR),FW,7(4),642,1,1.3,23.2,73.7,0.9,1.5,-,6.84
137,Nikola Milenkovic Fiorentina,25, D(CR),,14(2),1254,-,0.2,45.2,84.0,0.1,1.8,-,6.84
138,Daniele Baselli Torino,30, M(C),,30(2),2532,2,0.8,40.5,82.2,0.3,2.1,0.1,6.84
139,Martín Cáceres Lazio,35, D(CLR),M(R),4(2),440,1,0.8,36.7,82.3,0.5,2.7,-,6.84
140,Bram Nuytinck Udinese,32, D(C),,26(1),2361,1,0.1,45.4,85.4,-,3.5,-,6.83
141,Matías Vecino Inter,31, M(C),,25(4),2137,2,0.8,55.1,88.3,-,1.7,0.1,6.83
142,Oscar Hiljemark Genoa,30, M(C),,15,1282,3,2.4,38.7,82.8,2.1,1.2,-,6.83
143,Tomás Rincón Torino,34, M(CR),,35(1),3007,-,0.6,41.4,83.2,0.1,3.1,-,6.83
144,Franck Kessie AC Milan,25, M(C),,37,3270,3,1.2,46.6,84.6,0.4,1.6,-,6.83
145,Nicolás Spolli Genoa,39, D(C),,20(1),1773,-,0.1,30.0,87.3,-,1.2,-,6.83
146,Kevin Lasagna Udinese,30, AM(CL),FW,26(3),2143,1,0.4,14.0,64.0,0.1,0.3,-,6.83
147,Adam Marusic Lazio,30, D(CLR),M(LR),28(4),2526,5,1.1,27.7,79.0,0.6,0.5,-,6.82
148,Jagos Vukovic Verona,34, D(C),,15,1334,1,0.2,34.1,82.0,-,3.3,-,6.81
149,Mirco Antenucci SPAL 2013,38, AM(C),FW,28(5),2574,7,1.1,18.0,78.2,0.2,0.4,-,6.81
150,Samir Handanovic Inter,38, GK,,38,3420,-,-,22.9,80.3,-,4.1,-,6.81
151,Kevin Bonifazi Torino,26, D(C),,4(2),408,-,-,30.0,89.4,0.2,2.3,-,6.81
152,Marco D'Alessandro Benevento,31, M(LR),,12(4),1045,1,1.1,15.9,75.7,0.6,0.3,-,6.81
153,Manuel Lazzari SPAL 2013,28, D(R),M(R),36,3122,1,0.8,29.0,84.2,0.8,1.1,0.1,6.81
154,Mattia Perin Genoa,29, GK,,37,3330,-,-,30.8,58.1,-,10.1,-,6.81
155,Antonín Barak Udinese,27, AM(CR),,31(3),2715,4,0.9,33.1,79.3,0.2,1.4,-,6.81
156,Marco Faraoni Crotone,31, D(R),M(R),18(10),1749,4,0.4,25.4,71.1,0.2,2.0,-,6.81
157,Luca Cigarini Cagliari,36, M(C),,24(2),2035,3,1.5,57.3,80.0,1.6,4.2,0.1,6.81
158,Roberto Gagliardini Inter,28, DMC,,23(7),1986,-,0.6,48.2,85.2,0.1,1.9,-,6.81
159,Federico Bernardeschi Juventus,28, M(CLR),FW,7(15),826,6,0.6,15.9,84.9,0.2,1.4,0.1,6.81
160,Davide Biraschi Genoa,28, D(CR),M(R),20(3),1796,1,0.4,38.5,77.7,0.4,1.8,-,6.81
161,Marco Benassi Fiorentina,28, M(CR),,35,2798,2,1.1,35.9,76.1,0.5,1.0,0.1,6.8
162,Cyril Théréau Fiorentina,39, AM(CL),FW,16(4),1126,4,1.1,24.2,80.6,0.2,0.5,0.1,6.8
163,Blaise Matuidi Juventus,35, M(CL),,27(5),2355,1,0.5,42.1,91.6,0.1,1.3,-,6.8
164,Elseid Hysaj Napoli,28, D(LR),M(R),35,3125,1,0.6,65.7,86.9,0.2,1.9,-,6.8
165,Bastos Lazio,31, D(C),,16(5),1408,-,0.2,40.6,91.0,-,2.0,-,6.8
166,Leonardo Bonucci AC Milan,35, D(C),,35,3085,-,0.4,59.2,85.7,0.1,7.7,-,6.79
167,Gianluigi Buffon Juventus,44, GK,,21,1863,-,-,25.1,77.6,-,5.0,-,6.79
168,Bryan Dabo Fiorentina,30, D(R),M(CR),6(4),587,-,0.4,32.0,77.2,-,0.6,-,6.78
169,Alessio Romagnoli AC Milan,27, D(CL),,27(1),2355,-,0.3,52.1,91.4,-,2.8,-,6.78
170,Valter Birsa Chievo,36, M(CLR),FW,29(6),2516,6,1.9,36.3,81.0,1.7,1.6,-,6.78
171,Marten de Roon Atalanta,31, D(C),DMC,29(5),2572,2,0.6,49.3,84.5,0.1,2.7,-,6.78
172,Juan Jesus Roma,31, D(CL),,18(4),1656,-,0.1,52.9,86.9,-,3.6,-,6.78
173,Federico Ceccherini Crotone,30, D(C),,37,3231,1,0.3,33.7,81.4,-,2.8,-,6.78
174,Amato Ciciretti Benevento,28, AM(R),,9(3),810,1,1.3,24.4,80.2,1,1.2,-,6.78
175,Gabriele Angella Udinese,33, D(C),,9(3),893,-,0.2,40.7,82.6,-,5.0,-,6.78
176,Wojciech Szczesny Juventus,32, GK,,17,1530,-,0.1,21.9,75.3,-,6.6,-,6.78
177,Sandro Benevento,33, M(C),,13(1),1156,-,0.4,50.6,88.6,-,1.1,-,6.78
178,Samir Udinese,27, D(CL),,30(1),2573,-,0.1,39.3,83.6,0.1,2.1,-,6.78
179,Valon Behrami Udinese,37, M(C),,18(2),1407,1,0.5,25.1,82.3,0.1,1.0,-,6.77
180,Përparim Hetemaj Chievo,35, M(CL),,27(5),2416,2,0.8,33.6,82.7,0.7,1.1,-,6.77
181,Diego Laxalt Genoa,29, D(L),M(CL),32,2810,3,0.8,30.7,72.0,0.9,1.0,-,6.77
182,Ibrahima Mbaye Bologna,27, D(LR),M(LR),18(7),1754,-,0.2,33.2,80.5,0.1,1.3,-,6.77
183,Emiliano Viviano Sampdoria,36, GK,,27,2430,-,-,28.8,64.9,-,8.1,-,6.77
184,Alex Ferrari Verona,28, D(CR),,25,2139,-,0.2,34.0,72.7,0.1,2.0,-,6.77
185,Felipe SPAL 2013,38, D(CL),,30,2576,-,0.2,41.7,82.1,0.2,3.5,-,6.77
186,Gastón Ramírez Sampdoria,31, AM(CLR),FW,28(9),2228,8,1.3,26.1,77.7,0.4,0.9,0.1,6.76
187,Adel Taarabt Genoa,33, M(CL),FW,18(4),1619,2,1.5,32.7,80.5,0.2,1.5,0.1,6.76
188,Andrea Bertolacci Genoa,31, M(C),,33,2897,1,0.8,48.4,80.9,0.2,2.3,-,6.76
189,Bacary Sagna Benevento,39, D(CR),,10(3),956,-,0.9,52.4,90.2,0.5,1.6,-,6.75
190,Ivan Radovanovic Chievo,34, D(C),DMC,35,3141,2,0.4,51.5,81.2,0.2,5.6,-,6.75
191,Riccardo Saponara Fiorentina,30, AM(CL),,10(8),900,5,2,23.2,80.6,0.5,1.2,0.1,6.75
192,Andrea Nalini Crotone,32, AM(LR),,19(4),1645,3,0.8,22.0,66.4,0.6,1.4,-,6.75
193,Rodrigo Palacio Bologna,40, AM(CLR),FW,23(5),2066,2,1.3,22.5,74.0,0.4,0.8,0.1,6.75
194,Guilherme Benevento,31, D(L),M(CR),11(1),944,2,1.8,29.5,84.2,0.7,0.8,0.3,6.75
195,Thomas Strakosha Lazio,27, GK,,38,3420,-,0.1,26.6,71.4,-,7.7,-,6.75
196,Marco Sportiello Fiorentina,30, GK,,37,3203,-,-,22.7,70.3,-,5.0,-,6.75
197,Blerim Dzemaili Bologna,36, M(C),,14(1),1196,-,0.7,31.5,79.0,0.1,1.4,0.1,6.75
198,Filip Djuricic Benevento,30, AM(CLR),FW,13(2),980,2,0.6,24.7,81.9,0.1,0.5,0.2,6.75
199,Piotr Zielinski Napoli,28, M(CL),,14(22),1659,2,1,35.7,88.0,-,1.1,0.1,6.75
200,Silvan Widmer Udinese,29, D(CR),M(R),18(6),1624,2,0.6,30.4,74.0,0.6,1.5,-,6.74
201,Luigi Sepe Napoli,31, GK,,1,90,-,-,17.0,88.2,-,3.0,-,6.74
202,Vincent Laurini Fiorentina,33, D(R),,20(2),1617,1,0.7,38.0,79.4,1,2.1,-,6.74
203,Alex Berenguer Torino,27, D(LR),M(CLR),11(11),1039,3,1.1,19.2,77.7,0.6,0.4,-,6.74
204,Stefano Sorrentino Chievo,43, GK,,38,3420,-,-,26.8,59.3,-,7.7,-,6.74
205,Ante Budimir Crotone,31, FW,,17(5),1590,-,0.8,17.5,62.7,-,0.1,-,6.74
206,Mattia Valoti Verona,29, AM(CL),,18(8),1579,-,0.4,22.7,71.6,-,1.8,-,6.73
207,Cengiz Ünder Roma,25, AM(CLR),,15(11),1256,1,0.9,14.7,74.4,0.5,0.8,-,6.73
208,Musa Barrow Atalanta,23, AM(CL),FW,5(7),444,2,0.9,9.8,78.8,0.3,0.3,-,6.73
209,Emiliano Moretti Torino,41, D(CL),,19(3),1782,-,0.1,48.0,85.0,-,3.6,-,6.72
210,Borja Valero Inter,37, M(CL),,29(7),2573,-,1,55.9,91.6,0.1,3.1,0.1,6.72
211,Danilo Udinese,38, D(C),,32,2778,-,0.1,43.6,78.9,-,3.7,-,6.72
212,Rafael Cagliari,40, GK,,8(2),792,-,-,22.4,54.5,-,7.4,-,6.72
213,Karol Linetty Sampdoria,27, M(CLR),,21(8),2133,2,0.9,35.4,81.0,0.1,1.1,-,6.71
214,Rômulo Verona,35, D(R),M(CR),36(1),3173,5,1.4,34.6,79.8,1.1,1.3,0.1,6.71
215,Christian Maggio Napoli,40, D(R),M(R),6(7),636,-,0.2,27.6,84.7,0.3,1.1,-,6.71
216,Simone Romagnoli Bologna,32, D(C),,6(2),556,-,0.1,34.4,81.1,-,2.8,-,6.71
217,Dalbert Inter,29, D(L),DMC,5(8),525,-,0.2,21.8,83.8,0.2,0.8,-,6.71
218,Jakub Jankto Udinese,26, M(CLR),,28(8),2656,5,1.7,28.4,76.3,0.8,1.2,0.1,6.71
219,Nicolás Burdisso Torino,41, D(C),,23(1),2069,-,0.1,45.8,85.4,-,6.0,-,6.71
220,Kevin Strootman Roma,32, DMC,,26(6),2259,-,0.9,44.9,85.0,0.2,1.9,0.1,6.71
221,Stefano Sensi Sassuolo,27, AM(C),,10(7),1038,-,1.3,29.9,84.3,0.8,3.4,-,6.7
222,Berat Djimsiti Benevento,29, D(C),,30,2700,1,0.1,53.4,88.2,-,3.2,-,6.7
223,Filip Helander Bologna,29, D(C),,27(2),2499,-,-,41.8,81.4,-,2.6,-,6.7
224,Ricardo Rodríguez AC Milan,30, D(CL),M(L),34,3006,-,0.7,51.4,87.6,0.6,3.2,-,6.7
225,Pol Lirola Sassuolo,25, D(R),M(LR),22(2),2023,1,0.8,28.8,71.9,0.5,1.8,-,6.69
226,Federico Mattiello SPAL 2013,27, M(LR),,24(5),2172,1,0.3,22.2,79.0,0.2,0.8,-,6.69
227,Deian Boldor Verona,27, D(C),,2,91,-,0.5,18.0,80.6,-,2.5,-,6.69
228,Timo Letschert Sassuolo,29, D(CLR),,5(2),418,-,0.1,27.7,82.0,-,2.3,-,6.69
229,Francesco Magnanelli Sassuolo,37, DMC,,30(2),2502,-,1.1,51.4,83.2,0.3,5.6,0.1,6.69
230,Alfred Gomis SPAL 2013,29, GK,,25(1),2260,-,-,26.5,51.8,-,6.8,-,6.69
231,M'Baye Niang Torino,27, AM(LR),FW,18(8),1540,1,0.7,18.3,73.6,0.2,0.3,-,6.69
232,Bartosz Bereszynski Sampdoria,30, D(CLR),M(R),28(3),2484,1,0.4,40.7,81.1,0.3,1.5,-,6.69
233,Antonio Caracciolo Verona,32, D(C),,32(1),2856,-,0.1,29.3,80.9,-,2.4,-,6.68
234,Luca Rossettini Genoa,37, D(CR),,22(1),2026,-,0.1,43.7,83.7,-,2.8,-,6.68
235,Miguel Veloso Genoa,36, M(C),,21(1),1743,-,0.9,46.0,82.5,1.1,4.0,-,6.68
236,Charalampos Lykogiannis Cagliari,29, D(CL),M(L),8(3),686,2,0.3,16.9,59.1,0.5,0.6,-,6.67
237,Federico Ricci Crotone,28, AM(LR),,10(5),924,1,0.7,20.9,70.4,0.6,1.1,-,6.67
238,Claudio Marchisio Juventus,36, M(C),,9(6),819,1,0.4,44.6,89.2,0.1,4.1,0.1,6.67
239,Luiz Felipe Lazio,25, D(C),,12(6),1163,-,0.1,37.2,88.6,0.1,1.8,-,6.67
