,name,age,position1,position2,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
207,Mathieu Deplagne Montpellier,31, D(CLR),,21(1),1900,-,2,0.3,0.4,0.3,0.7,-,0.3,0.5,6.82
208,Mathieu Peybernes Sochaux,32, D(C),,12(3),1143,-,-,0.2,0.1,0.2,1.3,-,0.1,0.5,6.82
209,Benjamin Angoua Valenciennes,35, D(CR),,15(1),1395,1,-,0.3,0.1,0.1,0.3,0.1,0.3,0.1,6.82
210,Yohan Mollo Saint-Etienne,33, M(CLR),FW,10(7),829,1,3,1.4,1.8,0.8,1.3,0.1,1.1,0.8,6.82
211,Andrea Raggi Monaco,38, D(CLR),,22(6),2032,1,2,0.5,0.4,0.3,1.0,-,0.5,0.5,6.82
212,Éric Bauthéac Nice,35, AM(LR),,24(3),2135,4,2,1.6,1.1,1.1,2.1,0.4,1.8,2.0,6.82
213,Foued Kadir Rennes,38, M(CLR),,22(6),1887,6,2,1.5,1.0,0.8,1.3,0.3,2.6,1.1,6.82
214,Romain Danzé Rennes,36, D(R),M(CR),34(1),3000,-,-,0.1,0.5,0.1,0.4,-,0.3,0.4,6.81
215,Banel Nicolita Saint-Etienne,37, M(R),,1(2),122,-,1,1.0,1.0,0.3,1.3,0.7,0.3,1.7,6.81
216,Lindsay Rose Valenciennes,30, D(C),,9,767,-,-,0.9,0.1,1.0,0.4,-,0.2,0.3,6.81
217,Joris Marveaux Montpellier,40, M(CR),,25(2),1971,1,-,0.4,0.3,0.4,0.6,0.1,0.7,0.9,6.81
218,Romain Alessandrini Rennes,33, AM(CLR),FW,21(6),1859,6,5,2.1,1.1,0.7,1.4,0.3,2.6,1.7,6.8
219,Valère Germain Monaco,32, AM(CLR),FW,14(9),1225,5,2,1.5,1.0,0.2,0.7,-,1.0,1.0,6.8
220,Claudio Beauvue Guingamp,34, AM(CLR),FW,29(7),2296,5,3,1.6,0.8,0.8,1.7,0.3,1.1,1.6,6.8
221,Jonathan Martins Pereira Guingamp,36, D(R),,23(2),1994,-,-,0.3,0.5,0.2,0.6,-,0.5,0.7,6.8
222,Cheick Doukouré Lorient,30, DMC,,12(7),1173,1,-,0.4,0.3,0.4,0.3,-,0.8,0.7,6.8
223,Kurt Zouma Saint-Etienne,28, D(CR),,17(7),1580,-,1,0.4,-,0.2,0.7,0.1,0.4,0.3,6.79
224,Cédric Mongongu Evian,33, D(C),,33(1),2914,4,-,0.3,-,0.2,0.4,-,0.1,0.3,6.79
225,Geoffrey Jourdren Montpellier,36, GK,,34,3001,-,-,-,-,-,0.1,-,-,-,6.79
226,Baissama Sankoh Guingamp,30, D(CR),M(C),10(1),879,-,-,0.1,0.4,0.4,1.2,-,0.7,0.4,6.79
227,Brice Dja Djédjé Evian,31, D(R),DMC,12(2),1140,1,-,1.1,0.7,0.9,1.5,0.1,0.9,0.8,6.78
228,Sébastien Roudet Sochaux,41, M(CL),,25(4),2261,-,6,1,1.9,0.7,1.9,0.2,1.5,1.7,6.78
229,Mohamed Fofana Reims,37, D(C),,4(3),500,-,-,0.3,-,0.3,0.6,-,0.6,0.1,6.78
230,Ezequiel Lavezzi PSG,37, AM(CLR),FW,25(7),1893,9,-,1.4,1.1,0.7,1.5,0.7,1.1,1.7,6.78
231,Jérémie Aliadière Lorient,39, FW,,24(3),2064,8,3,2.2,0.9,0.4,0.8,0.6,1.9,1.6,6.78
232,Renaud Cohade Saint-Etienne,38, M(C),,22(11),2099,1,1,0.9,0.9,0.5,0.7,0.1,1.3,1.4,6.77
233,Azbe Jug Bordeaux,30, Goalkeeper,,1,90,-,-,-,-,1,-,-,-,-,6.77
234,Filip Djordjevic Nantes,35, FW,,27,2277,10,4,2,0.8,0.3,1.4,0.9,1.3,2.3,6.77
235,M'Baye Niang Montpellier,27, AM(LR),FW,17(2),1386,4,2,2.5,0.9,1.3,1.7,0.4,3.5,2.9,6.77
236,Paul Lasne AC Ajaccio,33, M(CLR),,32(2),2826,3,4,1.5,0.6,1.4,1.8,0.1,2.3,1.5,6.77
237,Elderson Echiéjilé Monaco,34, D(L),,5,450,-,-,0.6,0.8,0.2,0.2,-,-,0.2,6.76
238,Túlio de Melo Evian,37, FW,,4(1),289,-,-,2,0.2,-,1.4,0.2,1,0.4,6.76
239,Steve Mandanda Marseille,37, GK,,38,3354,-,-,-,0.1,-,0.1,-,-,-,6.76
240,Lamine Koné Lorient,33, D(C),,14(4),1282,1,-,0.2,-,0.2,0.3,-,0.4,0.2,6.76
241,André Biyogo Poko Bordeaux,29, D(R),M(CR),11(7),1007,-,-,0.6,0.3,0.7,0.9,0.1,0.8,0.4,6.76
242,Arthur Masuaku Valenciennes,29, D(L),M(L),27,2363,1,4,0.6,0.9,1.8,0.7,-,1.8,1.7,6.75
243,Cédric Hountondji Rennes,28, D(C),,14(4),1389,1,-,0.1,0.1,0.1,0.3,-,0.1,0.1,6.75
244,Josuha Guilavogui Saint-Etienne,32, D(C),M(C),7(2),630,-,1,1.3,0.9,0.6,0.6,0.2,0.7,0.7,6.74
245,Grégory Bourillon Lorient,38, D(C),DMC,25(4),2155,-,2,0.4,0.5,-,0.5,-,0.4,0.4,6.74
246,Nicolas de Préville Reims,31, AM(CLR),FW,24(8),2070,5,2,1.8,0.8,1,1.2,0.3,1.7,2.3,6.74
247,Abdoulaye Doucouré Rennes,29, M(C),,12(8),1170,6,4,1.4,0.8,0.3,0.5,0.2,1.3,1.1,6.73
248,Yohan Cabaye PSG,36, M(C),,9(6),819,-,2,1.3,0.6,0.2,0.5,-,1.1,0.4,6.73
249,Karim Aït Fana Montpellier,33, AM(CL),,1(3),112,1,-,0.3,0.3,1,1.3,-,0.5,0.3,6.73
250,Francois Modesto SC Bastia,44, D(C),DMC,33(1),2955,2,1,0.4,0.2,-,0.5,0.1,0.1,0.4,6.73
251,Mohammed Rabiu Al-Hassan Evian,32, M(C),,1,90,-,-,-,1,1,1.0,-,2,2,6.73
252,Magno Macedo Novaes Valenciennes,39, GK,,10,900,-,-,-,-,-,0.4,-,-,-,6.73
253,Birama Touré Nantes,30, DMC,,25(6),2225,-,-,0.5,0.5,0.3,0.7,-,1,1,6.73
254,Steeve Yago Toulouse,29, D(CLR),,18(6),1754,-,-,-,-,0.2,1.0,-,0.2,0.7,6.73
255,Arnold Mvuemba Lyon,37, DMC,,14(2),1231,1,1,0.7,0.9,0.8,0.4,0.1,1.2,0.8,6.73
256,Brice Dja Djédjé Marseille,31, D(R),DMC,8(3),794,-,3,0.3,1.3,0.9,0.8,-,0.5,1.1,6.72
257,Lionel Zouma Sochaux,29, D(C),,13(3),1115,-,-,0.6,0.3,-,0.5,-,0.1,0.2,6.72
258,Atila Turan Reims,30, D(L),M(L),10(5),1018,-,1,0.6,0.4,0.5,0.3,0.1,0.8,0.7,6.71
259,Odaïr Fortes Reims,35, AM(LR),,28(7),2547,4,4,0.9,1.1,1.6,0.7,0.1,2.4,2.1,6.71
260,Fatih Atik Guingamp,38, M(CR),,18(10),1658,2,4,1,1.2,0.8,1.5,-,1.1,0.7,6.71
261,Guillermo Ochoa AC Ajaccio,37, GK,,37,3330,-,-,-,-,-,0.1,-,-,-,6.71
262,Abdou Traoré Bordeaux,34, M(C),,13(4),1143,1,-,0.6,0.6,0.8,0.9,-,1.2,0.4,6.7
263,Lamine Gassama Lorient,33, D(R),,24,2045,-,1,0.1,0.4,0.9,1.6,-,1.3,0.9,6.7
264,Carl Medjani Valenciennes,37, D(C),DMC,16,1424,1,-,0.6,0.3,0.1,0.8,-,0.1,0.4,6.7
265,Guillaume Hoarau Bordeaux,38, FW,,9(6),925,3,-,2.1,0.5,0.2,0.6,0.7,1,1.2,6.7
266,Loris Nery Valenciennes,31, D(LR),,15(4),1385,-,1,0.3,0.5,0.8,0.5,-,0.6,0.8,6.7
267,Javier Pastore PSG,33, AM(CLR),,18(11),1580,1,3,1.2,1,0.6,0.7,0.2,1.4,0.9,6.7
268,Giannelli Imbula Marseille,30, M(C),,12(16),1289,1,-,0.6,0.2,1.5,0.8,-,0.6,0.5,6.7
269,Milan Bisevac Lyon,39, D(C),,27,2319,-,-,0.1,0.1,0.1,0.4,-,-,0.2,6.7
270,Alejandro Bedoya Nantes,35, M(CR),FW,24(7),2205,5,-,1.4,0.8,0.2,0.3,0.2,1.3,1.3,6.7
271,Jussiê Bordeaux,39, M(C),FW,15(7),1341,9,1,1.1,0.8,0.4,1.3,0.8,1.1,1.7,6.7
272,Mustapha Yatabaré Guingamp,36, AM(R),FW,30(1),2672,11,3,2.8,1,0.4,0.8,1.6,1.9,2.9,6.7
273,Laurent Pionnier Montpellier,40, GK,,4(1),419,-,-,-,-,-,-,-,-,-,6.69
274,Christian Brüls Nice,34, AM(CLR),,26(8),2180,1,5,1.1,1.3,1.3,1.1,0.1,1.9,1.5,6.68
275,Lloyd Palun Nice,33, D(R),,7(2),620,-,-,-,0.1,0.4,0.6,0.1,0.8,0.7,6.68
276,Cédric Cambon Evian,36, D(C),,14(11),1534,1,-,0.4,0.2,0.2,0.2,-,0.4,0.4,6.68
277,Christopher Glombard Reims,33, D(R),M(R),8,579,2,-,0.3,0.1,0.1,0.1,0.3,0.6,0.6,6.67
278,Claude Dielna AC Ajaccio,34, D(CL),,18(4),1681,-,1,0.5,0.2,0.5,0.7,-,0.3,0.5,6.67
279,Jean-Christophe Bahebeck Valenciennes,29, AM(LR),FW,11(8),1124,2,1,1.9,0.8,0.7,1.6,0.4,2.4,1.7,6.67
280,Óscar Trejo Toulouse,34, M(CLR),FW,23(9),2073,2,1,1.1,1.0,1.4,1.3,0.1,2.9,2.4,6.67
281,Martin Braithwaite Toulouse,31, AM(CLR),FW,30(2),2609,7,6,1.9,0.8,0.8,1.0,0.7,2.0,2.4,6.67
282,Eduardo AC Ajaccio,42, FW,,7(2),693,3,-,1.7,1.1,0.2,1.0,1.2,0.9,1.0,6.67
283,Anthony Martial Monaco,26, AM(LR),FW,8(3),571,2,1,1.2,1.1,1.1,0.8,0.1,1.9,2.4,6.67
284,Corentin Tolisso Lyon,28, D(R),M(CR),8(6),787,1,-,0.6,0.2,0.2,1.2,-,0.4,1.1,6.67
285,Diego Rolan Bordeaux,29, AM(CLR),FW,13(5),1078,2,4,1.4,0.8,0.7,1.9,0.2,2.0,1.3,6.67
286,Jordan Veretout Nantes,29, M(C),,24(3),1958,1,5,1.1,1.4,0.5,0.7,0.1,1.2,1.5,6.67
287,Emmanuel Rivière Monaco,32, FW,,21(9),1755,10,2,1.7,0.8,0.3,0.6,0.4,1.1,1.9,6.67
288,Benoit Pedretti AC Ajaccio,41, M(C),,14,1043,1,2,0.5,1.4,0.1,0.6,0.1,0.7,0.9,6.66
289,Brandão Saint-Etienne,42, FW,,18(8),1761,5,2,2.0,0.8,0.2,1.0,0.4,1.4,1.4,6.66
290,Kevin Gomis Nice,33, D(C),,7(2),713,-,-,-,0.2,0.1,0.6,-,0.2,0.3,6.66
291,Bertrand Laquait Evian,45, GK,,16,1440,-,-,-,-,-,0.1,-,-,-,6.66
292,Jordan Amavi Nice,28, D(L),M(L),9(10),1014,-,-,0.3,0.2,1,0.7,-,0.6,0.8,6.65
293,Nathan Sinkala Sochaux,31, DMC,,15,1275,-,-,0.9,0.4,0.2,0.9,-,0.6,0.8,6.65
294,Julien Féret Rennes,40, M(C),,11(5),1038,-,-,0.8,1.1,0.7,0.6,0.1,1.1,1.4,6.65
295,Guy Ndy Assembé Guingamp,36, GK,,19,1710,-,-,-,0.1,-,0.2,-,-,-,6.65
296,Johan Cavalli AC Ajaccio,41, M(C),FW,18(1),1352,1,6,1.2,1.8,0.6,2.1,0.1,2.2,1.3,6.65
297,Rafaël Dias Sochaux,31, DMC,,5(2),428,-,2,2.1,1,0.3,1.3,0.1,1.1,0.6,6.65
298,Laurent Bonnart AC Ajaccio,42, D(L),,21(2),1796,-,1,0.1,0.3,0.2,0.7,-,0.5,0.5,6.65
299,Sanjin Prcic Sochaux,28, M(C),,20(9),1799,-,-,1.3,0.5,0.4,0.7,-,0.8,0.6,6.64
