,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
237,Joaquín Correa Sevilla,28, AM(CL),FW,15(6),1199,1,1.1,21.9,83.9,-,1.0,-,6.72
238,Nolito Sevilla,36, AM(CL),,17(13),1600,5,1.1,20.2,73.4,0.2,0.7,0.1,6.72
239,Ryad Boudebouz Real Betis,32, M(CLR),FW,15(12),1361,3,1.0,29.7,80.6,0.4,1.3,0.1,6.71
240,Ezequiel Muñoz Leganes,32, D(C),,17(2),1408,1,0.3,26.1,76.8,0.1,1.4,-,6.71
241,Recio Malaga,31, M(C),,21(1),1841,2,1.1,43.3,83.1,1,2.6,0.2,6.71
242,Antonio Sivera Deportivo Alaves,26, GK,,1,63,-,-,13.0,38.5,-,5.0,-,6.71
243,Ximo Navarro Las Palmas,32, D(CLR),,29(2),2607,1,0.2,43.2,83.1,-,2.4,-,6.71
244,Pablo Piatti Espanyol,33, M(CLR),,22(8),1749,3,1.4,17.4,73.7,1.3,0.6,-,6.71
245,Raúl García Leganes,33, D(CL),M(L),15(4),1388,2,1.3,25.1,69.7,1.1,1.3,0.1,6.71
246,Antonio Luna Levante,31, D(L),M(L),22(1),2021,2,0.6,31.7,69.9,0.7,2.2,-,6.7
247,Manuel Iturra Malaga,38, DMC,,18(2),1584,-,0.4,29.4,80.2,0.1,2.4,-,6.7
248,John Guidetti Deportivo Alaves,30, FW,,15(2),1233,3,0.8,20.4,65.1,0.2,0.5,-,6.7
249,Leandro Chichizola Las Palmas,32, GK,,27,2430,-,-,35.6,66.1,-,7.5,-,6.7
250,Ezequiel Garay Valencia,36, D(C),,23(1),2031,-,0.1,45.5,85.6,0.1,2.9,-,6.7
251,Aritz Aduriz Athletic Bilbao,41, FW,,21(12),2150,1,0.3,14.8,67.3,-,0.2,-,6.69
252,Stanislav Lobotka Celta Vigo,27, DMC,,34(4),3061,-,0.3,54.4,91.0,0.1,3.6,-,6.69
253,Dani Raba Villarreal,27, AM(CR),,14(7),1115,4,1.2,21.5,78.8,0.5,1.3,0.1,6.68
254,Cristian Tello Real Betis,31, M(LR),,16(16),1685,3,0.8,21.3,77.3,0.2,0.6,0.1,6.68
255,Carlos Sánchez Espanyol,36, D(C),M(C),13(1),1123,-,0.2,41.5,82.3,-,3.6,-,6.68
256,Dídac Vilá Espanyol,33, D(L),M(L),7(7),726,-,0.6,24.4,78.0,0.4,1.6,-,6.68
257,Jorge Molina Getafe,40, FW,,31(5),2793,4,0.9,23.2,59.2,0.1,0.4,0.2,6.68
258,Yassine Bounou Girona,31, GK,,30,2656,-,-,26.3,45.6,-,8.1,-,6.68
259,Martín Mantovani Leganes,38, D(C),,10(4),1019,-,0.1,27.0,77.5,-,1.6,-,6.68
260,Carlos Soler Valencia,25, M(CLR),,27(6),2376,4,1,28.5,85.0,0.3,1.2,0.1,6.68
261,Mariano Barbosa Villarreal,38, GK,,12(1),1125,-,-,21.4,60.4,-,4.6,-,6.67
262,Wissam Ben Yedder Sevilla,32, AM(C),FW,18(7),1700,3,1.1,18.8,78.8,-,0.3,0.1,6.67
263,Antunes Getafe,35, D(L),M(L),31(3),2797,2,0.8,26.1,63.1,0.9,2.2,-,6.67
264,Sergi Gómez Celta Vigo,30, D(CR),,31(2),2682,-,0.2,50.0,88.1,-,3.8,-,6.67
265,Amath Ndiaye Getafe,26, AM(L),,36(1),2884,3,0.6,15.1,68.0,0.1,0.7,0.1,6.66
266,Denis Suárez Barcelona,28, M(CLR),,4(14),585,2,0.8,19.9,84.6,0.3,0.4,0.1,6.66
267,Gustavo Cabral Celta Vigo,37, D(C),,20(6),1891,1,0.1,49.2,88.6,-,3.2,-,6.66
268,Rubén Sobrino Deportivo Alaves,30, AM(CLR),FW,15(13),1461,2,0.8,13.9,73.0,0.2,0.1,-,6.66
269,Íñigo Lekue Athletic Bilbao,29, D(LR),M(LR),22(10),2104,1,0.6,29.7,76.5,0.5,1.5,-,6.66
270,Isaac Success Malaga,26, AM(LR),FW,7(2),496,1,0.8,14.8,59.4,0.2,0.3,0.2,6.66
271,Roberto Jiménez Malaga,36, GK,,34,3060,-,0.1,26.7,47.7,-,8.4,-,6.66
272,Eneko Bóveda Athletic Bilbao,33, D(CR),,6,523,1,0.7,35.3,71.7,1,0.7,-,6.65
273,Mathías Olivera Getafe,25, D(L),M(L),1(2),102,-,0.3,9.7,34.5,0.3,-,-,6.65
274,Joel Campbell Real Betis,30, AM(LR),FW,2(6),209,1,0.6,11.1,88.8,-,0.6,-,6.65
275,Ivi López Levante,28, AM(L),,17(12),1760,3,0.8,19.4,74.0,0.7,1.6,0.1,6.65
276,Alen Halilovic Las Palmas,26, AM(CR),,16(4),1307,1,1.0,22.3,81.1,0.6,1,-,6.64
277,Miguel Torres Malaga,36, D(CLR),,8,675,-,0.3,31.4,82.5,0.1,2,-,6.64
278,Pere Pons Girona,29, M(C),,30(1),2564,2,0.4,33.1,80.2,-,1.7,-,6.64
279,Ander Iturraspe Athletic Bilbao,33, M(C),,20(10),1904,-,0.7,39.7,83.3,0.7,3.8,-,6.64
280,Takashi Inui Eibar,34, AM(CLR),,31(3),2640,2,0.8,24.7,80.4,0.3,0.9,0.1,6.64
281,Barri Getafe,27, Midfielder,,1(1),112,-,-,7.0,71.4,-,1.0,-,6.64
282,Sergi Enrich Eibar,32, FW,,14(5),1331,1,0.8,22.1,67.9,-,0.6,-,6.63
283,Emmanuel Boateng Levante,26, AM(R),FW,10(15),1271,-,0.3,8.8,64.7,-,0.2,-,6.63
284,Matías Aguirregaray Las Palmas,33, D(LR),,14(1),1156,-,0.3,36.6,76.7,0.3,1.9,0.1,6.63
285,Dani Castellano Las Palmas,35, D(L),,23(1),2027,2,0.4,35.0,80.7,0.3,0.9,-,6.63
286,Daniele Bonera Villarreal,41, D(CR),,14(1),1191,1,0.2,37.7,86.9,-,3.5,-,6.63
287,David Zurutuza Real Sociedad,36, M(CL),,26(5),2249,2,0.4,37.0,85.8,-,1.5,0.1,6.63
288,Iván Cuéllar Leganes,38, GK,,35,3150,-,0.1,29.4,40.7,-,9.5,-,6.62
289,Yeray Álvarez Athletic Bilbao,27, D(C),,7(1),675,-,0.3,57.0,82.5,-,5.9,-,6.62
290,David Juncà Eibar,28, D(L),,10(5),902,2,1,30.9,73.4,1.6,2.0,0.1,6.62
291,Kike García Eibar,32, FW,,28(7),2467,1,0.4,19.7,72.4,-,0.2,-,6.62
292,Andrés Fernández Villarreal,35, GK,,3,226,-,-,20.0,58.3,-,3.7,-,6.62
293,Óscar Duarte Espanyol,33, D(C),DMC,11,990,-,-,43.7,78.8,0.1,3.9,-,6.62
294,Javi García Real Betis,35, D(C),DMC,27(5),2411,-,0.3,52.3,91.8,-,2.2,-,6.62
295,Paco Alcácer Barcelona,29, AM(R),FW,8(9),695,3,0.6,13.1,82.1,0.1,0.1,0.1,6.62
296,Iván Alejo Eibar,27, AM(R),,14(8),1109,3,0.8,9.9,69.3,1,0.3,-,6.62
297,Jesús Navas Sevilla,36, D(R),M(R),20(6),1763,-,1.2,30.1,77.0,0.5,1.5,-,6.62
298,Sergio León Real Betis,33, FW,,23(8),1983,1,0.3,11.9,69.2,0.1,0.5,-,6.61
299,Mikel Rico Athletic Bilbao,38, M(C),,13(4),1170,-,0.6,31.5,81.9,0.1,2.2,-,6.61
