,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
227,Lucas da Cunha Nice,21, AM(R),,5(5),392,1.3,0.1,0.3,-,0.2,0.5,-,-,6.61
228,Xavier Chavalerin Troyes,31, DMC,M(L),31(3),2724,1.4,1.1,0.9,-,0.9,1.3,0.1,-,6.61
229,Erik Palmer-Brown Troyes,25, D(C),,19(2),1739,1.8,1.6,0.9,0.4,4.0,0.3,0.9,-,6.61
230,Birger Meling Rennes,27, D(LR),DMC,20(11),1828,1.4,0.7,0.5,0.2,0.9,0.3,0.2,-,6.61
231,Souleyman Doumbia Angers,25, D(L),M(L),27,2231,1.1,1.4,0.8,0.3,1.5,0.5,0.1,-,6.61
232,Jordan Amavi Marseille,28, D(L),M(L),2,130,3,0.5,1.5,0.5,1,2.5,-,-,6.61
233,Alexander Nübel Monaco,25, GK,,38,3420,-,-,-,-,0.4,-,-,1,6.61
234,Ibrahim Amadou Metz,29, D(C),DMC,10,815,1.6,1.4,1.1,0.5,2.6,0.7,0.2,-,6.61
235,Paul Lasne Brest,33, M(CLR),,9(6),847,1.7,1.6,0.7,0.1,0.6,0.7,0.1,-,6.61
236,Toma Basic Bordeaux,25, M(C),,3,212,0.7,0.7,2,-,-,1.3,0.3,-,6.61
237,Duje Caleta-Car Marseille,25, D(C),,24(2),2062,0.8,0.9,0.4,0.8,2.1,0.1,0.3,-,6.6
238,Lucas da Cunha Clermont Foot,21, AM(R),,11(4),844,1.1,0.1,0.4,-,0.1,0.6,-,-,6.6
239,Yoann Salmier Troyes,29, D(C),,30(1),2671,1.9,1.3,1.1,0.3,2.8,0.3,0.5,1,6.6
240,Florent Mollet Montpellier,30, AM(CLR),,32(3),2649,0.9,0.7,1,-,0.3,1.2,0.1,-,6.6
241,Jens Cajuste Reims,23, DMC,,4(4),365,1.3,0.6,0.6,-,0.6,1.4,0.3,-,6.6
242,Dogan Alemdar Rennes,19, GK,,12,1080,-,-,-,-,0.9,-,-,-,6.6
243,Thiago Mendes Lyon,30, D(CR),M(CR),21(8),1864,1.2,1.2,0.8,0.3,1.9,0.6,0.2,-,6.59
244,Jérémy Morel Lorient,38, D(CL),,6(3),602,1.4,0.8,0.4,0.1,3.3,-,0.8,-,6.59
245,Bonke Innocent Lorient,26, DMC,,11(1),878,2.3,1.3,1.7,0.1,1.2,1.3,0.3,-,6.59
246,Maxime Busi Reims,22, D(R),M(R),13(5),1297,1.4,0.9,1.1,0.1,1.4,0.9,0.3,-,6.59
247,Pau López Marseille,27, GK,,29,2610,-,-,-,-,0.7,-,-,-,6.59
248,Jean-Louis Leca Lens,36, GK,,27,2315,-,-,0.1,-,0.8,-,-,-,6.59
249,Wuilker Fariñez Lens,24, GK,,11(2),1105,-,-,-,-,0.5,-,-,-,6.59
250,Arnaud Souquet Montpellier,30, D(CR),M(R),27(7),2341,1.6,1,0.8,0.1,1.6,1,0.2,-,6.59
251,Ibrahima Koné Lorient,23, FW,,6(10),728,0.4,0.1,0.8,-,0.2,0.1,0.2,-,6.59
252,Ismael Traoré Angers,36, D(CR),,36(1),3215,0.8,1.2,0.4,0.7,3.2,0.4,0.5,-,6.59
253,Ivo Grbic Lille,26, GK,,21,1890,-,-,-,-,1.1,-,-,-,6.58
254,Kamory Doumbia Reims,19, Midfielder,,2(6),349,1,0.4,0.1,-,0.4,1,0.4,-,6.58
255,Arkadiusz Milik Marseille,28, AM(C),FW,15(8),1419,0.4,0.1,0.8,-,0.4,0.6,-,-,6.58
256,Paul Bernardoni Angers,25, GK,,13,1170,0.2,-,-,-,0.8,0.1,-,-,6.58
257,Warmed Omari Rennes,22, D(C),,31(3),2798,1,0.9,0.7,0.6,2.7,0.2,0.4,-,6.58
258,Yohann Magnin Clermont Foot,25, DMC,,19(5),1717,2.2,0.8,0.9,0.2,1.4,0.8,0.3,-,6.58
259,Jérôme Boateng Lyon,33, D(CR),,19(5),1627,0.8,0.8,0.5,0.4,3.0,0.3,0.4,-,6.58
260,Tristan Dingomé Troyes,31, M(C),,12(13),1073,0.9,0.4,0.5,-,0.1,0.3,-,-,6.58
261,Jessy Moulin Troyes,36, GK,,8,631,-,0.1,0.1,-,1.3,-,-,-,6.58
262,Javairô Dilrosun Bordeaux,24, AM(CLR),,19(13),1738,0.4,0.3,0.4,-,0.1,0.5,-,-,6.57
263,Terem Moffi Lorient,23, AM(R),FW,34(3),2736,0.5,0.1,0.6,-,0.6,0.6,0.1,-,6.57
264,Kasper Dolberg Nice,24, FW,,20(7),1503,0.3,0.2,1.1,-,0.6,0.2,-,-,6.57
265,Moreto Cassamá Reims,24, DMC,,11(6),808,0.7,0.5,0.6,-,0.2,0.9,0.3,-,6.57
266,Nicolas Cozza Montpellier,23, D(CL),,32(2),2778,2.4,1.1,0.7,0.2,2.2,0.9,0.6,-,6.57
267,Adrien Truffert Rennes,20, D(L),,18(12),1635,1,0.6,0.8,0.1,0.8,0.4,0.2,-,6.56
268,Gauthier Gallon Troyes,29, GK,,31,2790,0.1,0.1,-,-,0.7,-,-,-,6.56
269,Thomas Delaine Metz,30, D(L),M(LR),26(3),2317,1.7,0.9,0.8,0.1,1.0,0.7,0.2,-,6.56
270,Thilo Kehrer PSG,25, D(CLR),M(R),16(11),1505,0.8,0.9,0.6,0.2,1.0,0.4,0.4,-,6.56
271,Ilan Kebbal Reims,24, AM(C),FW,21(10),1785,1,0.4,0.4,-,0.1,1,-,-,6.56
272,Pedro Mendes Montpellier,31, D(CR),,0(1),16,1,-,-,-,2.0,-,1,-,6.56
273,Jonathan Ikoné Lille,24, AM(CLR),FW,13(5),1077,0.6,0.3,0.7,0.1,0.2,0.4,0.1,-,6.55
274,Romain Del Castillo Brest,26, AM(LR),FW,13(6),985,1.4,0.4,0.8,0.1,0.1,1,-,-,6.55
275,Enock Kwateng Bordeaux,25, D(CR),M(R),22(7),2002,1.9,1.5,0.8,0.2,1.6,1.3,0.1,-,6.55
276,Sikou Niakaté Metz,23, D(C),,8(4),661,0.7,2.3,0.8,0.5,2.7,0.6,0.3,1,6.54
277,Marc-Aurèle Caillard Metz,28, GK,,17(2),1540,-,0.1,-,-,0.7,0.1,-,-,6.54
278,Martin Adeline Reims,18, Midfielder,,2(6),347,1.9,1.4,2,-,0.6,1,-,-,6.54
279,Mathias Lage Angers,25, M(CLR),,11(13),1038,0.9,0.9,1,0.1,0.8,0.9,0.3,-,6.54
280,Hwang Ui-Jo Bordeaux,30, AM(CLR),FW,29(3),2526,0.3,0.2,0.5,-,0.5,0.3,-,-,6.54
281,Florent Ogier Clermont Foot,33, D(C),,29(1),2434,1,1.2,0.6,0.3,2.8,0.5,0.9,-,6.54
282,Pape Sarr Metz,19, AM(C),,22(11),2130,1.4,0.9,1,-,0.6,0.6,0.1,-,6.54
283,Anel Ahmedhodzic Bordeaux,23, D(C),,15,1350,2.5,1.5,1.4,0.7,2.8,0.7,0.5,-,6.54
284,Alfred Gomis Rennes,28, GK,,25,2250,-,-,-,-,0.5,-,-,-,6.54
285,Farid Boulaya Metz,29, AM(CLR),FW,18(6),1534,0.8,0.5,0.3,-,0.1,1,0.1,-,6.54
286,Remi Oudin Bordeaux,25, M(CLR),FW,20(13),1744,1,0.8,0.4,-,0.6,0.4,0.1,-,6.53
287,Henrique Lyon,28, D(L),M(L),12(6),1105,0.7,1.2,0.7,-,0.6,0.6,0.1,-,6.53
288,David da Costa Lens,21, AM(C),,16(17),1463,0.7,0.4,0.3,-,0.1,0.5,-,-,6.53
289,Martín Satriano Brest,21, FW,,11(4),941,0.3,0.1,0.9,-,0.2,0.3,-,-,6.53
290,Strahinja Pavlovic Monaco,21, D(C),,5(2),450,3.3,1.3,1.6,0.4,2.1,0.6,0.4,-,6.53
291,Joris Chotard Montpellier,20, DMC,,33(3),2942,1.6,1.2,0.8,0.1,1.6,1.2,0.4,-,6.53
292,Pablo Sarabia PSG,30, D(L),M(CLR),0(2),21,-,-,0.5,-,-,0.5,-,-,6.53
293,Leonardo Balerdi Marseille,23, D(C),,10(7),950,0.5,1.1,0.6,0.5,1.7,0.5,0.2,-,6.52
294,Konrad De la Fuente Marseille,21, AM(L),,9(7),788,0.7,0.1,0.1,-,0.2,0.3,-,-,6.52
295,Lilian Brassier Brest,22, D(CL),,23(8),2258,1.3,1,0.8,0.6,2.6,0.4,0.7,1,6.52
296,Amadou Onana Lille,21, DMC,,11(21),1352,1.5,0.9,1.0,-,0.6,0.2,0.1,-,6.52
297,Jean Lucas Monaco,24, M(C),,18(10),1451,1.5,0.5,1.0,-,0.1,0.8,0.2,-,6.52
298,Thomas Foket Reims,27, D(R),M(R),26(3),2243,1,1.1,0.9,0.1,1,0.8,0.1,-,6.52
299,Fábio Nantes,32, D(LR),M(R),21(6),1679,2.3,1.3,1.1,-,1.1,1.4,0.3,-,6.52
300,Flavius Daniliuc Nice,21, D(CR),,14(10),1291,1.9,0.6,0.7,0.4,1.3,0.4,0.3,-,6.52
301,Iké Ugbo Troyes,23, FW,,11(3),820,0.2,0.1,0.7,-,0.1,0.1,0.1,-,6.51
302,Valère Germain Montpellier,32, AM(LR),FW,22(12),1978,0.7,0.3,0.7,-,0.8,0.7,-,-,6.51
303,Gaël Kakuta Lens,31, M(CLR),FW,20(9),1685,0.8,0.1,0.5,-,0.1,0.6,-,-,6.51
304,Ismail Jakobs Monaco,23, D(L),M(L),10(18),1193,1.1,0.6,0.5,0.1,1.0,0.7,-,-,6.51
305,Vincent Le Goff Lorient,32, D(L),M(L),34,3060,1.8,1.1,0.7,0.1,1.2,0.7,0.1,-,6.51
306,Leo Petrot Lorient,25, D(C),,21(1),1820,1.4,1.0,0.3,0.3,3.8,0.4,0.8,-,6.5
307,Stian Gregersen Bordeaux,27, D(C),,22(2),1955,1.6,1.6,1.0,0.6,4.1,0.6,0.7,-,6.5
308,Cédric Hountondji Clermont Foot,28, D(C),,23,2035,1.4,1.5,0.5,0.3,3.3,0.3,0.5,1,6.5
309,Issa Kaboré Troyes,21, D(R),M(R),26(5),2261,1.5,0.6,1.0,0.1,0.9,0.6,0.1,-,6.5
