,name,age,position1,position2,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
238,Jean-Louis Leca Lens,36, GK,,27,2315,-,-,-,-,-,0.1,-,-,-,6.59
239,Wuilker Fariñez Lens,24, GK,,11(2),1105,-,-,-,-,-,-,-,-,0.1,6.59
240,Arnaud Souquet Montpellier,30, D(CR),M(R),27(7),2341,1,3,0.5,0.5,0.6,0.7,-,0.5,1.3,6.59
241,Ibrahima Koné Lorient,23, FW,,6(10),728,5,1,0.9,0.9,0.6,0.6,0.3,1.2,1.6,6.59
242,Ismael Traoré Angers,36, D(CR),,36(1),3215,4,1,0.7,0.2,0.1,0.2,-,0.1,0.6,6.59
243,Ivo Grbic Lille,26, GK,,21,1890,-,-,-,-,-,0.3,-,0.1,-,6.58
244,Kamory Doumbia Reims,19, Midfielder,,2(6),349,2,1,0.5,0.8,0.8,0.5,0.1,1,2.3,6.58
245,Arkadiusz Milik Marseille,28, AM(C),FW,15(8),1419,7,2,2.3,0.7,0.1,0.3,0.3,0.6,1.6,6.58
246,Paul Bernardoni Angers,25, GK,,13,1170,-,-,-,-,-,0.2,-,-,0.1,6.58
247,Warmed Omari Rennes,22, D(C),,31(3),2798,-,-,0.1,0.1,0.1,0.5,-,0.2,0.5,6.58
248,Yohann Magnin Clermont Foot,25, DMC,,19(5),1717,1,-,0.8,0.3,0.3,1.0,0.2,0.6,1.1,6.58
249,Jérôme Boateng Lyon,33, D(CR),,19(5),1627,-,1,0.2,0.3,0.1,0.1,-,-,0.2,6.58
250,Tristan Dingomé Troyes,31, M(C),,12(13),1073,2,4,0.8,1,0.4,0.6,-,0.6,0.6,6.58
251,Jessy Moulin Troyes,36, GK,,8,631,-,-,-,-,-,0.3,-,-,0.1,6.58
252,Javairô Dilrosun Bordeaux,24, AM(CLR),,19(13),1738,2,6,1.3,1,1.4,0.9,-,0.8,1.2,6.57
253,Terem Moffi Lorient,23, AM(R),FW,34(3),2736,8,4,1.6,0.9,0.9,0.5,0.4,1.2,2.7,6.57
254,Kasper Dolberg Nice,24, FW,,20(7),1503,6,2,1.5,0.6,0.4,1.1,0.1,0.7,2,6.57
255,Moreto Cassamá Reims,24, DMC,,11(6),808,2,-,0.6,0.5,0.6,1.3,-,0.5,1.1,6.57
256,Nicolas Cozza Montpellier,23, D(CL),,32(2),2778,2,2,0.2,0.3,0.5,0.6,-,0.4,1.4,6.57
257,Adrien Truffert Rennes,20, D(L),,18(12),1635,3,2,0.6,0.4,0.6,0.7,-,0.5,1.2,6.56
258,Gauthier Gallon Troyes,29, GK,,31,2790,-,-,-,-,-,0.2,-,-,-,6.56
259,Thomas Delaine Metz,30, D(L),M(LR),26(3),2317,1,2,0.6,1,0.8,0.5,-,0.6,2,6.56
260,Thilo Kehrer PSG,25, D(CLR),M(R),16(11),1505,2,-,0.3,0.1,0.1,0.2,-,0.4,0.2,6.56
261,Ilan Kebbal Reims,24, AM(C),FW,21(10),1785,1,4,0.9,1.1,0.9,1.6,0.2,1.2,1.7,6.56
262,Pedro Mendes Montpellier,31, D(CR),,0(1),16,-,-,-,1,-,-,-,-,-,6.56
263,Jonathan Ikoné Lille,24, AM(CLR),FW,13(5),1077,1,-,1.2,0.9,1.4,0.4,0.1,1,1.6,6.55
264,Romain Del Castillo Brest,26, AM(LR),FW,13(6),985,-,6,0.6,0.8,1.1,1.1,-,1.2,2.5,6.55
265,Enock Kwateng Bordeaux,25, D(CR),M(R),22(7),2002,1,-,0.2,0.6,0.8,0.6,-,0.1,0.9,6.55
266,Sikou Niakaté Metz,23, D(C),,8(4),661,-,-,0.3,0.2,0.3,0.4,-,0.3,0.2,6.54
267,Marc-Aurèle Caillard Metz,28, GK,,17(2),1540,-,-,-,-,-,0.2,-,-,-,6.54
268,Martin Adeline Reims,18, Midfielder,,2(6),347,-,-,0.5,0.4,0.8,0.3,-,0.8,1,6.54
269,Mathias Lage Angers,25, M(CLR),,11(13),1038,4,2,0.8,0.4,0.5,0.6,-,0.3,0.9,6.54
270,Hwang Ui-Jo Bordeaux,30, AM(CLR),FW,29(3),2526,11,2,1.7,0.4,0.3,0.7,0.7,0.7,2.2,6.54
271,Florent Ogier Clermont Foot,33, D(C),,29(1),2434,1,-,0.2,0.1,0.1,0.4,-,-,0.3,6.54
272,Pape Sarr Metz,19, AM(C),,22(11),2130,1,3,0.9,0.6,0.9,0.7,-,0.8,1.4,6.54
273,Anel Ahmedhodzic Bordeaux,23, D(C),,15,1350,-,1,0.5,0.7,0.1,0.7,-,0.3,0.5,6.54
274,Alfred Gomis Rennes,28, GK,,25,2250,-,-,-,-,-,0.1,-,-,0.1,6.54
275,Farid Boulaya Metz,29, AM(CLR),FW,18(6),1534,4,2,0.8,1.3,0.8,0.7,-,1,1.0,6.54
276,Remi Oudin Bordeaux,25, M(CLR),FW,20(13),1744,4,5,1.7,0.6,0.6,0.4,0.1,0.4,0.9,6.53
277,Henrique Lyon,28, D(L),M(L),12(6),1105,-,1,0.3,0.4,0.6,0.8,-,0.4,0.7,6.53
278,David da Costa Lens,21, AM(C),,16(17),1463,3,5,0.8,1.2,0.7,0.4,-,0.7,0.9,6.53
279,Martín Satriano Brest,21, FW,,11(4),941,4,-,1.6,0.1,0.6,0.9,0.1,0.9,1.8,6.53
280,Strahinja Pavlovic Monaco,21, D(C),,5(2),450,-,-,0.7,0.1,0.4,1.0,-,0.1,0.9,6.53
281,Joris Chotard Montpellier,20, DMC,,33(3),2942,1,1,0.5,0.3,0.2,0.3,-,0.1,0.8,6.53
282,Pablo Sarabia PSG,30, D(L),M(CLR),0(2),21,1,-,0.5,-,0.5,0.5,-,-,1.0,6.53
283,Leonardo Balerdi Marseille,23, D(C),,10(7),950,-,-,0.1,0.1,0.6,0.3,-,0.4,0.5,6.52
284,Konrad De la Fuente Marseille,21, AM(L),,9(7),788,-,2,0.9,0.6,1.3,0.4,0.1,1.3,1.1,6.52
285,Lilian Brassier Brest,22, D(CL),,23(8),2258,1,-,0.4,0.3,0.2,0.5,-,0.1,0.6,6.52
286,Amadou Onana Lille,21, DMC,,11(21),1352,1,-,0.5,0.5,0.4,0.8,0.1,0.3,0.6,6.52
287,Jean Lucas Monaco,24, M(C),,18(10),1451,1,1,0.9,0.6,1.0,0.9,0.1,0.9,1.6,6.52
288,Thomas Foket Reims,27, D(R),M(R),26(3),2243,1,-,0.3,0.7,0.4,0.9,0.2,0.6,1.2,6.52
289,Fábio Nantes,32, D(LR),M(R),21(6),1679,-,2,0.4,0.4,0.5,0.7,-,0.3,0.7,6.52
290,Flavius Daniliuc Nice,21, D(CR),,14(10),1291,-,-,0.2,0.1,0.3,0.2,-,0.1,0.5,6.52
291,Iké Ugbo Troyes,23, FW,,11(3),820,5,-,1.1,0.4,0.2,1.1,0.1,0.6,1.4,6.51
292,Valère Germain Montpellier,32, AM(LR),FW,22(12),1978,4,3,0.9,0.6,0.1,0.8,0.2,0.6,0.9,6.51
293,Gaël Kakuta Lens,31, M(CLR),FW,20(9),1685,3,2,1.4,0.7,0.9,1.1,0.2,1.2,2.2,6.51
294,Ismail Jakobs Monaco,23, D(L),M(L),10(18),1193,-,1,0.2,0.6,0.2,0.3,-,0.2,0.6,6.51
295,Vincent Le Goff Lorient,32, D(L),M(L),34,3060,1,1,0.8,0.8,0.4,0.6,0.1,0.5,1.0,6.51
296,Leo Petrot Lorient,25, D(C),,21(1),1820,1,-,0.2,0.1,-,0.5,-,0.1,0.4,6.5
297,Stian Gregersen Bordeaux,27, D(C),,22(2),1955,1,1,0.3,0.1,0.2,1.0,-,0.3,0.3,6.5
298,Cédric Hountondji Clermont Foot,28, D(C),,23,2035,1,-,0.3,-,-,0.3,-,-,0.1,6.5
299,Issa Kaboré Troyes,21, D(R),M(R),26(5),2261,-,1,0.2,0.6,1.5,1.4,0.1,0.8,1.9,6.5
300,Dimitry Bertaud Montpellier,24, GK,,9(2),832,-,-,-,-,-,0.1,-,-,-,6.5
301,Timothy Weah Lille,22, AM(LR),FW,17(12),1620,3,4,1.2,0.9,0.7,0.7,0.2,0.7,1.2,6.5
302,Pape Gueye Marseille,23, DMC,,17(11),1528,-,1,1.1,0.3,0.1,1.4,0.1,0.6,0.7,6.5
303,Samuel Kalu Bordeaux,25, M(LR),,3(8),326,1,1,1.2,0.2,0.9,0.6,-,0.7,1.1,6.49
304,Stefan Bajic Saint-Etienne,20, GK,,4(3),508,-,-,-,-,-,-,-,-,-,6.49
305,Sinaly Diomandé Lyon,21, D(C),,5(6),577,-,-,0.3,0.1,0.1,0.3,-,-,0.5,6.49
306,Jordan Lotomba Nice,23, D(LR),M(R),19(11),1782,-,-,0.3,0.5,0.7,0.8,0.1,0.6,1,6.49
307,Timothée Kolodziejczak Saint-Etienne,30, D(CL),M(L),30,2568,2,3,0.5,0.7,0.2,0.1,0.1,0.1,0.7,6.49
308,Adil Rami Troyes,36, D(C),,14(3),1173,3,-,0.3,0.1,0.2,0.3,-,0.2,0.5,6.49
309,Julian Draxler PSG,28, AM(CLR),FW,5(13),542,2,1,0.5,0.5,0.6,0.1,0.1,0.4,0.3,6.49
