,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
113,Laurent Abergel Lorient,29, DMC,,34,2963,3,1,47.2,82.4,0.3,2.9,0.1,6.78
114,Sanjin Prcic Strasbourg,28, M(C),,27(5),2197,-,0.7,42.0,86.3,0.4,4.1,0.1,6.77
115,Mahdi Camara Saint-Etienne,24, D(CR),DMC,34(1),3074,-,0.9,39.7,83.4,0.1,1.3,-,6.77
116,Alban Lafont Nantes,23, GK,,38,3420,-,-,25.7,56.2,-,6.2,-,6.77
117,Kevin Danso Lens,23, D(C),,32(1),2793,2,0.3,56.5,86.3,-,3.0,-,6.77
118,Castello Lukeba Lyon,19, D(C),,24,2097,-,0.2,69.3,90.0,-,2.3,-,6.77
119,Fali Candé Metz,24, D(L),M(L),11,975,2,1.1,32.1,74.8,1.1,1.6,-,6.77
120,Benoît Badiashile Monaco,21, D(C),,21(3),1837,-,0.1,57.3,87.9,-,3.4,-,6.77
121,Maxime Le Marchand Strasbourg,32, D(CL),,9(3),857,1,0.2,44.8,88.5,0.1,3.5,-,6.77
122,Giulian Biancone Troyes,22, D(CLR),M(LR),26(7),2292,2,0.4,31.7,76.5,0.5,1.7,-,6.77
123,Gelson Martins Monaco,27, M(LR),,24(8),1921,3,0.7,19.4,80.4,0.1,0.3,-,6.77
124,Nabil Bentaleb Angers,27, M(C),,18,1523,-,0.2,50.3,83.0,-,2.6,-,6.76
125,Presnel Kimpembe PSG,27, D(C),,29(1),2580,-,0.1,74.2,95.5,0.1,1.8,-,6.76
126,Quentin Merlin Nantes,20, D(L),M(L),21(7),1923,3,1.1,36.1,80.7,1.3,2.0,-,6.76
127,Wout Faes Reims,24, D(C),,37,3330,-,0.1,39.5,85.6,-,3.0,-,6.76
128,Yunis Abdelhamid Reims,34, D(C),,34,2984,-,0.3,45.9,82.0,-,2.8,-,6.76
129,Dimitri Lienard Strasbourg,34, D(L),M(CL),23(10),2047,3,1.1,32.1,75.7,1.8,2.6,-,6.76
130,Rafinha PSG,30, M(CLR),,3(2),221,-,0.4,37.0,90.3,-,0.8,-,6.75
131,Przemyslaw Frankowski Lens,27, M(CLR),,28(9),2452,5,1,31.2,82.2,0.4,0.8,0.1,6.75
132,Matthieu Udol Metz,26, D(CL),M(L),11(1),1006,-,0.5,36.1,81.3,0.4,1.6,-,6.75
133,Alexander Djiku Strasbourg,28, D(CR),DMC,30(1),2697,-,0.3,52.3,83.0,0.2,5.4,-,6.74
134,Wahbi Khazri Saint-Etienne,31, M(CLR),FW,26(4),2239,-,1,17.8,74.8,0.3,1.4,0.1,6.74
135,Enzo Le Fée Lorient,22, AM(CLR),,25(11),2202,3,1.4,30.9,82.4,1,2.2,0.1,6.74
136,Anthony Lopes Lyon,31, GK,,34,2984,-,-,28.5,81.0,-,4.8,-,6.74
137,Jordan Amavi Nice,28, D(L),M(L),4(4),414,-,0.1,33.8,84.8,-,1.5,-,6.74
138,Caio Henrique Monaco,25, D(L),M(CL),31(3),2670,8,1.3,43.6,78.8,0.8,1.4,-,6.74
139,Leandro Paredes PSG,28, DMC,,10(5),842,2,0.5,62.2,95.8,-,2.5,-,6.73
140,Guillermo Maripán Monaco,28, D(C),,21(5),1828,-,0.1,51.8,88.8,-,2.6,-,6.73
141,Saïdou Sow Saint-Etienne,20, D(C),,11(2),992,1,0.3,43.2,83.3,0.1,2.8,-,6.73
142,Armand Laurienté Lorient,23, AM(LR),FW,28(7),2493,2,1.2,18.7,80.9,0.5,0.6,0.1,6.73
143,Arbër Zeneli Reims,27, AM(LR),FW,4(5),411,3,1.0,11.3,76.5,0.9,-,-,6.73
144,Anthony Caci Strasbourg,25, D(CLR),M(L),26(11),2395,3,0.8,35.7,80.6,0.6,2.7,-,6.73
145,Jonathan David Lille,22, AM(C),FW,32(6),2811,-,0.9,16.7,78.4,0.1,0.2,-,6.73
146,Zeki Çelik Lille,25, D(R),M(R),30(2),2698,3,0.7,44.0,79.8,0.5,1.8,-,6.73
147,Maxence Caqueret Lyon,22, DMC,,26(5),2335,-,0.8,48.8,85.9,0.2,1.6,0.1,6.73
148,Tiago Djaló Lille,22, D(CLR),,26(2),2330,1,0.2,48.4,86.9,0.1,2.3,0.1,6.73
149,Alexis Flips Reims,22, M(CR),,13(12),1062,4,1.2,15.5,66.9,1,0.6,-,6.73
150,Amine Harit Marseille,25, AM(CLR),FW,12(11),1168,4,1.1,28.7,89.4,0.3,0.6,-,6.73
151,Christophe Hérelle Brest,30, D(CR),,23,1938,-,0.1,35.4,85.8,-,3.2,-,6.73
152,Youssouf Fofana Monaco,23, DMC,,23(10),2187,4,0.6,35.4,76.3,0.1,1.6,0.1,6.72
153,Jean-Charles Castelletto Nantes,27, D(C),,28,2512,-,0.2,41.7,86.3,-,2.7,-,6.72
154,Wylan Cyprien Nantes,27, M(C),,17(7),1494,3,1.3,35.8,84.1,1,2.5,0.1,6.72
155,Thomas Mangani Angers,35, M(C),,25(8),2195,2,0.8,42.3,81.7,0.7,3.2,-,6.72
156,Fodé Doucouré Reims,21, Defender,,1(2),153,-,0.3,20.3,65.6,0.3,1.3,-,6.71
157,Dante Nice,38, D(C),,33(1),2874,-,0.2,70.6,90.5,-,3.8,-,6.71
158,Stephy Mavididi Montpellier,24, AM(LR),FW,27(3),2313,3,0.8,17.6,80.1,0.2,0.2,-,6.71
159,Nicolas Pallois Nantes,34, D(C),,29(1),2450,-,0.1,37.3,80.1,-,1.8,-,6.71
160,Thomas Monconduit Lorient,31, DMC,,26(8),2254,2,0.9,36.1,79.8,0.4,3.3,-,6.71
161,Gerzino Nyamsi Strasbourg,25, D(C),,33(1),2983,2,0.2,42.7,83.5,-,2.8,-,6.7
162,Jean-Ricner Bellegarde Strasbourg,24, M(CLR),,26(10),2337,3,0.6,28.1,85.6,0.3,1.1,0.1,6.7
163,José Fonte Lille,38, D(C),,38,3420,2,0.3,54.7,87.1,0.1,4.5,-,6.7
164,Axel Disasi Monaco,24, D(C),,30(2),2725,-,0.2,55.1,87.2,-,3.8,-,6.7
165,Habib Diallo Strasbourg,27, AM(R),FW,16(15),1537,1,0.5,11.3,70.2,0.1,0.3,-,6.7
166,Juan Bernat PSG,29, D(L),M(CL),12(3),965,-,0.3,40.9,93.5,0.1,0.3,0.1,6.69
167,Arnaud Kalimuendo-Muinga Lens,20, FW,,27(5),2165,-,0.7,14.4,86.3,0.1,0.2,0.1,6.69
168,Gianluigi Donnarumma PSG,23, GK,,17,1530,-,-,21.2,88.1,-,1.9,-,6.69
169,Josuha Guilavogui Bordeaux,31, D(C),M(C),15,1332,1,0.9,54.4,82.4,0.1,4.8,0.1,6.69
170,Jonathan Bamba Lille,26, AM(CLR),FW,28(3),2442,3,1.5,31.9,79.4,1.4,1.0,-,6.69
171,Kalifa Coulibaly Nantes,31, FW,,9(12),848,-,0.4,8.8,60.0,-,0.1,-,6.69
172,Pedro Chirivella Nantes,25, DMC,,31,2647,1,0.8,54.9,85.2,0.1,5.4,0.1,6.69
173,Jérémy Doku Rennes,20, AM(LR),,4(10),467,2,0.6,10.2,79.0,0.1,0.1,0.1,6.68
174,Julian Pollersbeck Lyon,28, GK,,4(2),435,-,-,24.8,83.2,-,3.3,-,6.68
175,Lucas Perrin Strasbourg,23, D(C),,29(2),2508,1,0.3,46.1,84.0,0.1,3.1,0.1,6.68
176,Pablo Rosario Nice,25, DMC,,31(5),2736,2,0.6,47.4,88.5,0.1,2.0,-,6.68
177,Malo Gusto Lyon,19, D(R),M(R),21(9),1884,4,0.8,42.4,88.2,0.6,1.2,-,6.68
178,Mamadou Sakho Montpellier,32, D(C),,29,2578,-,0.1,54.3,89.2,-,2.6,-,6.68
179,Lucien Agoumé Brest,20, DMC,,21(6),1869,-,0.5,36.6,84.6,-,2.9,-,6.67
180,Vital N'Simba Clermont Foot,29, D(L),,31(3),2791,3,0.9,42.0,78.8,0.9,1.4,0.1,6.67
181,Akim Zedadka Clermont Foot,27, D(R),,37(1),3338,3,1.2,40.9,83.1,1.2,1.2,-,6.67
182,Nuno Mendes PSG,20, D(L),M(L),18(9),1654,1,0.7,35.6,88.1,0.4,0.7,-,6.67
183,Jason Denayer Lyon,27, D(CR),DMC,12(3),1001,-,0.1,48.9,93.7,-,2.5,-,6.67
184,Vincent Pajot Metz,32, M(C),,27(3),2320,-,0.5,35.4,86.0,0.1,2.2,-,6.67
185,Rémy Cabella Montpellier,32, M(CLR),FW,3(2),313,-,1.6,40.2,85.1,0.4,1.6,-,6.67
186,Tanguy Ndombele Lyon,25, M(C),,7(4),703,2,0.8,47.3,89.2,0.1,1.5,0.1,6.67
187,Facundo Medina Lens,23, D(CL),,30(1),2597,-,0.2,71.9,89.4,-,4.0,-,6.67
188,Xeka Lille,27, M(C),,19(4),1622,-,0.6,36.5,81.2,0.3,2.6,0.1,6.66
189,Yacine Adli Bordeaux,22, M(C),,25(11),2265,7,1.6,31.0,78.2,0.7,2.8,0.1,6.66
190,Danylo Ignatenko Bordeaux,25, M(C),,7(4),689,3,1.2,33.1,81.9,0.3,3.0,-,6.66
191,Léo Jardim Lille,27, GK,,17,1530,-,-,21.5,56.8,-,4.6,-,6.66
192,Jean-Kévin Duverne Brest,25, D(CLR),,33(4),3007,3,0.7,38.5,74.4,0.5,3.2,-,6.66
193,Habib Maïga Metz,26, DMC,M(R),16(1),1274,-,0.6,31.3,82.1,0.1,1.2,-,6.65
194,Didier Lamkel Zé Metz,25, FW,,8(1),609,-,0.6,19.1,72.7,0.1,0.3,-,6.65
195,Khéphren Thuram-Ulien Nice,21, DMC,,20(16),1897,2,0.6,31.0,86.4,-,1.2,0.1,6.65
196,Elbasan Rashani Clermont Foot,29, AM(LR),,22(7),1769,3,0.5,18.5,77.1,0.3,0.2,-,6.65
197,Kevin Gameiro Strasbourg,35, FW,,28(7),2397,3,0.8,22.3,80.1,-,0.3,0.1,6.65
198,Haris Belkebla Brest,28, DMC,,26(5),2312,-,0.5,31.2,84.3,0.2,1.9,-,6.64
199,Alberth Elis Bordeaux,26, AM(LR),FW,16(4),1416,1,0.8,13.8,64.1,0.2,0.3,-,6.64
200,Johan Gastien Clermont Foot,34, DMC,,32,2752,1,0.8,79.8,83.4,0.5,9.3,-,6.64
201,Léo Dubois Lyon,27, D(LR),M(R),20(3),1747,-,0.7,48.7,86.0,0.6,2.4,-,6.63
202,Renaud Ripart Troyes,29, D(R),M(CLR),22(6),1902,2,0.6,21.1,71.8,0.3,0.8,-,6.63
203,Jason Berthomier Clermont Foot,32, AM(C),,22(7),1744,5,1.6,44.4,86.6,1.3,1.7,0.1,6.63
204,Dan Ndoye Nice,21, Forward,,2(1),204,1,0.7,16.7,72.0,0.3,0.3,-,6.63
205,Marco Bizot Brest,31, GK,,38,3420,1,0.1,26.3,64.7,-,8.1,-,6.63
206,El Bilal Touré Reims,20, FW,,15(6),1201,4,0.5,15.4,74.4,-,0.1,-,6.63
207,Jordan Ferri Montpellier,30, M(C),,33(1),2920,2,0.9,73.1,84.7,0.3,6.5,0.1,6.62
208,Damien da Silva Lyon,34, D(C),,13(4),1127,-,0.1,52.4,88.1,-,3.6,0.1,6.62
209,Matz Sels Strasbourg,30, GK,,37,3330,-,-,21.9,68.1,-,5.6,-,6.62
210,Mihailo Ristic Montpellier,26, D(L),M(L),19(10),1808,3,0.6,27.2,76.5,0.3,1.3,0.1,6.62
211,Loïc Badé Rennes,22, D(C),,11(3),984,1,0.1,51.7,90.2,0.1,2.3,-,6.62
212,Junior Mwanga Bordeaux,19, Defender,,1,90,-,-,53.0,83.0,-,1,-,6.62
213,Jonas Martin Rennes,32, M(CL),,24(5),2111,1,0.3,58.1,90.7,-,2.8,0.1,6.62
214,Mickael Nade Saint-Etienne,23, D(C),,29(1),2568,-,0.2,40.4,81.1,-,2.3,-,6.62
215,Bamba Dieng Marseille,22, AM(L),FW,11(14),976,1,0.4,7.6,75.1,-,-,0.1,6.61
216,Hicham Boudaoui Nice,22, M(CR),,21(8),1633,2,0.5,21.0,79.3,0.4,0.3,-,6.61
217,Lucas da Cunha Nice,21, AM(R),,5(5),392,1,1.3,13.5,76.3,0.9,0.4,-,6.61
218,Xavier Chavalerin Troyes,31, DMC,M(L),31(3),2724,2,0.7,27.9,80.1,0.4,1.5,0.1,6.61
219,Erik Palmer-Brown Troyes,25, D(C),,19(2),1739,-,0.1,30.9,83.4,-,1.5,-,6.61
220,Birger Meling Rennes,27, D(LR),DMC,20(11),1828,4,0.5,29.6,85.2,0.2,1.6,-,6.61
221,Souleyman Doumbia Angers,25, D(L),M(L),27,2231,1,0.6,30.8,85.4,0.6,0.7,-,6.61
222,Jordan Amavi Marseille,28, D(L),M(L),2,130,-,0.5,34.5,84.1,0.5,1.5,-,6.61
223,Alexander Nübel Monaco,25, GK,,38,3420,-,-,24.9,70.6,-,5.6,-,6.61
224,Ibrahim Amadou Metz,29, D(C),DMC,10,815,-,0.3,43.9,87.5,-,2.7,-,6.61
225,Paul Lasne Brest,33, M(CLR),,9(6),847,1,0.5,26.8,84.6,0.3,1.4,-,6.61
226,Toma Basic Bordeaux,25, M(C),,3,212,1,1.7,25.7,81.8,1.3,2.0,0.3,6.61
227,Duje Caleta-Car Marseille,25, D(C),,24(2),2062,-,0.1,69.6,91.9,-,5.2,-,6.6
228,Lucas da Cunha Clermont Foot,21, AM(R),,11(4),844,-,0.9,20.4,83.7,0.5,1.1,0.1,6.6
229,Yoann Salmier Troyes,29, D(C),,30(1),2671,1,0.3,41.1,83.6,0.1,2.2,-,6.6
230,Florent Mollet Montpellier,30, AM(CLR),,32(3),2649,2,0.9,30.0,87.0,0.7,1.1,-,6.6
231,Jens Cajuste Reims,23, DMC,,4(4),365,-,0.3,11.9,69.5,-,0.4,-,6.6
232,Dogan Alemdar Rennes,19, GK,,12,1080,-,-,28.1,69.4,-,5.9,-,6.6
233,Thiago Mendes Lyon,30, D(CR),M(CR),21(8),1864,1,0.5,53.0,88.5,0.1,4.2,0.1,6.59
234,Jérémy Morel Lorient,38, D(CL),,6(3),602,-,0.1,32.4,83.9,-,2.0,-,6.59
235,Bonke Innocent Lorient,26, DMC,,11(1),878,-,0.3,31.9,86.7,0.2,1.9,-,6.59
236,Maxime Busi Reims,22, D(R),M(R),13(5),1297,-,0.9,30.6,78.4,0.3,1.7,-,6.59
237,Pau López Marseille,27, GK,,29,2610,1,-,41.0,83.6,-,4.8,-,6.59
238,Jean-Louis Leca Lens,36, GK,,27,2315,-,-,22.3,70.9,-,4.4,-,6.59
239,Wuilker Fariñez Lens,24, GK,,11(2),1105,-,-,18.6,73.6,-,2.5,-,6.59
