,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
305,Alessandro Longhi Sassuolo,33, D(L),M(L),27(1),2439,2,0.6,28.4,75.0,0.5,1.0,-,6.72
306,Goran Pandev Napoli,39, M(CR),FW,17(12),1387,4,1,15.9,78.1,0.1,0.6,0.2,6.71
307,Michelangelo Albertazzi Verona,31, D(L),,14(1),1212,1,0.4,35.7,73.3,0.1,1.0,-,6.71
308,Luca Marrone Sassuolo,32, D(C),DMC,14(1),1144,3,1,35.6,83.9,0.1,2.7,0.1,6.71
309,Cristiano Del Grosso Atalanta,39, D(L),M(L),18(1),1491,-,0.6,33.9,78.0,0.6,2.0,-,6.71
310,Victor Obinna Chievo,35, FW,,4(6),398,-,0.7,11.5,70.4,0.4,0.7,-,6.71
311,Fabián Monzón Catania,35, D(L),M(L),16(6),1398,1,0.8,24.5,77.7,0.7,1.5,-,6.71
312,Juan Vargas Fiorentina,39, D(L),M(CL),14(10),1450,-,0.3,27.1,83.4,0.3,0.3,-,6.71
313,Rafael Marques Verona,39, D(C),,14(3),1269,-,0.2,23.2,88.1,-,2.6,-,6.71
314,Albin Ekdal Cagliari,33, M(C),,20(2),1669,-,0.8,38.5,82.4,0.1,1.4,-,6.71
315,Afriyie Acquah Parma Calcio 1913,30, M(C),,18(9),1777,2,0.4,29.8,87.1,0.1,1,-,6.71
316,Josip Ilicic Fiorentina,34, AM(CLR),FW,13(8),1108,1,1,26.0,83.7,0.5,1.7,0.1,6.71
317,Tin Jedvaj Roma,26, D(CLR),,1(1),97,-,-,14.5,93.1,-,-,-,6.71
318,Valter Birsa AC Milan,36, M(CLR),FW,10(5),756,-,1.2,20.8,75.0,1.1,0.7,0.1,6.7
319,Bosko Jankovic Verona,38, M(LR),,14(4),1122,1,0.8,15.2,75.1,0.5,0.6,0.1,6.7
