time : 1.72 Pitch : 3.81 Roll : -7.07 Yaw : -67.58 dYaw : 5.14 Latitude : 0 Longitude : 0 GPS Time : 0:0:23 accel(x, y, z) :  (-0.11, -0.21, 0.93)  gyro(x, y, z) :  (3.72, -3.97, 5.68)  mag(x, y, z) :  (-9.63, 7.30, 21.26)  Speed (m/s): 0.00
time : 1.75 Pitch : 1.24 Roll : -3.19 Yaw : -73.14 dYaw : 5.56 Latitude : 0 Longitude : 0 GPS Time : 0:0:24 accel(x, y, z) :  (-0.04, -0.10, 0.97)  gyro(x, y, z) :  (-3.48, 1.22, 1.22)  mag(x, y, z) :  (-9.77, 8.04, 20.92)  Speed (m/s): 0.00
time : 1.78 Pitch : 1.36 Roll : -0.83 Yaw : -75.21 dYaw : 2.07 Latitude : 0 Longitude : 0 GPS Time : 11:30:20 accel(x, y, z) :  (-0.04, -0.02, 0.89)  gyro(x, y, z) :  (-13.73, 2.56, -0.18)  mag(x, y, z) :  (-10.62, 9.07, 20.69)  Speed (m/s): 0.00
time : 1.80 Pitch : -2.26 Roll : 4.29 Yaw : -79.22 dYaw : 4.01 Latitude : 0 Longitude : 0 GPS Time : 11:30:20 accel(x, y, z) :  (0.06, 0.12, 0.90)  gyro(x, y, z) :  (0.24, -4.76, -3.54)  mag(x, y, z) :  (-10.30, 11.65, 19.12)  Speed (m/s): 0.00
time : 1.83 Pitch : 0.90 Roll : 2.35 Yaw : -64.86 dYaw : 14.36 Latitude : 0 Longitude : 0 GPS Time : 11:30:21 accel(x, y, z) :  (-0.03, 0.07, 0.94)  gyro(x, y, z) :  (10.07, -6.41, -14.53)  mag(x, y, z) :  (-5.73, 11.72, 21.33)  Speed (m/s): 0.00
time : 1.85 Pitch : -0.91 Roll : 0.69 Yaw : -54.79 dYaw : 10.07 Latitude : 0 Longitude : 0 GPS Time : 11:30:21 accel(x, y, z) :  (0.03, 0.02, 0.88)  gyro(x, y, z) :  (3.91, -2.32, -12.82)  mag(x, y, z) :  (-0.59, 8.81, 23.25)  Speed (m/s): 0.00
time : 1.87 Pitch : 0.08 Roll : -1.64 Yaw : -57.87 dYaw : 3.08 Latitude : 0 Longitude : 0 GPS Time : 11:30:22 accel(x, y, z) :  (-0.00, -0.05, 0.95)  gyro(x, y, z) :  (5.68, 1.16, 6.16)  mag(x, y, z) :  (-2.32, 7.76, 23.57)  Speed (m/s): 0.00
time : 1.90 Pitch : 0.26 Roll : -2.74 Yaw : -59.90 dYaw : 2.03 Latitude : 0 Longitude : 0 GPS Time : 11:30:22 accel(x, y, z) :  (-0.01, -0.08, 0.98)  gyro(x, y, z) :  (3.36, 2.62, -7.39)  mag(x, y, z) :  (-2.95, 6.52, 24.35)  Speed (m/s): 0.00
time : 1.92 Pitch : -0.16 Roll : -1.20 Yaw : -56.29 dYaw : 3.61 Latitude : 0 Longitude : 0 GPS Time : 11:30:23 accel(x, y, z) :  (0.01, -0.04, 0.99)  gyro(x, y, z) :  (3.05, -0.49, 2.32)  mag(x, y, z) :  (-1.34, 6.41, 24.57)  Speed (m/s): 0.00
time : 1.95 Pitch : 0.20 Roll : -1.83 Yaw : -54.94 dYaw : 1.35 Latitude : 0 Longitude : 0 GPS Time : 11:30:23 accel(x, y, z) :  (-0.01, -0.06, 0.96)  gyro(x, y, z) :  (1.95, 3.23, 1.77)  mag(x, y, z) :  (-1.38, 6.57, 23.30)  Speed (m/s): 0.00
