,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
233,Emiliano Insúa Atletico,33, D(CL),M(L),5(1),451,-,0.5,28.7,79.7,0.7,0.7,-,6.77
234,Diego Perotti Sevilla,34, M(CLR),FW,3(7),403,1,1,17.7,86.4,1,0.7,-,6.77
235,Manu Trigueros Villarreal,31, M(CLR),FW,23(10),2017,1,0.9,31.1,80.7,0.8,2.2,0.1,6.76
236,Pedro López Levante,39, D(R),M(R),28(4),2547,1,0.3,22.4,71.0,0.2,0.5,-,6.76
237,Pinto Barcelona,47, GK,,13(1),1236,-,-,20.0,71.4,-,3.8,-,6.76
238,Xabi Prieto Real Sociedad,39, M(CLR),,18(12),1780,3,1.3,33.0,80.5,0.4,1.4,-,6.76
239,Beto Sevilla,40, GK,,33,2927,-,0.1,28.2,56.4,-,8.4,-,6.76
240,David Lombán Elche,35, D(C),,26(2),2379,-,-,29.1,85.2,-,4.6,-,6.76
241,Gustavo Cabral Celta Vigo,37, D(C),,23,1956,-,-,40.6,86.1,-,3.3,-,6.76
242,Rubén Castro Real Betis,41, AM(LR),FW,22(3),2019,1,1,21.6,79.5,0.2,0.6,0.1,6.76
243,Álvaro Cejudo Osasuna,38, M(LR),,27(3),2059,3,0.8,19.7,76.7,0.5,1.0,-,6.76
244,Rúben Vezo Valencia,28, D(CR),,5(3),491,-,-,28.1,78.2,-,1.6,-,6.76
245,Seydou Keita Valencia,42, M(C),,9(2),760,-,0.5,32.9,78.2,0.1,1.8,0.1,6.76
246,David Zurutuza Real Sociedad,36, M(CL),,19(8),1683,2,0.7,29.6,78.1,0.2,1.3,-,6.76
247,Sami Khedira Real Madrid,35, M(C),,12(1),974,1,0.9,43.3,86.5,0.3,1.7,0.1,6.75
248,Ángel Lafita Getafe,38, M(CLR),FW,22(7),1870,1,0.7,16.6,67.6,0.3,0.1,-,6.75
249,Iago Falque Rayo Vallecano,32, AM(CLR),FW,26(2),2001,2,1.3,25.9,81.0,1.1,0.8,-,6.75
250,Héctor Rodas Levante,34, D(C),,12(3),1142,-,0.1,17.9,74.6,0.1,1.9,-,6.75
251,Javi Chica Real Betis,37, D(LR),,22(3),1944,-,0.5,29.8,70.1,0.5,2.0,-,6.75
252,Diego Atletico,37, M(CLR),,4(9),510,1,0.9,23.9,85.2,0.2,1.2,0.2,6.74
253,Juan Cala Sevilla,32, D(C),,9,771,-,-,33.9,77.4,-,3.2,-,6.74
254,Rubén Pardo Real Sociedad,30, M(C),,21(14),1900,8,0.8,32.1,85.5,0.6,4.3,0.1,6.74
255,Juankar Real Betis,32, D(L),M(L),18(2),1405,2,1,24.3,70.3,1.2,0.9,-,6.74
256,Claudio Bravo Real Sociedad,39, GK,,37,3330,-,-,28.3,56.4,-,8.9,-,6.74
257,Orestis Karnezis Granada,37, GK,,6,540,-,-,25.5,56.9,-,8.5,-,6.74
258,Kevin Gameiro Sevilla,35, FW,,20(15),1890,3,0.8,14.2,77.7,0.1,0.1,-,6.73
259,Gorka Iraizoz Athletic Bilbao,41, GK,,33,2926,-,-,30.5,52.5,-,7.6,-,6.73
260,Tito Rayo Vallecano,37, D(CLR),,22(2),1892,1,0.5,32.5,79.4,0.3,1.3,-,6.73
261,Thibaut Courtois Atletico,30, GK,,37,3330,-,-,18.0,55.0,-,6.1,-,6.73
262,Francisco Silva Osasuna,36, D(C),M(C),29(2),2541,1,0.6,43.5,83.0,0.2,6.6,-,6.72
263,Kike Sola Athletic Bilbao,36, FW,,2(3),226,-,-,10.4,61.5,-,-,-,6.72
264,Juanfran Real Betis,34, D(R),M(R),28(6),2553,2,1.1,25.1,72.1,1.2,1.5,0.1,6.72
265,Lolo Osasuna,38, D(C),M(C),18(3),1502,1,0.4,32.3,77.8,0.1,3.8,-,6.72
266,Diogo Figueiras Sevilla,31, D(LR),M(R),19(3),1767,1,0.6,26.0,71.2,0.5,0.6,-,6.71
267,Fausto Rossi Real Valladolid,31, M(C),,25(6),2258,3,0.8,34.0,73.7,0.7,3,0.1,6.71
268,Manu Herrera Elche,41, GK,,29(1),2623,-,-,26.1,46.2,-,6.9,-,6.71
269,Issam El Adoua Levante,36, D(C),DMC,9(8),995,-,0.4,16.5,70.5,0.1,1.2,-,6.7
270,Marco Torsiglieri Almeria,34, D(C),,26(1),2368,-,0.2,25.0,73.9,-,1.9,-,6.7
271,Carlos Clerc Espanyol,30, D(L),M(L),1,68,-,1.0,24.0,70.8,2,3.0,-,6.7
272,Sergio Pelegrín Elche,43, D(C),,15(2),1387,1,0.1,29.2,78.6,-,3.1,-,6.7
273,Óliver Torres Atletico,27, M(CLR),,2(5),214,-,0.7,17.3,79.3,0.6,1.7,-,6.7
274,Jorge Molina Real Betis,40, FW,,25(7),2352,1,1.1,20.0,73.1,-,0.3,0.1,6.69
275,Jonathan Viera Rayo Vallecano,33, AM(CLR),FW,18(8),1725,7,1.4,32.6,80.3,0.4,0.6,0.1,6.69
276,Gonzalo Castro Real Sociedad,38, AM(LR),FW,12(11),1022,3,1.1,17.4,79.8,0.6,0.5,0.1,6.69
277,Raoul Loé Osasuna,33, M(C),,14(5),1193,1,0.3,27.2,75.6,-,1.3,-,6.69
278,Yoel Rodríguez Celta Vigo,34, GK,,35,3150,-,0.1,28.4,61.5,-,7.4,-,6.69
279,Joan Verdú Real Betis,39, M(CR),,15(5),1363,1,2.0,42.4,82.6,1.4,3.2,0.3,6.69
280,João Pereira Valencia,38, D(R),,23(2),2074,2,1,40.7,80.8,0.9,1.3,-,6.69
281,Dorlan Pabón Valencia,34, AM(CLR),FW,11(2),913,-,0.8,24.3,80.4,0.9,1.6,0.1,6.69
282,Carles Gil Elche,29, AM(CR),,29(3),2524,3,1.3,30.8,84.7,0.5,1.5,0.1,6.69
283,Álvaro Rubio Real Valladolid,43, M(C),,28(3),2459,-,0.3,48.5,80.0,0.2,5.6,0.1,6.69
284,Víctor Casadesús Levante,37, AM(C),FW,13(1),1051,2,0.8,24.1,63.3,0.2,0.7,0.1,6.69
285,Andrés Fernández Osasuna,35, GK,,37,3301,-,-,33.6,52.2,-,12.7,-,6.68
286,Javi Márquez Elche,36, M(C),,24(5),2072,-,1,26.6,75.4,0.6,2.4,-,6.68
287,Oriol Romeu Valencia,31, DMC,,11(2),998,-,0.5,55.3,88.6,-,4.7,0.1,6.68
288,Fuentes Espanyol,32, D(CL),,32(3),2949,1,0.4,20.3,72.5,0.4,0.4,-,6.68
289,Michael Krohn-Dehli Celta Vigo,39, M(CLR),,21(10),1949,3,1,38.4,84.6,0.3,2.8,0.2,6.68
290,Enric Saborit Athletic Bilbao,30, D(L),,2(3),192,-,0.4,17.6,85.2,0.4,0.8,-,6.68
291,José Giménez Atletico,27, D(CR),,1,90,-,-,20.0,75.0,-,1.0,-,6.67
292,Lorenzo Reyes Real Betis,31, DMC,,23(3),2021,-,0.5,37.4,85.0,0.1,2.8,-,6.67
293,Paco Alcácer Valencia,29, AM(R),FW,17(6),1542,2,0.7,12.0,69.0,-,0.1,0.1,6.67
294,Francisco Portillo Malaga,32, M(CLR),,19(5),1611,1,1.3,35.8,84.1,0.3,0.9,-,6.67
295,Imanol Agirretxe Real Sociedad,35, FW,,21(10),1960,1,0.4,15.0,65.5,-,0.5,0.1,6.67
296,Álex López Celta Vigo,34, M(C),,24(7),2015,2,0.8,27.0,84.3,0.4,2.2,-,6.66
297,José Gayà Valencia,27, D(L),M(L),1,90,-,1,53.0,56.6,1,3.0,-,6.66
298,Raúl Rodríguez Espanyol,35, D(CR),DMC,12(5),1134,-,0.1,21.6,74.9,-,1.5,-,6.66
299,Aleksandar Pantic Villarreal,30, D(C),,6(1),506,-,-,20.4,83.2,-,1.3,-,6.66
