,name,age,position1,position2,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
217,Pape Malickou Diakhaté Granada,38, D(C),,14,1119,-,1,-,0.1,0.1,0.2,0.1,-,0.4,6.8
218,Ángel Trujillo Almeria,35, D(C),,36,3240,1,-,0.5,0.2,0.1,0.4,0.1,0.1,0.2,6.8
219,Andrés Guardado Valencia,36, D(L),M(CL),12(4),1045,-,-,0.3,0.8,0.6,1.1,-,0.6,0.3,6.79
220,Hernán Pérez Villarreal,33, M(LR),,9(4),688,1,-,0.6,1.0,1.1,0.8,0.2,1.5,1.3,6.79
221,Antonio Rukavina Real Valladolid,38, D(LR),M(R),34,3062,1,1,0.4,0.8,0.3,0.4,0.1,0.3,0.5,6.79
222,Flavio Ferreira Malaga,31, D(C),,14(2),1325,-,-,0.3,0.1,-,0.8,0.1,0.1,0.2,6.79
223,Toni Dovale Celta Vigo,32, D(L),M(R),11(1),995,-,2,0.5,1.2,-,0.3,0.3,0.8,0.8,6.79
224,Borja Oubiña Celta Vigo,40, DMC,,24(1),2043,1,-,0.2,0.4,0.2,0.6,-,0.3,0.7,6.79
225,Fernando Navarro Sevilla,40, D(CL),,21(2),1924,-,-,-,0.2,0.2,0.7,0.1,0.2,0.2,6.79
226,Mikel González Real Sociedad,37, D(C),,20(1),1744,-,-,0.1,0.1,-,0.2,-,0.1,0.4,6.78
227,Sergio Canales Real Sociedad,31, M(CLR),,13(3),1046,2,-,1.6,1.6,0.5,0.5,0.1,0.9,0.8,6.78
228,Augusto Fernández Celta Vigo,36, M(CR),,29(4),2354,2,4,1.7,1.2,1.3,0.8,0.1,2.2,1.4,6.78
229,Rubén Rochina Rayo Vallecano,31, M(CLR),,15(2),1131,3,-,2.2,0.2,1.5,1.7,-,2.1,1.8,6.78
230,Sergi Darder Malaga,28, M(CL),,25(4),2225,1,2,1.5,0.7,0.9,1.2,0.1,0.6,1,6.77
231,Xabier Etxeita Athletic Bilbao,35, D(C),,2(1),185,-,-,-,0.3,-,-,-,-,-,6.77
232,Miguel Flaño Osasuna,38, D(C),,10(3),958,-,-,0.4,0.1,-,0.3,-,0.1,0.2,6.77
233,Emiliano Insúa Atletico,33, D(CL),M(L),5(1),451,-,-,0.5,0.5,-,0.3,0.2,0.8,0.3,6.77
234,Diego Perotti Sevilla,34, M(CLR),FW,3(7),403,1,1,1.1,1,1.6,0.6,-,0.3,0.4,6.77
235,Manu Trigueros Villarreal,31, M(CLR),FW,23(10),2017,1,1,1,0.9,0.5,1.1,0.1,1.1,0.6,6.76
236,Pedro López Levante,39, D(R),M(R),28(4),2547,1,1,0.3,0.3,0.6,1.5,0.2,0.8,0.7,6.76
237,Pinto Barcelona,47, GK,,13(1),1236,-,-,-,-,0.1,-,-,-,-,6.76
238,Xabi Prieto Real Sociedad,39, M(CLR),,18(12),1780,2,3,0.5,1.3,0.3,1.2,0.2,0.5,0.6,6.76
239,Beto Sevilla,40, GK,,33,2927,-,-,-,0.1,-,0.2,-,-,-,6.76
240,David Lombán Elche,35, D(C),,26(2),2379,1,-,0.3,-,0.1,0.1,-,-,0.3,6.76
241,Gustavo Cabral Celta Vigo,37, D(C),,23,1956,1,-,0.6,-,0.1,0.4,-,0.3,0.3,6.76
242,Rubén Castro Real Betis,41, AM(LR),FW,22(3),2019,10,1,3.0,1,0.6,1.0,1,1.6,0.6,6.76
243,Álvaro Cejudo Osasuna,38, M(LR),,27(3),2059,2,3,1.7,0.8,1,2.1,0.1,1.8,1.2,6.76
244,Rúben Vezo Valencia,28, D(CR),,5(3),491,1,-,0.4,-,-,0.4,0.1,-,0.1,6.76
245,Seydou Keita Valencia,42, M(C),,9(2),760,1,-,0.5,0.5,0.2,1.1,0.2,0.5,0.2,6.76
246,David Zurutuza Real Sociedad,36, M(CL),,19(8),1683,1,2,0.6,0.7,0.6,1.3,-,0.7,0.7,6.76
247,Sami Khedira Real Madrid,35, M(C),,12(1),974,1,1,0.6,0.9,0.5,0.6,0.2,0.5,0.8,6.75
248,Ángel Lafita Getafe,38, M(CLR),FW,22(7),1870,7,1,1.4,0.7,1,1.6,0.2,1.5,1.5,6.75
249,Iago Falque Rayo Vallecano,32, AM(CLR),FW,26(2),2001,3,2,1.4,1.3,0.7,0.8,0.4,1.2,0.9,6.75
250,Héctor Rodas Levante,34, D(C),,12(3),1142,-,-,0.3,0.1,0.1,0.3,-,0.1,0.2,6.75
251,Javi Chica Real Betis,37, D(LR),,22(3),1944,2,-,0.8,0.5,0.2,1,-,0.2,0.4,6.75
252,Diego Atletico,37, M(CLR),,4(9),510,1,1,1.6,0.9,1.5,1.5,0.1,1.2,0.3,6.74
253,Juan Cala Sevilla,32, D(C),,9,771,1,-,0.8,-,0.2,1.1,0.3,0.2,0.2,6.74
254,Rubén Pardo Real Sociedad,30, M(C),,21(14),1900,3,8,0.6,0.8,0.5,0.3,-,0.5,0.3,6.74
255,Juankar Real Betis,32, D(L),M(L),18(2),1405,-,2,0.6,1,1.1,0.8,0.1,0.8,0.7,6.74
256,Claudio Bravo Real Sociedad,39, GK,,37,3330,-,-,-,-,-,0.2,-,-,-,6.74
257,Orestis Karnezis Granada,37, GK,,6,540,-,-,-,-,-,-,-,-,-,6.74
258,Kevin Gameiro Sevilla,35, FW,,20(15),1890,14,3,1.5,0.8,0.5,0.4,0.5,0.9,0.7,6.73
259,Gorka Iraizoz Athletic Bilbao,41, GK,,33,2926,-,-,-,-,-,0.1,-,-,-,6.73
260,Tito Rayo Vallecano,37, D(CLR),,22(2),1892,-,1,0.3,0.5,0.2,1.3,-,0.4,0.8,6.73
261,Thibaut Courtois Atletico,30, GK,,37,3330,-,-,-,-,-,0.2,-,-,0.1,6.73
262,Francisco Silva Osasuna,36, D(C),M(C),29(2),2541,-,1,0.8,0.6,0.5,0.8,0.1,1.3,1.1,6.72
263,Kike Sola Athletic Bilbao,36, FW,,2(3),226,1,-,1.4,-,0.6,1.2,0.4,1.4,1.4,6.72
264,Juanfran Real Betis,34, D(R),M(R),28(6),2553,1,2,0.9,1.1,1,1.0,-,1,0.6,6.72
265,Lolo Osasuna,38, D(C),M(C),18(3),1502,-,1,0.6,0.4,0.1,0.8,-,0.3,0.2,6.72
266,Diogo Figueiras Sevilla,31, D(LR),M(R),19(3),1767,1,1,0.8,0.6,0.3,1.0,-,0.5,0.8,6.71
267,Fausto Rossi Real Valladolid,31, M(C),,25(6),2258,1,3,0.8,0.8,0.8,1.8,0.1,0.9,0.7,6.71
268,Manu Herrera Elche,41, GK,,29(1),2623,-,-,-,-,-,0.3,-,-,-,6.71
269,Issam El Adoua Levante,36, D(C),DMC,9(8),995,-,-,0.4,0.4,-,0.2,-,0.2,0.2,6.7
270,Marco Torsiglieri Almeria,34, D(C),,26(1),2368,1,-,0.3,0.2,0.1,0.4,0.1,0.1,0.1,6.7
271,Carlos Clerc Espanyol,30, D(L),M(L),1,68,-,-,-,1.0,1,-,-,4,1,6.7
272,Sergio Pelegrín Elche,43, D(C),,15(2),1387,-,1,0.4,0.1,-,0.4,0.1,-,0.1,6.7
273,Óliver Torres Atletico,27, M(CLR),,2(5),214,1,-,0.3,0.7,1.1,0.7,0.1,2,0.3,6.7
274,Jorge Molina Real Betis,40, FW,,25(7),2352,9,1,1.8,1.1,0.4,1.6,0.6,1.3,1.5,6.69
275,Jonathan Viera Rayo Vallecano,33, AM(CLR),FW,18(8),1725,5,7,1.9,1.4,1.2,1.5,0.3,2.2,1.3,6.69
276,Gonzalo Castro Real Sociedad,38, AM(LR),FW,12(11),1022,2,3,1,1.1,1.2,0.7,0.2,1,0.6,6.69
277,Raoul Loé Osasuna,33, M(C),,14(5),1193,-,1,0.1,0.3,0.3,0.6,-,0.8,0.5,6.69
278,Yoel Rodríguez Celta Vigo,34, GK,,35,3150,-,-,-,0.1,-,-,-,-,-,6.69
279,Joan Verdú Real Betis,39, M(CR),,15(5),1363,2,1,1.2,2.0,0.6,1.2,-,1.3,1.1,6.69
280,João Pereira Valencia,38, D(R),,23(2),2074,-,2,0.2,1,0.6,1.4,-,0.8,0.7,6.69
281,Dorlan Pabón Valencia,34, AM(CLR),FW,11(2),913,3,-,2.8,0.8,0.8,0.7,0.2,1.2,0.8,6.69
282,Carles Gil Elche,29, AM(CR),,29(3),2524,1,3,1,1.3,1.6,2.3,-,1.2,1.2,6.69
283,Álvaro Rubio Real Valladolid,43, M(C),,28(3),2459,-,-,0.3,0.3,0.2,0.7,-,0.3,0.4,6.69
284,Víctor Casadesús Levante,37, AM(C),FW,13(1),1051,1,2,1.1,0.8,1,0.8,-,0.9,0.9,6.69
285,Andrés Fernández Osasuna,35, GK,,37,3301,-,-,-,-,-,0.2,-,-,-,6.68
286,Javi Márquez Elche,36, M(C),,24(5),2072,2,-,1.6,1,0.2,1.4,-,0.5,0.6,6.68
287,Oriol Romeu Valencia,31, DMC,,11(2),998,-,-,0.2,0.5,0.5,0.9,-,0.9,0.3,6.68
288,Fuentes Espanyol,32, D(CL),,32(3),2949,-,1,0.3,0.4,0.3,0.4,0.1,0.5,0.3,6.68
289,Michael Krohn-Dehli Celta Vigo,39, M(CLR),,21(10),1949,-,3,1.5,1,0.9,0.7,-,1.1,0.6,6.68
290,Enric Saborit Athletic Bilbao,30, D(L),,2(3),192,-,-,0.4,0.4,0.4,0.8,0.2,-,0.2,6.68
291,José Giménez Atletico,27, D(CR),,1,90,-,-,2,-,-,1,-,-,-,6.67
292,Lorenzo Reyes Real Betis,31, DMC,,23(3),2021,1,-,0.2,0.5,0.5,1,-,0.9,0.2,6.67
293,Paco Alcácer Valencia,29, AM(R),FW,17(6),1542,6,2,1.9,0.7,0.1,0.3,0.8,0.7,1.1,6.67
294,Francisco Portillo Malaga,32, M(CLR),,19(5),1611,3,1,0.7,1.3,1.3,1.1,-,2.5,1.1,6.67
295,Imanol Agirretxe Real Sociedad,35, FW,,21(10),1960,8,1,2,0.4,0.4,1,0.5,1,1.4,6.67
296,Álex López Celta Vigo,34, M(C),,24(7),2015,5,2,1.6,0.8,0.7,1.1,0.1,1,0.8,6.66
297,José Gayà Valencia,27, D(L),M(L),1,90,-,-,-,1,3,-,-,1,-,6.66
298,Raúl Rodríguez Espanyol,35, D(CR),DMC,12(5),1134,-,-,0.3,0.1,-,0.3,-,0.5,0.1,6.66
299,Aleksandar Pantic Villarreal,30, D(C),,6(1),506,-,-,0.1,-,-,0.1,-,-,-,6.66
