,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
67,Ruben Aguilar Montpellier,29, D(R),M(R),27(4),2459,2,1.2,35.5,79.6,0.8,1.1,-,7.08
68,Lassana Diarra PSG,37, M(C),,8(2),609,1,0.4,51.1,92.2,-,4.0,-,7.07
69,Neven Subotic Saint-Etienne,33, D(C),,16,1440,1,0.3,51.9,85.7,-,4.9,0.1,7.06
70,Giovani Lo Celso PSG,26, M(CR),FW,18(15),1769,3,0.5,47.7,90.3,0.1,2.8,0.2,7.06
71,Pierre Lees-Melou Nice,29, M(CLR),,33(1),2898,6,1.7,44.2,84.8,1,2.4,-,7.05
72,Pablo Bordeaux,31, D(C),,15,1292,3,0.3,42.1,87.0,-,4.6,0.1,7.05
73,Lima Nantes,31, D(L),M(L),30(3),2661,3,1.6,32.1,69.9,2.2,1.9,-,7.05
74,Bouna Sarr Marseille,30, D(R),M(CLR),18(11),1782,3,1,37.0,88.4,0.9,0.8,-,7.04
75,Julian Draxler PSG,29, AM(CLR),FW,19(11),1706,5,0.9,44.6,92.8,0.2,1.5,0.2,7.04
76,Diego Benaglio Monaco,39, GK,,2(1),225,-,-,17.7,69.8,-,5.0,-,7.03
77,Jonathan Martins Pereira Guingamp,36, D(R),,14,1137,-,1.1,39.4,82.6,0.7,1.6,0.1,7.03
78,Loic Perrin Saint-Etienne,37, D(C),,28,2466,1,0.3,54.8,88.4,-,3.5,-,7.02
79,Bakaye Dibassy Amiens,33, D(CL),,31(1),2779,1,0.3,32.3,78.6,0.1,1.8,-,7.02
80,Ferland Mendy Lyon,27, D(L),M(L),24(3),2123,5,1,48.2,86.7,0.4,1.5,-,7.02
81,Flavien Tait Angers,29, M(CLR),,26(5),2248,3,1.2,27.6,76.2,0.8,1.0,0.2,7.02
82,Rony Lopes Monaco,26, AM(CLR),FW,32(6),2553,5,1.1,19.2,76.9,0.3,0.2,-,7.01
83,Stevan Jovetic Monaco,33, AM(CL),FW,7(8),751,1,0.6,16.5,68.1,-,0.4,0.1,7.01
84,Ramy Bensebaïni Rennes,27, D(CL),DMC,26(3),2345,1,0.3,41.8,77.7,0.3,2.2,-,7.01
85,Brice Samba Caen,28, GK,,3(1),315,-,-,22.3,59.6,-,8.3,-,7.01
86,Wahbi Khazri Rennes,31, M(CLR),FW,23(1),1927,2,1.4,27.1,77.6,0.7,1.9,-,7.0
87,Renaud Cohade Metz,38, M(C),,38,3301,3,1.1,50.9,78.2,0.5,4.5,-,6.99
88,Morgan Sanson Marseille,28, M(CLR),,25(8),2173,2,1.1,29.7,82.4,0.5,1.2,0.1,6.99
89,Ibrahim Sangaré Toulouse,24, DMC,,18(2),1589,2,1,40.4,74.5,0.1,3.7,0.2,6.99
90,Javier Pastore PSG,33, AM(CLR),,14(11),1344,5,1.1,39.8,82.3,0.2,1.3,0.4,6.99
91,Racine Coly Nice,26, D(L),M(L),7,618,-,0.1,53.1,87.6,0.4,1.1,-,6.98
92,Papy Djilobodji Dijon,33, D(C),DMC,30,2700,1,0.3,51.0,79.4,-,5.9,-,6.97
93,Soualiho Meïté Bordeaux,28, M(C),,15(3),1335,2,0.8,38.7,84.5,0.2,1.4,0.1,6.97
94,Yves Bissouma Lille,26, M(C),,15(9),1557,1,0.5,41.0,85.2,0.1,2.0,0.1,6.97
95,Adil Rami Marseille,36, D(C),,33,2957,2,0.3,56.6,86.6,-,4.7,-,6.97
96,Karl Toko-Ekambi Angers,30, AM(LR),FW,33(4),3041,6,1.3,24.2,78.1,0.2,0.9,0.1,6.96
97,Hilton Montpellier,45, D(C),,27,2430,-,0.3,39.5,79.2,-,6.2,-,6.96
98,Kenny Lala Strasbourg,31, D(LR),M(R),30(1),2725,4,0.8,43.3,78.7,0.5,5.5,0.1,6.96
99,Patrice Evra Marseille,41, D(CL),M(L),4,350,-,0.5,32.0,72.7,0.3,0.5,-,6.96
100,Lucas Tousart Lyon,25, DMC,,37,3140,-,0.4,41.5,86.1,-,1.8,-,6.95
101,Yassine Benzia Lille,28, AM(CLR),FW,30(1),2308,5,2.0,42.7,81.6,0.7,1.9,0.3,6.95
102,Arnaud Souquet Nice,30, D(CR),M(R),27(2),2415,2,0.4,47.3,87.7,0.5,2.1,-,6.95
103,Almamy Touré Monaco,26, D(CR),M(R),13(7),1242,6,0.9,23.6,73.5,0.5,0.9,-,6.94
104,Abdoulaye Touré Nantes,28, DMC,,31(5),2813,1,0.5,37.4,79.4,0.1,2.2,-,6.94
105,Jules Koundé Bordeaux,23, D(CR),,17(1),1588,-,0.2,46.7,83.7,-,3.4,0.1,6.94
106,Yannis Salibur Guingamp,31, AM(CLR),FW,19(3),1529,3,1.2,24.5,82.8,0.8,0.6,-,6.94
107,Thomas Monconduit Amiens,31, DMC,,34,2956,3,0.7,42.1,79.2,0.1,2.3,0.1,6.94
108,Lukas Lerager Bordeaux,29, M(CR),,37,3286,1,0.6,42.6,77.1,0.1,1.9,-,6.94
109,Moussa Sylla Monaco,22, AM(R),FW,3(2),303,-,0.6,13.2,57.6,-,-,0.2,6.94
110,Yann M'Vila Saint-Etienne,32, D(C),M(C),17,1482,-,0.2,75.6,88.3,0.1,6.8,0.1,6.93
111,Jemerson Monaco,30, D(CR),DMC,33,2857,-,0.1,41.1,87.1,-,2.5,-,6.93
112,Jonathan Bamba Saint-Etienne,26, AM(CLR),FW,27(7),2572,8,1.6,31.5,80.4,0.6,0.8,0.1,6.93
113,Adama Mbengue Caen,28, D(L),,18(1),1596,-,0.6,28.1,66.7,0.6,1.8,-,6.92
114,Danilo Avelar Amiens,33, D(CL),M(L),20(1),1728,-,0.7,29.9,71.2,0.4,1.6,-,6.92
115,Ismaïla Sarr Rennes,24, AM(CLR),FW,22(2),1866,3,0.8,16.8,79.7,0.2,0.1,0.1,6.92
116,Anthony Lopes Lyon,32, GK,,34,3060,-,-,25.9,75.8,-,4.8,-,6.92
117,Jean Michaël Seri Nice,31, M(C),,30(1),2623,5,2.1,86.3,90.4,1,5.3,-,6.92
118,Alexander Djiku Caen,28, D(CR),DMC,28,2520,-,0.1,45.6,80.8,-,3.4,-,6.92
119,Ambroise Oyongo Montpellier,31, D(LR),M(L),3,203,-,0.7,23.7,81.7,0.7,1.3,-,6.92
120,Boubacar Kamara Marseille,22, D(CL),DMC,5(1),455,1,0.2,45.3,89.3,-,2.0,-,6.92
121,Steven Mendoza Amiens,30, AM(CLR),FW,12(1),1038,-,1,25.2,75.2,1,0.8,-,6.92
122,Nicolas Pépé Lille,27, AM(LR),FW,31(5),2846,4,1.1,27.0,81.8,0.3,0.8,0.1,6.91
123,Marquinhos PSG,28, D(CR),DMC,25(1),2264,2,0.2,63.9,93.9,-,4.1,-,6.91
124,Adrien Tameze Nice,28, M(C),,19(7),1683,1,0.3,50.5,91.4,-,2.5,-,6.91
125,Diego Carlos Nantes,29, D(C),,27(1),2294,-,0.3,31.9,76.1,-,2.6,-,6.9
126,Régis Gurtner Amiens,35, GK,,37,3330,-,-,31.3,47.7,-,9.4,-,6.9
127,Christophe Kerbrat Guingamp,36, D(C),,37,3321,-,0.1,44.2,83.1,-,4.8,-,6.9
128,Jean-Eudes Aholou Strasbourg,28, DMC,,35,3011,-,0.4,38.5,86.0,-,2.7,0.1,6.9
129,Pedro Mendes Montpellier,32, D(CR),,32(2),2856,1,0.2,40.7,82.1,-,4.4,-,6.9
130,Ole Selnæs Saint-Etienne,28, DMC,M(L),23(3),2060,2,0.7,47.5,83.3,0.1,4.0,-,6.89
131,Hiroki Sakai Marseille,32, D(CLR),M(R),30(3),2523,3,0.4,37.1,82.2,0.1,0.6,-,6.89
132,Terence Kongolo Monaco,28, D(CL),,3,258,-,0.3,36.3,77.1,1,1.3,-,6.89
133,Christopher Jullien Toulouse,29, D(C),,30,2607,2,0.3,41.2,79.1,-,5.1,-,6.89
134,Alphonse Areola PSG,29, GK,,34,3060,-,-,21.5,91.1,-,2.5,-,6.88
135,Paul Lasne Montpellier,33, M(CLR),,34(3),3063,2,1,46.8,81.6,0.4,3.4,0.1,6.88
136,Thomas Mangani Angers,35, M(C),,34(1),3027,6,1.8,55.7,77.0,0.9,3.9,0.2,6.88
137,Yoann Andreu Angers,33, D(LR),,23,2070,2,0.6,39.1,80.3,0.7,1.4,-,6.87
138,Kenny Tete Lyon,27, D(CR),M(R),16(6),1603,4,0.6,38.0,84.4,0.7,1.7,-,6.87
139,Benjamin Corgnet Strasbourg,35, M(CLR),FW,15(3),1382,2,1,29.8,68.2,0.5,1.1,0.2,6.87
140,Moustapha Diallo Guingamp,36, M(C),,16(10),1381,-,0.2,23.4,81.4,-,1.2,-,6.86
141,Baptiste Reynet Dijon,32, GK,,38,3420,-,-,37.3,69.0,-,10.0,-,6.86
142,Daniel Congré Montpellier,37, D(CLR),,29(3),2633,-,0.2,38.8,83.9,0.1,2.8,-,6.86
143,Kevin Trapp PSG,32, GK,,4,360,-,-,18.0,90.3,-,1.3,-,6.86
144,Damien da Silva Caen,34, D(C),,32,2838,-,-,42.1,82.2,-,5.6,-,6.85
145,Maxime Le Marchand Nice,33, D(CL),,29,2536,3,0.4,62.8,88.6,0.2,2.6,-,6.85
146,Martin Terrier Strasbourg,25, AM(CL),FW,19(6),1673,3,1.1,18.8,76.4,0.2,0.5,0.2,6.85
147,Keita Baldé Monaco,27, AM(LR),FW,19(4),1484,5,0.7,15.1,76.9,0.3,0.1,-,6.85
148,Giannelli Imbula Toulouse,30, M(C),,28,2256,1,0.9,42.1,88.0,0.5,2.2,0.1,6.84
149,Romain Amalfitano Dijon,33, M(CR),,31(2),2706,3,0.7,41.8,82.4,0.2,4.2,0.2,6.84
150,Presnel Kimpembe PSG,27, D(C),,27(1),2425,-,0.1,66.4,95.3,-,2.3,-,6.84
151,Nolan Roux Metz,34, AM(LR),FW,33(2),2845,1,0.7,22.3,68.8,0.1,0.9,-,6.84
152,Youri Tielemans Monaco,25, M(C),,18(9),1567,1,0.6,30.1,81.8,0.1,1.8,0.1,6.84
153,Nicolas Benezet Guingamp,31, AM(CLR),,18(11),1653,3,1.2,29.5,79.3,0.9,1.4,0.1,6.83
154,Ernest Seka Strasbourg,35, D(CLR),,25(2),2179,1,0.7,40.3,76.8,0.2,1.9,-,6.83
155,Erwin Zelazny Troyes,31, GK,,17,1530,-,-,34.1,52.6,-,9.6,-,6.83
156,Koffi Djidji Nantes,29, D(CL),,27(2),2419,-,0.2,28.1,76.2,0.2,2.1,-,6.83
157,Julien Féret Caen,40, M(C),,36(1),3069,1,1.9,42.6,79.9,1.2,3.2,0.1,6.83
158,Bryan Dabo Saint-Etienne,30, D(R),M(CR),15(1),1289,-,0.9,38.6,77.5,0.3,1.0,-,6.83
159,Christophe Hérelle Troyes,30, D(CR),,34,2959,-,0.1,37.2,83.6,-,4.4,-,6.82
160,Issa Diop Toulouse,25, D(C),,34,3060,-,0.1,36.4,79.6,0.1,2.9,-,6.82
161,Ludovic Baal Rennes,36, D(L),M(L),14(3),1161,-,0.4,40.4,78.3,0.2,1.4,-,6.81
162,Nuno da Costa Strasbourg,31, AM(LR),FW,22(4),1739,2,0.5,13.5,63.9,0.2,0.5,0.1,6.81
163,Charles Traoré Troyes,30, D(L),M(L),33(1),2998,3,0.6,38.3,77.4,0.4,2.1,-,6.81
164,Saîf-Eddine Khaoui Troyes,27, AM(CR),,21(11),1960,2,1.0,19.7,71.6,0.8,0.6,-,6.81
165,Cedric Varrault Dijon,42, D(C),,10(1),885,-,0.3,39.6,84.6,-,2.1,-,6.81
166,Pierrick Capelle Angers,35, D(L),M(CLR),23(5),1895,1,1.1,27.1,78.8,0.3,1.1,0.1,6.8
167,Somália Toulouse,34, D(R),M(CR),23(4),2011,-,0.8,21.8,78.8,0.2,0.5,-,6.8
168,Patrick Burner Nice,26, D(R),,10(3),896,-,0.8,41.3,87.9,0.3,1.5,-,6.8
169,Kader Mangane Strasbourg,39, D(C),DMC,20,1719,1,0.2,33.5,75.6,0.1,4.3,-,6.8
170,Tomás Koubek Rennes,30, GK,,34,3060,-,-,25.6,53.9,-,7.1,-,6.79
171,Mamadou Samassa Troyes,32, GK,,21,1890,-,-,26.7,47.1,-,7.0,-,6.79
172,Khaled Adénon Amiens,37, D(C),,32(2),2919,1,0.1,33.9,83.1,-,2.6,-,6.79
173,Kwon Chang-Hoon Dijon,28, AM(CR),,26(8),2143,3,0.9,17.9,72.1,0.5,0.7,-,6.79
174,Martin Braithwaite Bordeaux,31, AM(CLR),FW,11(3),915,3,0.5,14.4,74.3,0.1,0.4,-,6.79
175,Joris Gnagnon Rennes,25, D(C),,32(4),2918,2,0.1,35.9,90.9,-,1.5,-,6.79
176,Thiago Motta PSG,40, M(C),,14(5),1159,1,0.6,70.3,93.6,-,3.3,-,6.79
177,Wesley Saïd Dijon,27, AM(CLR),FW,20(9),1841,2,0.5,16.4,77.6,0.1,0.3,-,6.79
178,Konstantinos Mitroglou Marseille,34, FW,,9(10),871,-,0.6,6.8,69.0,-,0.1,0.1,6.79
