,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
234,Issiaga Sylla Toulouse,28, D(LR),M(L),17(8),1597,3,0.8,25.5,75.4,0.7,0.8,-,6.69
235,Bongani Zungu Amiens,30, DMC,,24(2),2089,-,0.5,41.5,83.0,0.1,3.0,-,6.69
236,Yohann Pelé Marseille,40, GK,,7(3),735,-,-,19.4,72.7,-,4.8,-,6.69
237,Vincent Manceau Angers,33, D(CLR),,33,2970,-,0.7,37.8,76.7,0.4,1.6,0.1,6.69
238,Andrei Girotto Nantes,30, D(C),DMC,18(7),1522,1,0.5,25.6,76.4,0.1,1.7,-,6.69
239,Adrien Thomasson Nantes,28, M(CLR),,29(7),2587,3,0.9,34.7,77.4,0.2,0.7,0.1,6.69
240,Nicolas de Préville Lille,31, AM(CLR),FW,3(1),287,-,1,16.5,69.7,0.3,0.3,-,6.69
241,Pablo Martinez Strasbourg,33, D(CL),,24,2116,1,0.2,38.9,82.0,0.1,3.2,-,6.68
242,Mateo Pavlovic Angers,32, D(C),,22(2),1967,-,0.1,37.0,83.9,-,2.0,-,6.68
243,Ivan Santini Caen,33, FW,,31(1),2778,1,0.8,22.2,63.5,-,0.3,-,6.68
244,Rene Krhin Nantes,32, DMC,,16(2),1314,-,0.1,28.2,83.6,-,1.4,-,6.68
245,Mouctar Diakhaby Lyon,25, D(C),,8(4),725,-,-,34.8,88.3,-,2.0,-,6.68
246,Jacques François Moubandje Toulouse,32, D(CL),M(L),20(1),1703,-,0.4,31.0,71.5,0.2,2.0,-,6.68
247,Karl-Johan Johnsson Guingamp,32, GK,,38,3420,-,0.1,26.6,58.6,-,8.3,-,6.68
248,Jérémy Sorbon Guingamp,39, D(C),,29,2610,-,0.2,38.1,86.3,-,4.1,-,6.68
249,Jérémy Gelin Rennes,25, D(C),DMC,25(3),2315,2,0.5,49.3,84.1,-,5.3,-,6.67
250,Wesley Sneijder Nice,38, AM(CL),,4(1),400,-,2.2,56.4,84.4,1.4,2.4,0.2,6.67
251,Habib Maïga Saint-Etienne,26, DMC,M(R),7(6),704,-,0.5,24.7,79.1,0.2,0.9,0.1,6.67
252,Franck Tabanou Guingamp,33, D(L),M(L),12(3),1048,2,0.6,29.1,76.9,0.9,2.1,-,6.66
253,Romain Thomas Angers,34, D(C),,28,2472,-,0.2,42.4,81.4,-,3.3,-,6.66
254,Étienne Didot Guingamp,39, M(C),,21(2),1637,1,0.6,43.0,81.1,0.3,2.5,-,6.66
255,Steve Mandanda Marseille,37, GK,,31,2682,-,-,24.5,66.4,-,5.4,-,6.66
256,Lebo Mothiba Lille,26, FW,,14,1189,-,0.9,22.1,82.2,-,0.1,0.1,6.66
257,Christophe Jallet Nice,39, D(LR),M(L),13(2),1174,-,0.6,47.3,86.9,0.1,2.1,-,6.65
258,Romain Genevois Caen,35, D(CR),,22(2),1815,1,0.3,29.1,72.5,0.5,2.8,-,6.65
259,Nicolas Pallois Nantes,35, D(C),,28,2435,3,0.3,28.5,72.6,-,3.3,-,6.65
260,Moussa Konaté Amiens,29, AM(R),FW,28(5),2482,1,0.5,15.5,67.7,0.2,0.2,-,6.64
261,Vukasin Jovanovic Bordeaux,26, D(C),,16,1440,-,0.1,45.6,89.3,-,3.3,0.1,6.64
262,Nicolas Cozza Montpellier,23, D(CL),,7(2),578,1,0.3,27.1,77.0,0.1,0.8,-,6.64
263,Anwar El Ghazi Lille,27, AM(LR),FW,19(8),1648,4,0.9,19.0,77.7,0.8,0.2,-,6.64
264,Rémi Walter Nice,27, M(CR),,6(2),492,-,0.5,28.8,88.7,0.1,1.4,-,6.64
265,Opa Nguette Metz,28, AM(LR),FW,11(6),1020,-,0.6,13.9,78.9,0.1,0.4,0.1,6.64
266,Mike Maignan Lille,27, GK,,34,3033,-,-,28.2,74.7,-,5.7,-,6.64
267,Alexis Blin Toulouse,26, DMC,,20(6),1884,3,0.3,28.8,78.4,0.2,1.4,-,6.64
268,Wylan Cyprien Nice,27, M(C),,10(6),946,2,1,49.6,89.9,0.8,2.8,0.1,6.63
269,Julien Serrano Monaco,24, D(L),M(L),3(1),279,-,0.8,30.3,71.9,0.3,0.8,-,6.63
270,Saidy Janko Saint-Etienne,27, D(R),M(R),16(5),1421,-,0.2,27.2,79.5,0.4,0.8,-,6.62
271,Julian Palmieri Metz,35, D(L),M(L),12(2),1057,-,0.6,29.4,79.9,0.4,1.4,-,6.62
272,Yaya Sanogo Toulouse,29, FW,,17(10),1513,-,0.4,11.7,56.8,-,0.2,-,6.62
273,Kelvin Amian Toulouse,24, D(CLR),M(R),35(1),3154,1,0.3,27.1,77.4,0.3,1.9,-,6.62
274,Ablie Jallow Metz,23, AM(R),,2,131,-,1,21.0,83.3,0.5,0.5,-,6.62
275,Moussa Niakhaté Metz,26, D(CL),,34(1),3105,1,0.1,40.0,79.4,0.1,5.0,-,6.61
276,Jimmy Durmaz Toulouse,33, M(CLR),,12(8),1032,3,1.1,23.1,72.9,0.8,1.0,0.1,6.61
277,Eiji Kawashima Metz,39, GK,,29,2570,-,-,25.9,49.3,-,7.8,-,6.61
278,Aymen Abdennour Marseille,33, D(C),,6(2),500,-,-,41.5,93.4,-,2.0,-,6.61
279,Andrea Raggi Monaco,38, D(CLR),,18(2),1608,-,0.2,30.6,79.2,0.2,2.0,-,6.61
280,Firmin Ndombe Mubele Rennes,28, AM(R),FW,13(6),1225,1,0.9,13.8,72.2,0.2,0.4,-,6.6
281,Hernani Saint-Etienne,28, M(CL),,5(9),539,-,0.9,19.1,81.3,1,2.5,0.1,6.6
282,Walter Benítez Nice,29, GK,,28,2520,-,-,21.9,69.8,-,4.6,-,6.6
283,Rémi Walter Troyes,27, M(CR),,12,999,1,0.2,35.0,83.1,0.2,2.0,-,6.59
284,Steeve Yago Toulouse,29, D(CLR),,16(5),1573,-,0.3,25.1,76.1,0.2,1.7,-,6.59
285,Malang Sarr Nice,23, D(CL),,13(8),1320,-,0.2,50.8,89.3,-,3.6,-,6.59
286,Fallou Diagne Metz,33, D(CR),DMC,26(3),2243,1,0.3,34.9,78.4,-,6.0,-,6.59
287,Angelo Fulgini Angers,26, AM(CLR),FW,16(13),1531,5,1.2,23.0,76.9,0.7,1.0,0.2,6.59
288,Durel Avounou Caen,25, DMC,M(L),8(1),655,-,0.3,23.4,73.5,0.2,0.9,-,6.59
289,Stéphane Darbion Troyes,38, AM(LR),,20(3),1708,2,0.9,27.0,80.5,0.8,0.4,0.1,6.59
290,Baptiste Santamaría Angers,27, DMC,,30(1),2598,-,0.5,37.8,78.9,0.1,2.6,0.1,6.59
291,Guido Carrillo Monaco,31, FW,,2(13),417,-,0.2,6.3,63.2,-,-,-,6.59
292,Thiago Maia Lille,25, DMC,,28(6),2467,-,0.4,50.4,84.9,-,2.6,-,6.59
293,Arnaud Lusamba Nice,25, AM(C),,1(3),160,-,0.8,23.0,81.5,-,1.3,-,6.59
294,Cédric Yambéré Dijon,32, D(C),DMC,31(1),2831,-,0.2,41.3,81.8,-,3.6,-,6.58
295,Maxwel Cornet Lyon,26, D(L),M(LR),13(17),1263,6,0.9,16.1,78.6,0.5,0.2,-,6.58
296,Kalifa Coulibaly Nantes,31, FW,,3(5),339,-,0.6,10.9,58.6,0.3,0.3,-,6.58
297,James Léa Siliki Rennes,26, M(CL),,19(13),1812,2,0.6,21.4,77.8,0.4,1.6,-,6.58
298,Stéphane Sessegnon Montpellier,38, M(CLR),,11(5),988,2,1.1,28.7,81.3,0.7,1.9,0.1,6.58
299,Jean-Luc Dompé Amiens,27, M(CL),,0(1),28,-,1.0,12.0,50.0,1,-,-,6.58
