,name,age,position1,position2,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
214,Jordan Ikoko Guingamp,28, D(LR),,26(2),2419,-,2,0.4,0.7,0.9,0.6,0.1,0.7,1.3,6.73
215,Rolando Marseille,37, D(C),,28(3),2512,1,-,0.5,0.1,0.1,0.5,0.1,0.1,0.2,6.73
216,Jérémy Toulalan Bordeaux,39, D(C),M(C),21,1890,-,-,-,0.1,0.4,0.7,-,0.1,0.3,6.73
217,Pedro Rebocho Guingamp,27, D(L),,19(2),1723,-,2,0.1,0.9,0.8,0.5,-,0.6,1.6,6.73
218,Younousse Sankharé Bordeaux,33, M(C),,20(9),1882,7,1,1.3,0.7,0.7,1.2,0.2,0.8,0.7,6.73
219,Lucas Deaux Guingamp,33, D(C),DMC,24(2),1952,2,1,0.7,0.5,0.7,0.8,0.2,0.9,1.2,6.73
220,Kevin N'Doram Monaco,26, DMC,,7(4),720,-,-,0.3,0.2,0.4,1.1,-,0.3,0.3,6.73
221,Rémy Cabella Marseille,32, M(CLR),FW,0(3),62,1,-,0.7,-,1.0,0.7,-,0.3,0.3,6.72
222,Karim Azamoum Troyes,32, M(CR),,26(4),2257,1,-,0.8,0.7,0.4,0.6,-,1.0,1.0,6.72
223,Youssef Aït Bennasser Caen,26, DMC,,25(2),2054,-,-,0.9,0.4,1.6,1.0,-,1.3,0.7,6.72
224,Ismael Traoré Angers,36, D(CR),,32,2857,3,1,0.4,0.1,0.4,0.1,-,0.2,0.5,6.72
225,Vincent Pajot Saint-Etienne,32, M(C),,15(5),1291,2,2,1.0,0.5,0.2,0.9,0.1,0.5,0.6,6.72
226,Andy Delort Toulouse,31, AM(R),FW,25(7),2336,5,5,2.2,1.4,0.6,1.0,0.9,1.5,2.6,6.71
227,Dante Nice,39, D(C),,33,2920,1,-,0.6,0.2,0.2,0.8,-,0.1,0.1,6.71
228,Kévin Théophile-Catherine Saint-Etienne,33, D(CLR),,24(1),2164,-,-,0.1,0.2,0.7,0.5,-,0.3,0.5,6.71
229,Luiz Araújo Lille,26, AM(CLR),FW,24(10),2025,5,3,1.5,0.6,2.2,0.7,0.2,1.6,1.6,6.7
230,Chidozie Awaziem Nantes,25, D(CR),,16(6),1510,1,1,0.6,0.2,0.2,0.5,-,0.5,0.2,6.7
231,Ciprian Tatarusanu Nantes,36, GK,,37,3330,-,-,-,-,-,0.1,-,-,-,6.7
232,Gerzino Nyamsi Rennes,25, D(C),,3,270,-,-,0.3,-,1,0.3,-,-,1,6.69
233,Samuel Grandsir Troyes,26, AM(LR),,29(7),2608,3,4,1.3,0.9,1.9,1.2,0.4,2.1,2.3,6.69
234,Issiaga Sylla Toulouse,28, D(LR),M(L),17(8),1597,1,3,0.6,0.8,0.5,0.5,0.2,0.7,1.6,6.69
235,Bongani Zungu Amiens,30, DMC,,24(2),2089,1,-,0.3,0.5,0.6,0.9,-,0.5,0.9,6.69
236,Yohann Pelé Marseille,40, GK,,7(3),735,-,-,-,-,0.1,0.2,-,-,-,6.69
237,Vincent Manceau Angers,33, D(CLR),,33,2970,-,-,0.5,0.7,0.5,0.9,-,0.6,0.7,6.69
238,Andrei Girotto Nantes,30, D(C),DMC,18(7),1522,1,1,1.2,0.5,0.4,0.8,-,0.4,0.5,6.69
239,Adrien Thomasson Nantes,28, M(CLR),,29(7),2587,5,3,1.6,0.9,0.6,0.9,0.2,1.3,1.3,6.69
240,Nicolas de Préville Lille,31, AM(CLR),FW,3(1),287,2,-,2.5,1,0.3,1.0,0.5,1.8,1.5,6.69
241,Pablo Martinez Strasbourg,33, D(CL),,24,2116,-,1,0.6,0.2,0.2,1.2,-,0.3,0.5,6.68
242,Mateo Pavlovic Angers,32, D(C),,22(2),1967,2,-,0.8,0.1,0.2,0.4,-,0.1,0.2,6.68
243,Ivan Santini Caen,33, FW,,31(1),2778,11,1,2.8,0.8,0.4,1.7,0.6,1.8,3.1,6.68
244,Rene Krhin Nantes,32, DMC,,16(2),1314,1,-,0.6,0.1,0.7,1.3,0.1,0.2,0.4,6.68
245,Mouctar Diakhaby Lyon,25, D(C),,8(4),725,1,-,0.3,-,0.6,0.6,-,0.2,0.3,6.68
246,Jacques François Moubandje Toulouse,32, D(CL),M(L),20(1),1703,-,-,0.1,0.4,0.9,0.7,-,0.4,0.9,6.68
247,Karl-Johan Johnsson Guingamp,32, GK,,38,3420,-,-,-,0.1,-,0.2,-,-,-,6.68
248,Jérémy Sorbon Guingamp,39, D(C),,29,2610,-,-,0.1,0.2,-,0.6,-,0.3,0.2,6.68
249,Jérémy Gelin Rennes,25, D(C),DMC,25(3),2315,-,2,0.2,0.5,0.1,0.6,-,0.1,0.2,6.67
250,Wesley Sneijder Nice,38, AM(CL),,4(1),400,-,-,3.2,2.2,1.4,0.6,-,0.6,1.6,6.67
251,Habib Maïga Saint-Etienne,26, DMC,M(R),7(6),704,1,-,0.5,0.5,1.5,0.7,-,1.7,1.2,6.67
252,Franck Tabanou Guingamp,33, D(L),M(L),12(3),1048,-,2,0.1,0.6,0.6,1.0,0.2,0.5,0.8,6.66
253,Romain Thomas Angers,34, D(C),,28,2472,2,-,0.6,0.2,0.1,0.9,0.1,0.2,0.5,6.66
254,Étienne Didot Guingamp,39, M(C),,21(2),1637,2,1,0.6,0.6,0.3,0.8,-,0.9,0.7,6.66
255,Steve Mandanda Marseille,37, GK,,31,2682,-,-,-,-,-,0.1,-,-,-,6.66
256,Lebo Mothiba Lille,26, FW,,14,1189,5,-,1.6,0.9,0.4,1.3,0.6,1.2,2.6,6.66
257,Christophe Jallet Nice,39, D(LR),M(L),13(2),1174,-,-,0.3,0.6,0.3,0.3,0.1,0.7,0.9,6.65
258,Romain Genevois Caen,35, D(CR),,22(2),1815,-,1,0.2,0.3,0.1,0.6,-,0.4,0.5,6.65
259,Nicolas Pallois Nantes,35, D(C),,28,2435,-,3,0.3,0.3,0.7,0.2,-,0.2,0.6,6.65
260,Moussa Konaté Amiens,29, AM(R),FW,28(5),2482,13,1,2.1,0.5,0.4,1.6,0.9,1.6,2.7,6.64
261,Vukasin Jovanovic Bordeaux,26, D(C),,16,1440,-,-,0.3,0.1,0.1,1,-,0.2,0.5,6.64
262,Nicolas Cozza Montpellier,23, D(CL),,7(2),578,1,1,0.8,0.3,0.9,0.7,-,1.1,0.4,6.64
263,Anwar El Ghazi Lille,27, AM(LR),FW,19(8),1648,4,4,2.3,0.9,0.9,0.6,0.1,1.4,1.2,6.64
264,Rémi Walter Nice,27, M(CR),,6(2),492,1,-,0.5,0.5,0.9,-,-,0.9,1.3,6.64
265,Opa Nguette Metz,28, AM(LR),FW,11(6),1020,-,-,1.6,0.6,2.2,1.2,0.1,2,2.6,6.64
266,Mike Maignan Lille,27, GK,,34,3033,-,-,-,-,0.3,0.3,-,-,0.1,6.64
267,Alexis Blin Toulouse,26, DMC,,20(6),1884,1,3,0.4,0.3,0.3,1.4,-,0.8,0.7,6.64
268,Wylan Cyprien Nice,27, M(C),,10(6),946,2,2,1.3,1,0.3,1.1,-,0.8,0.9,6.63
269,Julien Serrano Monaco,24, D(L),M(L),3(1),279,-,-,0.3,0.8,0.3,1,-,0.3,2.0,6.63
270,Saidy Janko Saint-Etienne,27, D(R),M(R),16(5),1421,-,-,0.2,0.2,1.5,0.6,-,1,0.9,6.62
271,Julian Palmieri Metz,35, D(L),M(L),12(2),1057,-,-,0.3,0.6,0.9,0.6,-,0.2,0.6,6.62
272,Yaya Sanogo Toulouse,29, FW,,17(10),1513,6,-,1.8,0.4,0.5,1.5,0.4,1.1,2,6.62
273,Kelvin Amian Toulouse,24, D(CLR),M(R),35(1),3154,1,1,0.4,0.3,0.5,0.4,-,0.6,0.9,6.62
274,Ablie Jallow Metz,23, AM(R),,2,131,-,-,0.5,1,1,1.5,-,1,3,6.62
275,Moussa Niakhaté Metz,26, D(CL),,34(1),3105,-,1,0.5,0.1,0.5,1.1,-,0.1,0.3,6.61
276,Jimmy Durmaz Toulouse,33, M(CLR),,12(8),1032,3,3,0.7,1.1,0.9,0.7,-,1,0.8,6.61
277,Eiji Kawashima Metz,39, GK,,29,2570,-,-,-,-,-,0.1,-,-,-,6.61
278,Aymen Abdennour Marseille,33, D(C),,6(2),500,-,-,0.3,-,0.1,0.8,-,0.1,-,6.61
279,Andrea Raggi Monaco,38, D(CLR),,18(2),1608,1,-,0.3,0.2,0.1,0.6,0.1,0.3,0.4,6.61
280,Firmin Ndombe Mubele Rennes,28, AM(R),FW,13(6),1225,5,1,1.7,0.9,1.6,2.2,0.3,2.5,4.1,6.6
281,Hernani Saint-Etienne,28, M(CL),,5(9),539,3,-,1.1,0.9,0.9,0.3,0.1,0.8,0.1,6.6
282,Walter Benítez Nice,29, GK,,28,2520,-,-,-,-,-,0.1,-,-,-,6.6
283,Rémi Walter Troyes,27, M(CR),,12,999,-,1,0.6,0.2,1.3,0.6,-,1.4,1.3,6.59
284,Steeve Yago Toulouse,29, D(CLR),,16(5),1573,-,-,-,0.3,0.3,1.2,-,0.6,0.9,6.59
285,Malang Sarr Nice,23, D(CL),,13(8),1320,-,-,0.4,0.2,0.3,0.8,-,0.3,0.4,6.59
286,Fallou Diagne Metz,33, D(CR),DMC,26(3),2243,1,1,0.5,0.3,0.3,0.2,0.1,0.1,0.4,6.59
287,Angelo Fulgini Angers,26, AM(CLR),FW,16(13),1531,3,5,1.3,1.2,0.9,1.1,-,1.4,1.4,6.59
288,Durel Avounou Caen,25, DMC,M(L),8(1),655,-,-,0.6,0.3,0.6,0.6,0.2,0.7,1.3,6.59
289,Stéphane Darbion Troyes,38, AM(LR),,20(3),1708,3,2,0.8,0.9,1,1.3,0.2,1.9,1.5,6.59
290,Baptiste Santamaría Angers,27, DMC,,30(1),2598,-,-,0.6,0.5,0.7,1.6,-,0.8,0.8,6.59
291,Guido Carrillo Monaco,31, FW,,2(13),417,4,-,0.9,0.2,0.1,0.5,-,0.3,0.3,6.59
292,Thiago Maia Lille,25, DMC,,28(6),2467,-,-,0.4,0.4,1.2,0.6,-,1.1,1.2,6.59
293,Arnaud Lusamba Nice,25, AM(C),,1(3),160,-,-,-,0.8,1.8,0.8,-,1,1.3,6.59
294,Cédric Yambéré Dijon,32, D(C),DMC,31(1),2831,3,-,0.3,0.2,0.6,1,-,0.1,0.4,6.58
295,Maxwel Cornet Lyon,26, D(L),M(LR),13(17),1263,4,6,1,0.9,0.7,0.7,0.1,1.5,1.1,6.58
296,Kalifa Coulibaly Nantes,31, FW,,3(5),339,1,-,0.9,0.6,0.4,0.3,0.4,1.3,1.6,6.58
297,James Léa Siliki Rennes,26, M(CL),,19(13),1812,3,2,1.1,0.6,1.0,1.5,-,0.7,1.3,6.58
298,Stéphane Sessegnon Montpellier,38, M(CLR),,11(5),988,1,2,1.3,1.1,1.1,1.3,-,1.1,1.1,6.58
299,Jean-Luc Dompé Amiens,27, M(CL),,0(1),28,-,-,1,1.0,3.0,-,-,-,-,6.58
