,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
19,Aleksandr Golovin Russia,26, M(CLR),,4,403,3.3,1.3,3.8,-,0.8,1.5,-,-,7.61
20,Jo Hyeon-Woo South Korea,30, Goalkeeper,,3,270,-,-,-,-,2,-,-,-,7.6
21,Philippe Coutinho Brazil,30, M(CLR),,5,436,1.2,0.2,0.6,-,0.2,1.2,-,-,7.6
22,Lukasz Fabianski Poland,37, GK,,1,90,-,1,-,-,-,-,-,-,7.57
23,Andreas Granqvist Sweden,37, D(C),,5,450,0.8,1.4,1.8,0.6,7.4,0.2,2.6,-,7.54
24,Mario Mandzukic Croatia,36, M(L),FW,6,609,2,0.3,2.2,-,2,0.3,0.2,1,7.53
25,Kendall Waston Costa Rica,34, D(C),,1,90,-,3,-,-,6,1,1,-,7.53
26,Peter Etebo Nigeria,26, M(CL),FW,3,270,3.7,1,1.3,-,0.7,1,-,1,7.52
27,José Giménez Uruguay,27, D(CR),,4,360,2.3,3.3,0.8,0.5,5.3,0.5,0.5,-,7.52
28,Antoine Griezmann France,31, AM(CLR),FW,7,571,1.4,0.1,0.9,-,0.4,1.6,-,-,7.51
29,Kasper Schmeichel Denmark,35, GK,,4,390,-,0.3,-,-,1,0.3,-,-,7.51
30,Wahbi Khazri Tunisia,31, M(CLR),FW,3,264,1,0.3,0.7,-,-,0.3,-,-,7.5
31,Paul Pogba France,29, M(CL),,6,539,2.2,1,2.3,-,2,1.5,0.2,-,7.49
32,Luka Modric Croatia,37, M(C),,7,694,1.6,1.3,1.7,-,0.3,0.9,-,-,7.48
33,Toni Kroos Germany,32, M(C),,3,270,2.7,0.3,0.3,-,-,3.0,-,-,7.47
34,Branislav Ivanovic Serbia,38, D(CR),,2,180,3,0.5,0.5,-,4,1.0,-,-,7.47
35,Gylfi Sigurdsson Iceland,33, M(CLR),FW,3,270,3.7,2,0.7,-,-,2.3,-,-,7.44
36,Son Heung-Min South Korea,30, M(CLR),FW,3,270,-,0.3,1.0,-,1.3,1.0,-,-,7.43
37,Mario Fernandes Russia,31, D(R),M(R),4(1),473,2.2,1.6,0.8,-,3.8,0.6,0.4,-,7.41
38,Ahmed Musa Nigeria,29, M(CLR),FW,2(1),208,0.7,-,1.3,-,0.7,0.7,-,-,7.39
39,Juan Cuadrado Colombia,34, D(R),M(CLR),4,332,0.3,1,1.0,-,1.3,1.0,-,-,7.39
40,Viktor Claesson Sweden,30, M(CLR),FW,5,434,2.2,2.8,1.0,0.2,1.4,1.8,0.6,-,7.38
41,Artem Dzyuba Russia,34, FW,,4(1),333,0.2,0.4,3.0,-,1,1.0,0.2,-,7.37
42,Thomas Meunier Belgium,31, D(R),M(R),5,450,1.6,0.8,1.8,-,1,1.0,0.6,-,7.36
43,Denis Cheryshev Russia,31, AM(L),FW,3(2),305,1.4,1.2,1.4,-,-,1.4,-,1,7.36
44,Hirving Lozano Mexico,27, AM(LR),FW,4,317,1.8,1.0,1.5,-,0.3,1.0,-,-,7.34
45,Ivan Rakitic Croatia,34, M(C),,6(1),638,1.7,0.7,1.3,-,1,1.0,0.3,-,7.33
46,Joel Campbell Costa Rica,30, AM(LR),FW,1(1),113,0.5,1.0,1.5,-,-,0.5,-,-,7.32
47,Salem Al Dawsari Saudi Arabia,31, Midfielder,,3,270,2.3,0.7,1.3,-,-,0.7,-,-,7.32
48,Thiago Silva Brazil,37, D(C),,5,450,1.0,1.0,0.4,-,4.4,0.2,1,-,7.31
49,Ki Sung-Yeung South Korea,33, DMC,,2,180,2.0,3.5,3.0,-,3,0.5,1.5,-,7.31
50,Felipe Baloy Panama,41, Defender,,0(1),21,-,-,-,-,2.0,-,-,-,7.3
51,Guillermo Ochoa Mexico,37, GK,,4,360,-,-,0.3,-,0.8,-,-,-,7.29
52,M'Baye Niang Senegal,27, AM(LR),FW,3,247,0.7,0.7,2,-,0.7,0.3,-,-,7.29
53,Diego Godín Uruguay,36, D(C),,5,450,2,2.6,1,0.8,4.4,0.8,0.2,-,7.28
54,Carl Mikael Lustig Sweden,35, D(CR),,4,352,1.5,1.3,1,0.5,6.0,1,1,-,7.28
55,John Stones England,28, D(CR),,7,647,1.6,1,0.6,0.3,4.9,0.9,1.1,-,7.28
56,Thorgan Hazard Belgium,29, M(CLR),FW,1(1),97,2,1.5,0.5,0.5,1.5,0.5,-,-,7.25
57,Henrik Dalsgaard Denmark,33, D(CR),M(R),4,390,2.8,1,2,0.3,5.3,0.3,0.5,-,7.23
58,Harry Maguire England,29, D(C),,6(1),646,1,0.6,1,0.3,2.6,0.6,0.7,-,7.22
59,Aleksandar Mitrovic Serbia,28, FW,,3,269,1.7,-,1.7,-,2.0,0.3,0.3,-,7.22
60,Djibril Sidibé France,30, D(CLR),M(R),1,90,2.0,2,1.0,-,-,1,-,-,7.22
61,Ghaylen Chaaleli Tunisia,28, DMC,,1,90,7.0,1,5.0,-,-,3,-,-,7.22
62,Roman Zobnin Russia,28, M(CLR),,5,511,2.8,4,1.6,-,0.8,2.8,0.8,-,7.21
63,Nacho Spain,32, D(CLR),,2,160,3.0,1,1.5,-,0.5,0.5,-,-,7.21
64,André Carrillo Peru,31, AM(LR),,3,259,0.7,0.7,0.7,-,-,1.7,-,-,7.2
65,Presnel Kimpembe France,27, D(C),,1,90,1.0,-,1.0,1,8,-,-,-,7.18
66,Aaron Mooy Australia,32, M(CLR),,3,270,2.0,1,1.3,-,2.7,0.7,-,-,7.17
67,Miranda Brazil,38, D(C),,5,450,2.2,1.2,1.6,0.8,4,0.6,1,-,7.17
68,Marcelo Brazil,34, D(L),M(L),4,280,1.3,1.5,0.3,0.3,1,0.5,-,-,7.16
69,Juan Quintero Colombia,29, AM(C),,4,310,1.0,-,0.3,-,0.3,1.3,-,-,7.16
70,Marouane Fellaini Belgium,34, M(C),,3(2),316,1.4,0.4,2.2,-,1.2,0.6,0.8,-,7.15
71,Kenneth Omeruo Nigeria,28, D(C),,2,180,1.5,2,1,-,5.5,1.5,-,-,7.14
72,Raphaël Varane France,29, D(C),,7,630,0.1,0.7,0.3,0.1,6.3,-,0.6,-,7.14
73,Christian Eriksen Denmark,30, M(CLR),FW,4,390,0.5,0.8,-,-,0.5,2,0.3,-,7.14
74,Amine Harit Morocco,25, AM(CLR),FW,1,82,-,-,1,-,-,1,-,-,7.13
75,Ante Rebic Croatia,28, AM(CLR),FW,6,547,1.5,1.2,3.5,-,0.8,0.7,-,-,7.13
76,Ivan Perisic Croatia,33, M(CLR),FW,7,632,1.3,0.6,0.6,-,1,1.4,0.3,-,7.13
77,Thibaut Courtois Belgium,30, GK,,7,630,-,-,-,-,0.9,-,-,-,7.12
78,Jae-Sung Lee South Korea,30, AM(CL),FW,3,270,2,3,2,-,1,3,0.3,-,7.12
79,Diego Costa Spain,33, FW,,4,320,0.5,-,0.8,-,1,1,-,-,7.12
80,Grzegorz Krychowiak Poland,32, D(C),M(C),3,270,2.7,2,1,-,1.3,0.7,0.3,-,7.12
81,Steve Mandanda France,37, GK,,1,90,-,-,-,-,1,-,-,-,7.11
82,Éver Banega Argentina,34, M(C),,2(1),216,2.7,0.3,1,-,0.7,1.7,-,-,7.11
83,Luis Advíncula Peru,32, D(R),M(R),3,270,3.3,1,0.7,0.3,3,-,0.7,-,7.1
84,Romelu Lukaku Belgium,29, AM(R),FW,6,476,0.2,-,1.7,-,0.2,0.2,-,-,7.1
85,Xherdan Shaqiri Switzerland,30, M(CLR),,4,351,1,0.8,0.8,-,-,1,0.3,-,7.1
86,Luis Suárez Uruguay,35, AM(CLR),FW,5,450,-,0.6,1,-,1,0.2,0.2,-,7.09
87,Cristian Gamboa Costa Rica,32, D(R),,3,255,2.7,0.7,1.3,0.3,1.3,0.7,0.3,-,7.09
88,Filipe Luís Brazil,37, D(L),,1(1),170,1.5,1,0.5,-,1,1,0.5,-,7.09
89,Youssef En-Nesyri Morocco,25, FW,,0(1),18,-,-,-,-,-,-,-,-,7.09
90,Gerard Piqué Spain,35, D(C),,4,391,0.8,1.3,0.8,0.3,3.5,0.5,0.3,-,7.09
91,Dusan Tadic Serbia,33, AM(CLR),FW,3,263,2.7,0.7,1.0,-,0.3,2.7,-,-,7.08
92,Benjamin Pavard France,26, D(CLR),M(R),6,540,2.0,1.2,1.5,-,3.7,1,0.3,-,7.08
93,Ricardo Rodríguez Switzerland,30, D(CL),M(L),4,360,2.0,0.8,1.3,-,1.8,0.3,-,-,7.07
94,Domagoj Vida Croatia,33, D(CR),,6,630,0.8,1.7,0.3,0.3,5.8,0.7,0.7,-,7.07
95,Raphaël Guerreiro Portugal,28, D(L),M(CL),4,360,1.8,1.0,1.5,-,2.3,1.3,-,-,7.07
96,Milan Badelj Croatia,33, M(C),,1(2),103,1.0,2.0,1.3,-,0.7,0.7,-,-,7.06
97,Carlos Vela Mexico,33, M(CLR),FW,4,315,0.8,0.3,0.8,-,-,0.5,-,-,7.06
98,Mats Hummels Germany,33, D(C),,2,180,3.0,2.5,1.5,-,3.5,-,-,-,7.05
99,Nordin Amrabat Morocco,35, M(CLR),FW,3,256,1.0,0.3,3.3,-,0.3,0.7,-,-,7.05
100,Sebastián Coates Uruguay,31, D(C),,1,90,2,2,2,-,1,1,-,-,7.05
101,Takashi Inui Japan,34, AM(CLR),,3(1),292,1.8,-,0.5,-,0.5,1.8,-,-,7.05
102,Ilya Kutepov Russia,29, D(C),,5,511,0.6,2.6,1,0.4,6.8,-,1.2,-,7.04
103,N'Golo Kanté France,31, DMC,,7,595,2.1,2.9,1.6,-,1.4,1.3,0.1,-,7.04
104,Alireza Beyranvand Iran,29, GK,,3,270,-,-,-,-,1.3,-,-,-,7.03
105,Yuya Osako Japan,32, AM(CLR),FW,3(1),308,0.5,-,0.5,-,-,0.5,1,-,7.03
106,Sergei Ignashevich Russia,43, D(C),,5,511,1.6,1.2,0.4,-,8.8,-,1.2,1,7.03
107,Victor Moses Nigeria,31, M(CLR),,3,270,1,0.3,1.3,-,2.7,0.7,1,-,7.03
108,Pepe Portugal,39, D(C),,4,360,1.5,1.3,0.8,0.3,3.3,0.5,0.3,-,7.03
109,Sime Vrsaljko Croatia,30, D(LR),M(R),6,607,1,2,1.7,-,2.7,0.3,0.3,-,7.03
110,Hamdi Nagguez Tunisia,29, Defender,,1(1),156,2.0,0.5,1.5,1,0.5,1,-,-,7.03
111,Artur Jedrzejczyk Poland,34, D(CLR),,1,90,2.0,1,2.0,-,2,1,-,-,7.02
112,Gary Cahill England,36, D(C),,1,90,1.0,-,1.0,-,1,-,3,-,7.02
113,Lamine Gassama Senegal,32, D(R),,1,90,3.0,2,1.0,1,2,-,-,-,7.02
114,Yun Young-Sun South Korea,33, Substitute,,1,90,2.0,-,1.0,-,6,-,2,-,7.02
115,Sergio Busquets Spain,34, DMC,,4,391,1.8,1.3,1.3,0.5,-,0.3,0.3,-,7.02
116,Kyle Walker England,32, D(CR),M(R),5,495,0.8,0.8,0.4,0.2,5.4,-,0.4,-,7.01
117,Lee Yong South Korea,35, D(R),,3,270,3.0,1.3,2.0,-,4.3,-,-,-,7.01
118,Thomas Delaney Denmark,31, DMC,,4,368,2.5,1.5,3.0,-,1.3,0.3,0.5,-,7.0
119,Ramin Rezaeian Iran,32, Defender,,3,270,3.0,0.3,1.3,-,4,1.7,0.3,-,6.99
120,Fagner Brazil,33, D(R),,4,360,2.3,2.3,1.8,-,1.8,2,-,-,6.99
121,Mile Jedinak Australia,38, D(C),DMC,3,270,1.7,1,2,-,0.7,-,0.3,-,6.99
122,James Rodríguez Colombia,31, AM(CLR),FW,2(1),152,0.7,0.3,1.3,-,0.3,1,-,-,6.98
123,Nicolás Otamendi Argentina,34, D(C),,4,360,2.8,1.8,0.8,0.3,5,0.8,0.5,-,6.98
124,Paolo Guerrero Peru,38, FW,,2(1),208,0.7,-,1.3,-,1,0.3,0.3,-,6.98
125,Salman Al Faraj Saudi Arabia,33, Midfielder,,3,270,1,0.3,1,-,1.7,0.7,-,-,6.98
126,Dedryck Boyata Belgium,31, D(C),,3,270,-,1,1.3,1,4,0.3,0.7,-,6.97
127,Mohamed Salah Egypt,30, AM(CLR),FW,2,180,1,0.5,0.5,-,-,0.5,-,-,6.97
128,Lucas Hernández France,26, D(CL),,7,590,2.3,0.6,1.1,0.1,2.6,1,0.1,-,6.97
129,Óscar Murillo Colombia,34, Defender,,1,90,-,2,-,-,10,-,-,-,6.97
130,Ola Toivonen Sweden,36, AM(C),FW,5,400,0.4,-,0.8,-,1,0.6,0.2,-,6.97
131,Guillermo Varela Uruguay,29, D(LR),,2,180,2.5,0.5,-,-,1,0.5,-,-,6.97
132,Nacer Chadli Belgium,33, M(CLR),FW,4(2),328,1,0.5,0.3,-,1.2,0.8,-,-,6.96
133,Albin Ekdal Sweden,33, M(C),,5,421,2.6,1,0.2,-,2.4,1,0.4,-,6.96
134,Keisuke Honda Japan,36, M(CR),,0(3),47,0.3,-,-,-,-,0.3,-,-,6.96
135,Willian Brazil,34, AM(CLR),,5,362,0.6,1,1,0.2,-,0.6,-,-,6.96
136,João Moutinho Portugal,36, M(C),,2(1),185,3,0.3,2,-,1,1.7,-,-,6.96
137,David Ospina Colombia,34, GK,,4,391,-,-,-,-,0.5,-,-,-,6.96
138,Davinson Sánchez Colombia,26, D(C),,4,391,1.3,1.5,0.5,0.8,6.8,0.8,1.3,-,6.95
139,Nikola Milenkovic Serbia,24, D(CR),,3,270,1.7,1,0.3,1.7,5.7,0.3,1.7,-,6.94
140,Yussuf Poulsen Denmark,28, AM(R),FW,3,269,2.0,1,3.0,-,1.7,2.7,0.7,-,6.94
141,Andrés Iniesta Spain,38, M(CL),,3(1),285,0.3,0.3,0.8,-,0.3,0.8,-,-,6.94
142,Jesús Gallardo Mexico,28, Midfielder,,4,335,2.5,2.5,1.0,-,3.3,0.8,0.8,-,6.94
143,Julian Draxler Germany,28, AM(CLR),FW,2,136,1.0,0.5,2.0,-,-,0.5,-,-,6.94
144,Jan Bednarek Poland,26, D(C),,2(1),225,0.3,1.3,0.7,0.7,4.3,-,1.3,-,6.94
145,José Fonte Portugal,38, D(C),,4,360,1.3,1.3,1.0,0.3,5.5,1,0.3,-,6.93
146,Axel Witsel Belgium,33, D(C),M(C),6,540,1.8,1,1.5,-,0.7,0.8,0.5,-,6.93
147,Abdullah Otayf Saudi Arabia,30, midfielder,,3,244,2.7,2.3,0.7,-,1,1,-,-,6.93
148,Emil Forsberg Sweden,30, AM(CLR),FW,5,417,1.0,1.4,0.6,-,1.2,0.6,0.4,-,6.93
149,Jesse Lingard England,29, AM(CLR),FW,5(1),529,1.0,-,1.5,-,0.3,1,-,-,6.93
150,Mesut Özil Germany,33, M(CLR),,2,180,-,0.5,-,0.5,-,1,-,-,6.93
151,Toby Alderweireld Belgium,33, D(CR),,6,540,1,0.7,0.7,0.2,3.2,0.2,1.3,-,6.93
152,Marcus Berg Sweden,36, FW,,5,428,1.4,1,3,-,0.8,1,0.2,-,6.93
153,Nabil Dirar Morocco,36, D(LR),M(CR),2,180,3,2,2,-,2,1,0.5,-,6.93
154,Alfred Finnbogason Iceland,33, FW,,3,264,1.3,1,2,-,0.3,1.7,-,-,6.92
155,Genki Haraguchi Japan,31, M(CLR),,3,246,3.7,0.7,1.3,-,1.7,1,0.3,-,6.92
156,Khalid Boutaïb Morocco,35, FW,,2,141,0.5,-,1.5,-,0.5,0.5,-,-,6.92
157,Gabriel Jesus Brazil,25, AM(LR),FW,5,407,1.2,1.2,1.2,0.2,0.8,0.6,-,-,6.92
158,Ahmed Hegazy Egypt,31, D(C),,3,270,1,3.7,0.7,0.3,8,-,1.3,-,6.92
159,Jonas Hector Germany,32, D(L),M(CL),2,165,1.5,0.5,1,-,3,0.5,-,-,6.92
160,Carlos Sánchez Uruguay,37, M(CR),,1(2),123,1.0,0.3,0.3,-,0.7,0.7,-,-,6.9
161,Pedro Aquino Peru,27, Midfielder,,1(2),138,4.3,1.7,1.7,-,1.3,1.3,-,-,6.9
162,Eduardo Salvio Argentina,32, M(CR),,2,146,2.0,1,-,-,3,1,-,-,6.9
163,Pontus Jansson Sweden,31, D(C),,1(1),95,1.0,1,1.5,-,0.5,-,-,-,6.9
164,Ruben Loftus-Cheek England,26, M(CLR),,3(1),274,1.0,0.5,0.5,-,-,0.8,-,-,6.89
165,Stephan Lichtsteiner Switzerland,38, D(R),M(R),3,267,3.3,1.7,0.7,0.3,1,0.7,1.3,-,6.88
166,Héctor Herrera Mexico,32, M(C),,4,360,3.8,1,3.8,-,0.3,2,0.5,-,6.88
167,Jan Vertonghen Belgium,35, D(CL),,6,540,1.7,1.3,0.8,0.2,2.7,1.2,0.3,-,6.88
168,Joshua Kimmich Germany,27, D(CR),DMC,3,270,1.0,0.7,0.3,-,0.7,1,-,-,6.87
169,Vladimir Stojkovic Serbia,39, GK,,3,270,0.3,-,-,-,-,-,-,-,6.87
170,Rodrigo Bentancur Uruguay,25, M(C),,5,365,1.8,1.4,1.6,-,0.6,1.4,0.2,-,6.87
171,Lucas Torreira Uruguay,26, DMC,,3(2),304,1.2,2.4,0.8,-,1.6,1.4,1.2,-,6.86
172,Gabriel Mercado Argentina,35, D(CR),,3,270,2.7,0.7,2.7,0.3,2.3,1,0.3,-,6.86
173,Moussa Wagué Senegal,23, D(R),,2(1),196,1,1.3,0.3,0.3,1.3,-,-,-,6.86
174,Nemanja Matic Serbia,34, DMC,,3,270,3,1,2.3,-,1,1,1.3,-,6.86
175,Gaku Shibasaki Japan,30, M(C),FW,4,341,2,1,1.8,-,1.5,1.3,0.5,-,6.86
176,Radamel Falcao Colombia,36, FW,,4,378,0.5,-,1.8,-,1,0.5,-,-,6.86
177,Yuri Gazinskiy Russia,33, DMC,,3(1),267,1,1,1.5,-,2,0.8,-,-,6.86
178,Badou Ndiaye Senegal,31, M(C),,1,81,-,3,1.0,-,-,-,-,-,6.86
179,Fakhreddine Ben Youssef Tunisia,31, Forward,,3,270,0.7,0.7,1.0,-,2.7,-,-,-,6.86
180,John Obi Mikel Nigeria,35, M(C),,3,268,2.7,0.7,1.7,-,1.3,1,-,-,6.86
181,Giorgian de Arrascaeta Uruguay,28, AM(CLR),FW,1(1),86,1.5,0.5,0.5,-,-,-,-,-,6.86
182,Leon Balogun Nigeria,34, D(CR),,3,270,0.7,3,1.0,1,2,1,0.7,-,6.85
183,Sardar Azmoun Iran,27, AM(C),FW,3,270,1.0,0.7,1.7,-,2.3,0.7,0.7,-,6.85
184,Sadio Mané Senegal,30, AM(CLR),FW,3,270,1.0,1.3,2.3,-,-,0.7,-,-,6.85
185,Yuri Zhirkov Russia,39, D(L),M(CL),3,222,2.0,-,1.0,-,2.7,-,-,-,6.85
186,Santiago Arias Colombia,30, D(R),,4,386,1.8,2,2.3,0.5,2.3,0.5,0.5,-,6.85
187,Masoud Shojaei Iran,38, M(CL),FW,1,68,3.0,1,3.0,-,-,1,-,-,6.85
188,Manuel Akanji Switzerland,27, D(CR),,4,360,2.5,1.5,0.8,-,2.5,0.8,0.5,-,6.85
189,Kim Young-Gwon South Korea,32, D(C),,3,270,0.3,1,1.3,0.3,3.7,-,1.3,-,6.84
190,Granit Xhaka Switzerland,29, D(L),M(C),4,360,1.5,0.5,1,-,0.8,2,0.5,-,6.84
191,Miguel Trauco Peru,30, D(L),M(L),3,270,1.3,2,0.7,0.7,2.7,0.7,0.3,-,6.84
192,Robin Olsen Sweden,32, GK,,5,450,0.2,-,-,-,1.4,-,-,-,6.84
193,Gen Shoji Japan,29, D(C),,3,270,2,1,-,1.3,4.3,0.3,1,-,6.83
194,Dusko Tosic Serbia,37, D(CL),,2,180,2,1.5,2,0.5,4,1,1,-,6.83
195,Keita Baldé Senegal,27, AM(LR),FW,1,80,2,-,1,-,1,-,-,-,6.83
196,Anderson Santamaría Peru,30, Defender,,1(1),135,3,-,-,-,3.5,2.5,-,-,6.82
197,Maya Yoshida Japan,34, D(CR),,4,360,0.5,0.8,1.3,0.3,8.3,-,1,-,6.82
198,Sergio Ramos Spain,36, D(CR),,4,391,2.3,0.8,1,0.3,1.5,0.5,0.3,-,6.82
199,Alan Dzagoev Russia,32, M(CLR),FW,1(1),42,-,-,-,-,-,0.5,-,-,6.82
200,Aleksandar Kolarov Serbia,36, D(CL),M(L),3,270,0.3,1.3,2,-,2,0.7,0.3,-,6.82
201,Jacek Góralski Poland,29, DMC,,2,180,5.5,1,1.5,-,1,1.5,0.5,-,6.82
202,Matías Vecino Uruguay,31, M(C),,5,416,1.4,2,1.6,-,0.4,1.2,0.2,-,6.82
203,Marcos Rojo Argentina,32, D(CL),,3,226,0.7,1.3,1,-,4.3,0.3,0.3,-,6.82
204,Ricardo Quaresma Portugal,38, AM(CLR),,1(2),116,0.7,0.3,1.3,-,-,1,-,-,6.82
205,Ludwig Augustinsson Sweden,28, D(L),M(L),5,450,1.4,0.2,0.6,0.2,3,0.6,0.4,-,6.81
206,Chicharito Mexico,34, FW,,4,330,0.5,0.3,0.8,-,0.5,0.8,-,-,6.81
207,Rami Bedoui Tunisia,32, Substitute,,1,90,-,-,-,1,1,-,-,-,6.81
208,Youri Tielemans Belgium,25, M(C),,2(2),175,1.5,0.5,1,-,-,1.5,-,-,6.81
209,Olivier Giroud France,35, FW,,6(1),546,1.3,0.3,2,-,1.4,0.7,-,-,6.81
210,Keylor Navas Costa Rica,35, GK,,3,270,-,0.7,-,-,2.3,-,-,-,6.81
211,Hugo Ayala Mexico,35, D(C),,2,180,2,2.0,-,-,5.5,1.5,0.5,-,6.81
212,Ashley Young England,37, D(LR),M(LR),5,463,0.8,1.2,0.8,-,0.8,1.2,-,-,6.8
213,Roozbeh Cheshmi Iran,29, Defender,,1,90,2,1.0,-,-,3.0,-,1,-,6.8
214,Pione Sisto Denmark,27, AM(CLR),FW,3(1),232,1.3,1.0,-,-,0.3,1.3,-,-,6.8
215,David Silva Spain,36, M(CLR),FW,4,327,0.3,0.5,0.8,-,0.5,0.3,0.3,-,6.8
216,Milad Mohammadi Iran,28, D(LR),M(L),0(2),55,3.5,1.5,-,0.5,1.5,1,-,-,6.8
217,Saeid Ezatolahi Iran,25, DMC,,2,166,1,3.0,2,-,4.5,3,1.5,-,6.8
218,Salif Sané Senegal,32, D(C),DMC,3,270,0.3,1.7,0.3,0.3,5.7,-,0.7,-,6.79
219,Fabian Schär Switzerland,30, D(C),,3,270,1.3,3.0,1.3,-,3.0,0.3,0.7,-,6.79
220,Wílmar Barrios Colombia,28, D(C),DMC,2(1),270,4.0,1,2.7,-,2.3,0.7,0.3,-,6.79
221,Dylan Bronn Tunisia,27, D(C),,2,114,1.0,1,0.5,-,1.5,-,0.5,-,6.79
222,Steven Zuber Switzerland,31, D(L),M(CLR),3,253,1.3,0.7,0.7,-,1,1,-,-,6.78
223,Trent Sainsbury Australia,30, D(C),,3,270,0.7,2.3,0.7,0.3,4.7,0.7,-,-,6.78
224,Dries Mertens Belgium,35, AM(CLR),FW,3(3),300,0.3,0.2,0.7,-,-,-,-,-,6.78
225,Samuel Umtiti France,28, D(CL),,6,540,0.7,0.8,1,0.3,5.7,0.3,0.3,-,6.78
226,Simon Kjaer Denmark,33, D(C),,4,390,0.8,-,0.5,0.8,7.3,0.3,0.5,-,6.78
227,Diego Laxalt Uruguay,29, D(L),M(CL),3(1),301,3.0,1,1,-,1.8,1,-,-,6.78
228,Hiroki Sakai Japan,32, D(CLR),M(R),4,360,2.0,1.5,-,-,2.8,0.8,0.3,-,6.78
229,Paulinho Brazil,34, M(CR),,5,354,1.4,0.4,0.6,-,-,0.2,-,-,6.78
230,Blaise Matuidi France,35, M(CL),,4(1),336,2.8,1.6,2.2,-,0.4,0.8,-,-,6.77
231,Celso Borges Costa Rica,34, D(C),M(C),3,270,2.7,1.0,0.7,-,2,1.3,-,-,6.77
232,Trézéguet Egypt,27, AM(LR),,3,239,2.0,2.0,1.7,-,0.3,1,0.3,-,6.77
233,Luka Milivojevic Serbia,31, DMC,,2,171,2.5,1.0,1.0,-,-,1.5,0.5,-,6.77
234,Romain Saïss Morocco,32, D(C),DMC,2,180,1.5,1.0,1.0,-,4.5,-,0.5,-,6.77
235,Marcelo Brozovic Croatia,29, M(CR),,4(2),459,1.8,0.3,0.8,-,2.2,2.5,-,-,6.75
236,Kári Árnason Iceland,39, D(C),DMC,2,180,2.0,1.0,2.0,0.5,6,0.5,0.5,-,6.74
237,Jens Larsen Denmark,31, D(CLR),M(LR),3,270,2.0,1.0,0.3,0.3,1.3,1,0.3,-,6.74
238,Daniel Carvajal Spain,30, D(R),,2(1),231,1.3,0.3,0.7,0.3,0.3,0.7,-,-,6.73
239,Hakim Ziyech Morocco,29, M(CLR),,3,265,2.0,1.3,2.7,-,-,1,-,-,6.73
240,Hong Chul South Korea,31, Defender,,1(1),96,0.5,1,1.0,-,3,0.5,-,-,6.73
241,Dejan Lovren Croatia,33, D(C),,6(1),651,0.6,0.6,1.0,1,4.3,0.3,0.9,-,6.72
242,Hwang Hee-Chan South Korea,26, AM(CLR),FW,2(1),203,2.3,1,1.7,-,0.7,1.7,-,-,6.72
243,Thomas Müller Germany,33, M(CLR),FW,2(1),207,1.7,0.7,1.0,-,-,1.3,-,-,6.72
244,Johan Djourou Switzerland,35, D(C),,1,90,-,-,1.0,1,7,-,-,-,6.71
245,Maciej Rybus Poland,33, D(LR),M(LR),2,180,1.5,2,1.0,-,4.5,1.5,-,-,6.71
246,Mathew Leckie Australia,31, M(CLR),,3,270,0.7,0.7,2.0,-,2.7,1,-,-,6.71
