,name,age,position1,position2,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
88,Geoffrey Kondogbia Atletico,29, D(C),DMC,21(7),1885,1,2,0.5,0.4,1,1.3,-,0.9,1,6.81
89,Julen Agirrezabala Athletic Bilbao,21, Goalkeeper,,4,360,-,-,-,-,-,-,-,-,-,6.81
90,Saúl Ñíguez Atletico,27, D(CL),M(CLR),2(1),200,-,1,1.3,0.3,0.3,0.7,0.3,0.3,0.7,6.81
91,Álvaro García Rayo Vallecano,29, AM(L),,34(2),3006,7,4,1.9,1.2,0.6,0.7,0.3,0.4,1.9,6.81
92,Thomas Lemar Atletico,26, AM(CLR),,17(7),1450,4,5,1.2,1.3,1.4,0.9,0.1,1.4,0.8,6.8
93,Rodrigo de Paul Atletico,28, AM(CLR),FW,24(12),2155,3,1,0.7,1.4,0.7,1.6,-,0.9,1.0,6.8
94,Jeremías Ledesma Cadiz,29, GK,,38,3420,-,-,-,0.1,0.1,0.2,-,-,0.1,6.8
95,Dani Vivian Athletic Bilbao,23, D(C),,22(2),1985,2,1,0.7,0.1,0.2,0.8,-,0.3,0.6,6.8
96,Antoine Griezmann Atletico,31, AM(CLR),FW,21(5),1709,3,4,1.7,1.0,0.7,1.0,0.4,0.9,1.3,6.8
97,Stefan Savic Atletico,31, D(C),,28,2440,-,-,0.5,0.1,0.3,0.8,0.1,0.1,0.4,6.8
98,William Carvalho Real Betis,30, DMC,,20(13),1806,2,3,1,0.7,1.5,0.8,-,0.8,0.7,6.8
99,Alejandro Catena Rayo Vallecano,27, D(C),,36,3240,2,2,0.6,0.2,0.1,0.4,0.1,0.2,0.3,6.8
100,Thibaut Courtois Real Madrid,30, GK,,36,3240,-,-,-,-,-,-,-,-,-,6.79
101,Omar Alderete Valencia,25, D(C),,28(1),2412,2,-,0.6,0.1,0.4,0.2,-,0.1,0.7,6.79
102,Oussama Idrissi Cadiz,26, AM(LR),,11(1),910,1,1,1.8,1.8,1.9,0.3,0.2,1.3,1.3,6.79
103,Kevin Vázquez Celta Vigo,29, D(R),,16(1),1332,-,1,0.2,0.6,0.6,1.1,-,0.7,1.2,6.79
104,Gavi Barcelona,18, AM(CL),,28(6),2331,2,5,0.9,0.6,1.6,2,0.4,1.4,1.8,6.79
105,Rafinha Real Sociedad,30, M(CLR),,13(4),1060,1,-,0.8,0.5,1.1,2.2,-,1.3,1.5,6.78
106,Samuel Chukwueze Villarreal,23, AM(CR),,12(15),1330,3,3,1.2,1.1,2.5,0.6,0.4,0.7,1.7,6.78
107,Nacho Vidal Osasuna,27, D(R),,33(2),2906,-,1,0.6,0.6,0.7,0.9,0.1,0.3,1.3,6.78
108,Denis Suárez Celta Vigo,28, M(CLR),,33(5),2839,4,6,0.6,1.2,1.1,1,-,0.4,1.5,6.78
109,Diego López Espanyol,40, GK,,36,3179,-,-,-,-,-,0.2,-,-,-,6.78
110,Alex Berenguer Athletic Bilbao,27, D(LR),M(CLR),24(10),2174,3,6,1.4,1.3,1,1.4,0.4,1.1,2.1,6.78
111,Cristiano Piccini Valencia,29, D(R),,3(3),322,1,-,0.5,0.3,1.5,0.5,-,0.3,0.7,6.77
112,Edgar Badia Elche,30, GK,,24,2160,-,-,-,-,-,-,-,-,-,6.77
113,Aritz Elustondo Real Sociedad,28, D(CR),,22(8),2102,4,1,0.5,-,0.2,0.7,0.1,-,0.4,6.77
114,Reinildo Atletico,28, D(CL),M(L),15(2),1300,-,-,0.1,0.2,0.3,1.2,-,0.3,0.8,6.77
115,Lucas Ocampos Sevilla,28, M(CLR),FW,23(7),2128,6,4,1.7,0.6,1.2,1.4,0.1,1.4,2.5,6.76
116,Óscar De Marcos Athletic Bilbao,33, D(LR),M(CR),19(3),1685,1,2,0.1,0.8,0.2,0.4,0.1,0.3,0.5,6.76
117,Bono Sevilla,31, GK,,31,2790,-,2,-,0.1,-,0.1,-,-,-,6.76
118,Juan Miranda Real Betis,22, D(L),,9(4),782,-,2,0.5,0.5,0.3,1,-,0.1,0.7,6.76
119,Sergiño Dest Barcelona,21, D(LR),M(R),17(4),1516,-,3,0.6,0.9,1.8,0.9,-,1.1,1.6,6.76
120,Federico Valverde Real Madrid,24, M(CLR),,19(12),1832,-,1,1.1,0.8,1,0.3,0.2,0.3,0.8,6.76
121,Ante Budimir Osasuna,31, FW,,20(8),1741,8,2,1.6,0.4,0.4,1.1,0.6,1,2.2,6.76
122,Martín Zubimendi Real Sociedad,23, DMC,,26(10),2587,2,1,0.6,0.4,0.5,0.6,0.1,0.3,0.8,6.76
123,José Campaña Levante,29, M(CLR),,16(4),1429,2,2,0.7,1.2,1.1,1.1,0.1,0.5,1.1,6.75
124,David Alaba Real Madrid,30, D(CL),M(CL),30,2645,2,3,0.7,0.7,0.1,0.2,0.1,0.1,0.6,6.75
125,Diego Carlos Sevilla,29, D(C),,34,2961,3,-,0.9,0.1,0.1,0.6,-,0.1,0.4,6.75
126,Edgar González Real Betis,25, D(C),DMC,14(7),1457,1,1,0.2,0.1,0.2,0.4,-,-,0.2,6.74
127,Diego Rico Real Sociedad,29, D(CL),M(L),19(2),1647,-,-,0.5,0.7,0.6,0.8,0.2,0.3,1.2,6.74
128,Adama Traoré Barcelona,26, M(CLR),FW,4(7),379,-,2,0.8,0.6,2.2,0.6,0.2,0.5,1,6.74
129,Sergio Asenjo Villarreal,33, GK,,6,540,-,-,-,-,-,-,-,-,-,6.74
130,Leandro Cabrera Espanyol,31, D(CL),,37,3330,2,-,0.5,0.3,-,0.6,0.1,0.1,0.4,6.74
131,Álvaro Negredo Cadiz,37, FW,,24(10),2157,7,2,2,0.6,0.6,1.0,0.3,0.5,1.5,6.74
132,Darwin Machís Granada,29, AM(LR),,16(9),1381,4,2,1.5,0.7,1.4,1.2,0.2,0.9,2.2,6.73
133,Luís Maximiano Granada,23, GK,,35,3137,-,-,-,-,0.1,0.1,-,0.1,-,6.73
134,Dani Rodríguez Mallorca,34, AM(CLR),,33(3),2841,3,3,1.2,1.2,1.7,1.9,0.1,2.3,2.4,6.73
135,Lucas Vázquez Real Madrid,31, D(R),M(R),20(9),1835,3,-,0.6,1.1,0.6,1.2,0.2,0.7,1.2,6.73
136,Papu Gómez Sevilla,34, M(CL),FW,19(10),1792,5,1,1.2,0.8,1,1.7,-,1.0,1.2,6.73
137,Alexander Isak Real Sociedad,22, FW,,26(6),2157,6,2,2.3,0.6,1.4,0.9,0.5,1.1,1.8,6.73
138,Carlos Akapo Cadiz,29, D(LR),,21(4),1847,-,-,0.4,0.3,0.5,1.0,0.1,0.4,1.1,6.72
139,Víctor Ruiz Real Betis,33, D(C),,17(1),1425,-,-,0.4,0.3,0.1,0.1,0.1,0.1,0.7,6.72
140,Stole Dimitrievski Rayo Vallecano,28, GK,,30(1),2771,-,-,-,-,-,0.2,-,-,-,6.72
141,Jorge Cuenca Getafe,22, D(C),,31(1),2686,1,-,0.5,0.1,0.1,0.4,-,0.1,0.4,6.72
142,Manu Trigueros Villarreal,30, M(CLR),FW,27(8),2191,6,4,1.2,0.7,0.2,1.2,-,0.8,1,6.72
143,Iñaki Williams Athletic Bilbao,28, AM(CLR),FW,32(6),2787,8,5,2.5,0.9,0.7,1.1,0.8,1.1,2.4,6.71
144,Sergio Herrera Osasuna,29, GK,,36,3240,-,-,-,-,0.1,0.3,-,-,0.1,6.71
145,Gerónimo Rulli Villarreal,30, GK,,32,2880,-,-,-,-,-,0.1,-,-,0.1,6.71
146,Jorge Molina Granada,40, FW,,19(16),1958,10,5,1.3,0.9,0.2,1.1,0.3,0.7,1.5,6.71
147,Giorgi Mamardashvili Valencia,21, GK,,18,1620,-,-,-,-,-,0.1,-,-,0.1,6.71
148,Franco Cervi Celta Vigo,28, AM(CL),,22(12),1811,4,3,0.6,0.4,0.6,1.2,0.1,0.6,1.4,6.71
149,Mamadou Loum Deportivo Alaves,25, DMC,,26(6),2317,2,-,1,0.3,0.8,0.7,-,0.8,1.5,6.7
150,Marcelo Real Madrid,34, D(L),M(L),5(7),521,-,2,0.7,0.8,0.8,0.7,-,0.1,0.6,6.7
151,Marko Dmitrovic Sevilla,30, GK,,7,541,-,-,-,-,-,-,-,-,0.1,6.7
152,Rubén García Osasuna,29, AM(CLR),FW,30(7),2399,1,6,0.9,1.6,0.6,0.8,0.2,0.5,1.5,6.7
153,Antonio Blanco Real Madrid,22, Midfielder,,0(1),31,-,-,-,-,1,-,-,1,-,6.7
154,Álex Remiro Real Sociedad,27, GK,,35,3150,-,-,-,-,-,0.1,-,-,-,6.7
155,Ansu Fati Barcelona,19, AM(L),,3(7),334,4,-,1.8,0.2,0.4,1.2,0.3,0.2,1.8,6.7
156,Jorge de Frutos Levante,25, AM(R),,20(5),1766,4,7,1.8,0.9,1.4,0.8,0.5,0.6,2,6.7
157,Adrián Embarba Espanyol,30, AM(CLR),FW,24(8),1998,-,2,1.5,1.2,1.3,1.3,0.2,1.2,1.8,6.69
158,Thomas Delaney Sevilla,30, DMC,,15(11),1545,2,1,0.7,0.4,0.2,0.8,-,0.2,0.4,6.69
159,Damián Suárez Getafe,34, D(R),M(R),31(4),2721,-,3,0.4,1.3,0.4,0.9,-,0.4,1.1,6.69
160,Fernando Sevilla,35, DMC,,21(3),1851,1,1,0.3,0.3,0.3,0.5,-,0.3,1.0,6.69
161,Johan Mojica Elche,30, D(L),M(L),32(1),2857,2,5,0.5,0.9,0.9,1.5,0.1,0.6,1.5,6.69
162,Marcelo Saracchi Levante,24, D(L),,2(2),186,-,1,-,1.5,0.5,-,-,0.3,0.5,6.69
163,Lucas Olaza Elche,28, D(L),M(L),3(2),293,1,-,0.8,1.2,0.4,0.8,-,0.6,0.8,6.69
164,Helibelton Palacios Elche,29, D(R),,22(4),1932,-,-,-,0.3,1,1.2,-,0.4,0.6,6.69
165,Nahuel Tenaglia Deportivo Alaves,26, D(CR),,12(2),1073,-,-,0.4,0.2,0.5,0.6,-,0.4,1.0,6.68
166,Adrià Pedrosa Espanyol,24, D(L),M(L),31,2723,1,1,0.8,0.7,1.5,1.5,-,0.8,2.0,6.68
167,Luis Suárez Granada,24, AM(L),FW,34(3),2857,8,4,2.3,0.8,1.2,1,0.1,1.1,2.8,6.68
168,Jesús Corona Sevilla,29, D(R),M(CLR),12(6),1161,2,4,0.7,1.4,1.1,1.5,0.4,1.6,2.0,6.68
169,Rui Silva Real Betis,28, GK,,21(1),1963,-,-,-,-,-,0.1,-,-,0.1,6.68
170,Lucas Pérez Cadiz,33, AM(CR),FW,11(4),1061,3,2,1.0,2.0,0.3,0.6,0.7,1.0,0.7,6.68
171,Oihan Sancet Athletic Bilbao,22, AM(C),FW,16(11),1426,6,4,1.1,1.0,0.9,1.0,0.2,1.7,2.3,6.68
172,Íñigo Ruíz de Galarreta Mallorca,29, DMC,,17(5),1390,-,-,0.4,0.5,1.2,1.5,-,0.7,0.9,6.68
173,Borja Mayoral Getafe,25, FW,,11(7),1049,6,1,0.9,0.7,0.8,1.1,0.2,0.9,1.4,6.68
174,Gonzalo Escalante Deportivo Alaves,29, DMC,,15(2),1307,5,-,0.9,0.4,0.4,1.4,0.2,0.8,0.8,6.67
175,Marcos Llorente Atletico,27, D(R),M(CR),29,2456,-,2,0.6,0.9,0.7,0.6,0.2,0.8,1.4,6.67
176,Ángel Correa Atletico,27, AM(CLR),FW,21(15),1860,12,5,1.4,0.7,0.9,0.8,0.3,1.3,2.0,6.67
177,Raúl Albiol Villarreal,36, D(C),,28,2467,-,-,0.2,0.1,0.1,0.4,0.1,0.2,0.3,6.67
178,Nemanja Maksimovic Getafe,27, M(C),,34(1),2943,1,1,0.9,0.5,0.3,0.4,-,0.3,0.7,6.67
179,Isi Palazón Rayo Vallecano,27, AM(R),,27(7),2301,2,4,1.7,1.0,1.1,2.0,0.1,1.6,2.5,6.67
180,Fidel Elche,32, M(CLR),,29(4),2283,5,6,0.5,1.2,1.3,0.9,0.2,1.2,1.9,6.67
181,Koke Atletico,30, M(CLR),,29(2),2512,1,2,0.4,0.8,0.4,0.9,-,1,0.8,6.66
182,Andoni Gorosabel Real Sociedad,26, D(R),,25(7),2298,-,4,0.3,0.7,0.6,0.6,-,0.4,0.8,6.66
183,Rodrygo Real Madrid,21, AM(CLR),,17(16),1528,4,4,1.0,0.8,0.8,0.9,0.4,0.5,1.5,6.66
184,Óscar Valentín Rayo Vallecano,28, DMC,,29(6),2580,-,-,0.3,0.4,0.5,1.6,-,0.3,1.0,6.65
185,Thierry Correia Valencia,23, D(R),M(R),18(1),1424,-,1,0.2,0.4,0.6,1.5,-,0.4,1.5,6.65
186,Rubén Duarte Deportivo Alaves,26, D(CL),,31(3),2630,-,4,0.3,0.6,0.1,1.2,0.1,0.2,0.6,6.65
187,Nacho Real Madrid,32, D(CLR),,17(11),1549,3,-,0.4,0.3,0.1,0.5,-,-,0.3,6.65
188,Fran García Rayo Vallecano,23, D(L),,34,3027,1,-,0.7,0.9,0.6,0.4,0.1,0.4,1.6,6.65
189,Francis Coquelin Villarreal,31, M(CLR),,8(12),828,2,1,0.3,0.5,0.9,0.7,-,0.9,0.7,6.65
190,Jesús Navas Sevilla,36, D(R),M(R),19(6),1788,-,3,0.4,1.4,0.2,0.4,0.1,0.3,0.6,6.64
191,Alberto Moreno Villarreal,30, D(L),M(L),13(11),1223,3,2,0.9,0.7,0.4,0.9,0.3,0.5,1.3,6.64
192,David Soria Getafe,29, GK,,38,3415,-,-,-,-,-,0.1,-,-,0.1,6.64
193,Shkodran Mustafi Levante,30, D(CR),,8(3),658,1,-,0.4,-,0.2,0.4,0.3,0.1,0.1,6.64
194,Yangel Herrera Espanyol,24, M(C),,19(4),1650,1,1,0.7,0.5,0.8,1.5,-,1,1.2,6.64
195,Matías Dituro Celta Vigo,35, GK,,38,3420,-,-,-,-,-,0.1,-,-,0.1,6.64
196,Yeremi Pino Villarreal,19, AM(R),,21(10),1688,6,4,0.9,0.8,0.8,1.1,0.3,0.7,2.1,6.63
197,Youssouf Sabaly Real Betis,29, D(LR),M(R),9(1),789,-,1,0.4,0.7,0.6,0.9,0.1,0.7,2.2,6.63
198,José Gayà Valencia,27, D(L),M(L),22(2),1875,2,4,0.8,1,0.7,0.9,0.2,0.2,0.5,6.63
199,Pedro Bigas Elche,32, D(CL),,19,1556,1,-,0.6,0.3,0.1,0.6,-,-,0.6,6.63
200,Aïssa Mandi Villarreal,30, D(CLR),,14(3),1374,1,-,0.6,0.1,-,0.3,0.1,0.1,0.4,6.63
201,Iddrisu Baba Mallorca,26, DMC,,23(3),1945,1,1,0.9,0.4,0.8,1.5,-,0.8,1.1,6.63
202,Eric García Barcelona,21, D(C),,23(3),2044,-,-,0.2,0.2,0.1,0.2,0.1,-,0.5,6.62
203,Iván Alejo Cadiz,27, AM(R),,11(9),1071,2,2,0.6,1,0.8,1.7,0.3,0.9,2,6.62
204,Joan Jordán Sevilla,28, M(C),,31(5),2530,-,1,0.4,0.7,0.6,0.7,-,0.6,1,6.62
205,Boulaye Dia Villarreal,25, AM(R),FW,13(12),1267,5,5,1.5,0.7,0.4,0.5,0.3,0.8,1.3,6.62
206,José Manuel Calderón Real Betis,22, Forward,,0(1),64,-,-,-,1,-,1,-,-,1,6.62
207,Óscar Duarte Levante,33, D(C),DMC,20(3),1775,2,-,0.8,0.1,-,0.2,0.1,-,0.2,6.62
208,Hugo Mallo Celta Vigo,31, D(CR),M(R),21,1830,1,1,0.8,1,0.4,0.2,0.3,0.5,0.9,6.62
209,Leo Román Mallorca,22, Goalkeeper,,2,180,-,-,-,-,0.5,-,-,-,-,6.62
210,Óscar Gil Espanyol,24, D(R),,20(2),1698,-,2,0.3,0.7,0.6,1.1,0.1,0.5,1.7,6.61
211,Jens Jønsson Cadiz,29, D(C),DMC,17(5),1315,-,1,0.3,0.4,0.4,0.4,-,0.2,0.8,6.61
212,Jon Moncayola Osasuna,24, DMC,,33(3),2923,2,3,1.1,0.9,0.4,0.4,-,0.4,1,6.61
213,Fran Beltrán Celta Vigo,23, DMC,,31(6),2611,1,-,0.5,0.3,0.5,0.7,-,0.5,0.8,6.61
214,Pepelu Levante,24, DMC,,23(6),2016,-,-,0.5,0.9,0.4,0.7,-,0.3,0.9,6.61
215,Maxime Gonalons Granada,33, D(C),M(C),20(5),1556,-,2,0.4,0.5,0.6,1.2,-,0.7,0.6,6.61
216,Jon Bautista Real Sociedad,27, FW,,0(1),45,-,-,1,-,1,2.0,1,1,-,6.61
217,Djené Dakonam Getafe,30, D(C),,35,3117,-,1,0.1,0.3,0.5,1.0,-,0.3,0.9,6.61
