,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
278,Jordon Ibe Bournemouth,26, M(CLR),,22(10),2002,6,1.1,21.7,80.4,0.9,0.7,0.2,6.65
279,Willy Caballero Chelsea,41, GK,,3,270,-,-,29.3,69.3,-,5.7,-,6.65
280,Adrian Mariappa Watford,36, D(CR),,24(4),2209,-,0.1,34.3,77.0,-,1.9,-,6.65
281,Charlie Daniels Bournemouth,36, D(L),M(L),34(1),3005,3,0.9,44.8,78.7,0.3,1.7,-,6.64
282,Emerson Chelsea,28, D(L),M(L),3(2),279,1,0.2,26.2,80.2,0.4,0.8,-,6.64
283,Molla Wagué Watford,31, D(C),,5(1),440,-,-,24.2,74.5,0.2,2.2,-,6.64
284,Victor Wanyama Tottenham,31, DMC,,8(10),839,-,0.3,34.3,87.2,-,2.1,-,6.64
285,Heurelho Gomes Watford,41, GK,,24,2129,-,-,26.3,55.9,-,8.7,-,6.64
286,Oumar Niasse Everton,32, FW,,10(12),1083,2,0.5,11.4,62.4,-,0.1,-,6.64
287,André Ayew Swansea,32, M(CLR),FW,10(2),951,2,1,25.3,80.5,0.1,0.7,0.2,6.64
288,Nathan Redmond Southampton,28, AM(CLR),FW,22(9),1947,3,1.4,25.8,76.7,0.5,1.3,-,6.64
289,Steven Davis Southampton,37, M(CLR),,17(6),1521,-,0.8,45.4,83.6,0.5,2.0,0.1,6.64
