,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
215,Jorge Meré FC Koln,25, D(C),,21(1),1891,1.5,1.5,0.7,0.3,4.5,0.5,0.6,-,6.7
216,Pablo De Blasis Mainz,34, D(R),M(CLR),20(5),1655,1.6,0.4,1,-,1.1,0.7,-,-,6.7
217,Oscar Wendt Borussia M.Gladbach,37, D(L),M(L),28,2461,1.9,1,1.1,0.2,1.8,0.5,0.4,-,6.7
218,Marco Russ Eintracht Frankfurt,37, D(C),DMC,12(7),1146,0.9,1.3,0.6,0.3,3.4,0.3,0.6,1,6.7
219,Vladimír Darida Hertha Berlin,32, M(CLR),FW,18(3),1638,1.8,1.1,1.5,-,1.0,0.7,0.2,-,6.7
220,Abdul-Rahman Baba Schalke,28, D(L),M(L),0(1),33,1.0,2,-,-,1.0,-,-,-,6.7
221,Josip Brekalo Stuttgart,24, AM(CLR),FW,7(7),728,1.4,0.2,0.8,-,0.1,0.1,0.1,-,6.7
222,Robin Koch Freiburg,26, D(C),DMC,21(5),1916,1.3,1.3,1.2,0.3,2.5,0.3,0.4,-,6.7
223,Suat Serdar Mainz,25, M(CLR),,16(9),1702,2.4,0.8,1.4,-,0.5,1.5,0.1,-,6.7
224,Steven Zuber Hoffenheim,31, D(L),M(CLR),17(3),1441,2.0,0.9,0.6,0.1,1.1,0.8,0.2,-,6.7
225,Matthias Ostrzolek Hannover,32, D(L),DMC,27,2381,2.5,1.1,1.1,0.2,1.9,0.7,0.4,-,6.7
226,Karim Rekik Hertha Berlin,27, D(CL),,26,2304,1.5,1.1,1,0.5,4.2,0.1,0.4,-,6.7
227,Robin Knoche Wolfsburg,30, D(C),,24,2104,1.4,1,0.8,0.3,3.5,0.4,1,1,6.7
228,Ádám Szalai Hoffenheim,34, FW,,8(10),888,0.4,-,0.8,-,0.5,0.2,0.1,-,6.69
229,Neven Subotic Borussia Dortmund,33, D(C),,3(1),271,2.3,1.3,1,0.5,4.0,0.3,0.5,-,6.69
230,Berkay Özcan Stuttgart,24, M(CL),,11(6),1006,1.1,0.2,0.5,-,0.4,0.2,0.1,-,6.69
231,Mario Gomez Wolfsburg,37, FW,,11(1),938,0.5,-,0.9,-,1.3,0.3,0.1,-,6.69
232,Frederik Sørensen FC Koln,30, D(CR),,24(4),2004,2,1.3,1.5,0.3,4.4,0.4,0.6,-,6.69
233,Per Ciljan Skjelbred Hertha Berlin,35, M(CR),,24(4),2183,3.2,1.6,1.5,-,0.8,0.8,0.2,-,6.69
234,Sven Ulreich Bayern,34, GK,,29,2610,-,0.1,-,-,0.5,-,-,-,6.68
235,Gian-Luca Itter Wolfsburg,23, D(CL),,5,414,3.8,1,0.8,0.4,2.0,1.6,-,-,6.68
236,Tim Kleindienst Freiburg,27, FW,,12(10),1136,1,0.3,1.4,-,0.9,0.6,0.1,-,6.68
237,Filip Kostic Hamburg,30, M(LR),FW,27(3),2413,1.6,0.3,1.2,-,0.3,0.7,-,-,6.68
238,Carlos Salcedo Eintracht Frankfurt,29, D(CR),,17(3),1608,1.3,1.1,1.4,0.9,4.4,0.5,0.6,-,6.68
239,René Adler Mainz,37, GK,,14,1260,0.1,-,0.1,-,1.0,-,-,-,6.68
240,Martin Harnik Hannover,35, M(LR),FW,21(9),1889,0.6,0.3,1.3,-,0.8,0.7,0.1,-,6.68
241,Koo Ja-Cheol Augsburg,33, M(CLR),,23(5),2051,1.9,1.0,1.3,-,1.1,0.6,0.1,-,6.68
242,Håvard Nordtveit Hoffenheim,32, D(CR),DMC,10(5),967,1.3,0.7,0.7,0.5,3.0,0.3,0.5,-,6.68
243,Yussuf Poulsen RBL,28, AM(R),FW,18(12),1662,0.8,0.3,1.1,-,0.3,0.2,0.2,-,6.68
244,Gonzalo Castro Borussia Dortmund,35, D(L),M(CR),16(3),1209,1.4,0.5,1.0,-,0.4,0.9,0.2,-,6.68
245,Tobias Strobl Borussia M.Gladbach,32, D(CR),DMC,1(3),113,0.8,1.5,0.3,-,0.3,0.3,-,-,6.68
246,Andreas Beck Stuttgart,35, D(LR),M(R),22(1),1931,2.0,0.8,1.5,0.1,1.7,0.4,0.1,-,6.67
247,Marc Oliver Kempf Freiburg,27, D(C),,11(1),903,1.1,1.4,0.6,0.8,4.0,0.3,0.6,-,6.67
248,Dominique Heintz FC Koln,29, D(CL),,31,2790,1.9,1.7,0.8,0.5,4.1,0.8,0.5,-,6.67
249,Marcel Schmelzer Borussia Dortmund,34, D(CL),M(L),17(1),1493,1.9,1.7,0.9,0.3,2.6,0.6,0.3,-,6.66
250,Reece Oxford Borussia M.Gladbach,23, D(C),DMC,5(2),463,1.1,1.3,1.3,0.3,3.4,0.1,-,-,6.66
251,Yoric Ravet Freiburg,33, M(R),,5(5),495,0.9,0.3,1,-,0.3,0.4,-,-,6.65
252,Nicolai Müller Hamburg,35, M(CLR),FW,1(1),26,1.0,-,-,-,-,-,-,-,6.65
253,Mahmoud Dahoud Borussia Dortmund,26, M(C),,11(12),1138,1.7,0.5,1.3,-,0.2,0.7,0.1,-,6.64
254,Nadiem Amiri Hoffenheim,26, M(CLR),,19(9),1741,1.4,0.6,1.5,-,0.2,0.8,0.1,-,6.64
255,Milos Veljkovic Werder Bremen,27, D(C),DMC,30,2656,1.5,1.1,0.7,0.7,4.3,0.7,0.4,1,6.64
256,Ishak Belfodil Werder Bremen,30, AM(LR),FW,13(13),1347,0.3,-,2.5,-,0.3,0.1,-,-,6.64
257,Arne Maier Hertha Berlin,23, M(C),,14(3),1227,1.7,1.4,0.2,-,0.9,0.4,0.2,-,6.64
258,Paul Verhaegh Wolfsburg,39, D(R),M(R),30(1),2619,1.5,1.1,0.6,0.2,1.5,0.3,0.3,-,6.64
259,Ibrahima Konaté RBL,23, D(C),,14(2),1227,2.0,1.3,0.8,0.8,3.9,0.3,0.2,-,6.64
260,Marc Stendera Eintracht Frankfurt,26, M(C),,5(2),374,3.3,1.1,1.3,-,0.3,1.7,0.1,-,6.64
261,Kevin Vogt Hoffenheim,31, D(CR),M(C),31,2790,1.2,0.8,0.6,0.9,3.6,0.4,0.7,1,6.64
262,Jonathas Hannover,33, FW,,7(5),635,0.6,-,1.7,0.1,0.8,0.1,0.1,-,6.64
263,Levin Öztunali Mainz,26, M(CLR),,21(4),1755,1,0.4,1.2,-,0.2,0.4,-,-,6.64
264,Rafal Gikiewicz Freiburg,35, GK,,1(1),153,-,-,-,-,0.5,-,-,-,6.64
265,Gotoku Sakai Hamburg,31, D(LR),DMC,26(2),2289,1.8,1.6,1.1,0.3,1.8,0.9,0.4,-,6.63
266,Jeffrey Bruma Wolfsburg,30, D(C),,11,990,1.2,1.3,1.1,0.5,3.7,0.7,1.1,-,6.63
267,Manuel Gulde Freiburg,31, D(C),,17,1530,0.9,0.8,0.4,0.5,4.1,0.5,1,-,6.63
268,Kevin Danso Augsburg,24, D(C),,13(3),1109,1.1,1.3,1.1,0.4,3.8,0.3,0.9,-,6.63
269,Manuel Akanji Borussia Dortmund,27, D(CR),,10(1),903,2,0.6,0.8,1,3.5,0.2,0.4,-,6.62
