,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
245,Yeltsin Tejeda Costa Rica,30, M(C),,5,396,3.2,0.8,1.2,-,1.0,0.8,0.4,-,6.81
246,Daniele De Rossi Italy,39, D(C),M(C),2,180,2,2.5,1.5,-,0.5,1,-,-,6.81
247,Giovani dos Santos Mexico,33, AM(CLR),FW,4,299,1,0.3,0.8,-,0.3,-,-,-,6.8
248,Egidio Arévalo Ríos Uruguay,40, DMC,,4,360,2.8,1.5,2,-,2.3,1.3,-,-,6.8
249,Fatau Dauda Ghana,37, keeper,,2,180,-,-,-,-,2.0,-,-,-,6.8
250,Granit Xhaka Switzerland,30, D(L),M(C),4,323,1.8,0.5,1.8,-,0.5,1,-,-,6.8
251,Joël Matip Cameroon,31, D(C),,2,180,1,2.5,1,-,4.5,-,2,-,6.8
252,Laurent Koscielny France,37, D(C),,2(2),223,0.5,0.5,0.5,-,4.5,0.3,0.5,-,6.8
253,Arturo Vidal Chile,35, M(CR),,3,235,1.7,0.3,2.7,-,0.7,0.7,-,-,6.8
254,Christian Atsu Ghana,30, AM(CLR),,3,239,1,0.3,1.3,-,0.7,0.3,-,-,6.8
255,Antoine Griezmann France,31, AM(CLR),FW,3(2),295,0.4,0.4,0.6,-,-,0.2,-,-,6.8
256,Juwon Oshaniwa Nigeria,32, Defender,,4,360,2,1,1.8,0.5,3.3,0.5,0.3,-,6.79
257,Jasper Cillessen Netherlands,33, GK,,7,692,-,-,-,-,0.4,-,-,-,6.79
258,Glen Johnson England,38, D(CLR),M(R),2,180,2.5,-,0.5,-,1.5,1,-,-,6.79
259,Sead Kolasinac Bosnia and Herzegovina,29, D(CL),DMC,2,180,3,1.5,2,0.5,0.5,2,-,1,6.79
260,Koo Ja-Cheol South Korea,33, M(CLR),,3,270,2,0.7,1.7,-,1,0.7,-,-,6.79
261,Antonio Candreva Italy,35, M(CLR),,2,136,-,-,-,-,-,0.5,-,-,6.79
262,Oswaldo Minda Ecuador,39, DMC,,2,173,3,1,1,-,2,2.5,1.5,-,6.79
263,Bryan Ruiz Costa Rica,37, M(CLR),FW,5,496,0.4,0.4,2.6,-,1.2,1,-,-,6.78
264,Kim Young-Gwon South Korea,32, D(C),,3,270,0.7,1,0.7,0.3,8.7,0.3,1,-,6.78
265,Álvaro González Uruguay,38, D(R),DMC,3(1),266,3,1.3,0.8,-,0.8,0.8,0.3,-,6.78
266,Mathew Leckie Australia,31, M(CLR),,3,270,0.3,2.7,1.3,-,-,0.7,-,-,6.78
267,Aleksey Kozlov Russia,35, D(R),M(R),2,153,2.5,1,1.5,-,5.5,1,-,-,6.78
268,Johnny Acosta Costa Rica,39, Defender,,1(1),165,3,0.5,0.5,1.5,4,1,-,-,6.78
269,Steve Von Bergen Switzerland,39, D(C),,2,103,1.5,0.5,-,0.5,4.5,-,-,-,6.78
270,Miguel Layún Mexico,34, D(LR),M(CLR),4,360,1.3,0.3,0.3,-,2.3,0.8,-,-,6.77
271,Daniel Opare Ghana,32, D(LR),M(R),1,90,2,2,3,-,2,-,-,-,6.77
272,Andrés Guardado Mexico,36, D(L),M(CL),4,333,0.5,0.3,1.8,-,0.5,1.3,0.3,-,6.77
273,Gastón Ramírez Uruguay,31, AM(CLR),FW,0(2),49,-,0.5,1.5,-,-,-,-,-,6.77
274,Sime Vrsaljko Croatia,30, D(LR),M(R),2,148,1,2,2.5,0.5,6.5,1,1.5,-,6.77
275,Graham Zusi USA,36, D(R),M(CLR),3(1),259,1.5,1.3,0.5,0.3,1,0.8,-,-,6.76
276,Bruno Alves Portugal,40, D(C),,3,270,2,2.3,1.7,0.7,7.3,0.7,1.3,-,6.76
277,Michel Babatunde Nigeria,29, Midfielder,,2,141,2.5,1,1.5,-,0.5,0.5,-,-,6.76
278,Santi Cazorla Spain,37, M(CLR),,1(1),83,1,1,-,-,-,-,-,-,6.76
279,Eduardo Vargas Chile,32, AM(CLR),FW,4,311,-,-,-,-,1,1.3,-,-,6.76
280,Álvaro Pereira Uruguay,36, D(L),M(L),3,206,3,2,2,-,3.3,1.7,0.3,-,6.76
281,Christian Bolaños Costa Rica,38, M(CLR),,4(1),414,1,0.6,2.8,-,0.4,0.8,0.4,-,6.75
282,Afriyie Acquah Ghana,30, M(C),,0(1),14,3,2,-,-,-,-,-,-,6.75
283,Silvestre Varela Portugal,37, M(CLR),,0(2),49,0.5,-,0.5,-,-,-,-,-,6.74
284,Celso Borges Costa Rica,34, D(C),M(C),5,500,0.6,1.2,0.8,-,2.8,1,0.2,-,6.74
285,Dries Mertens Belgium,35, AM(CLR),FW,3(2),272,0.6,0.2,1.2,-,-,0.6,-,-,6.74
286,Zvjezdan Misimovic Bosnia and Herzegovina,40, AM(C),FW,2,165,2,0.5,-,-,-,1,-,-,6.73
287,Lee Yong South Korea,35, D(R),,3,270,4.3,1,1.3,0.3,5.3,1,0.3,-,6.72
288,Jordi Alba Spain,33, D(L),M(L),3,270,3,2.7,0.3,-,2.7,-,-,-,6.72
289,Beto Portugal,40, GK,,2,179,-,-,-,-,1,-,-,-,6.72
290,Gonzalo Jara Chile,37, D(CR),DMC,4,391,1.3,1.8,1.8,0.5,3.5,1.8,-,-,6.72
291,Andrey Eshchenko Russia,38, D(LR),M(R),1(1),118,1.5,2.0,0.5,0.5,3.5,2,0.5,-,6.71
292,David Myrie Costa Rica,34, Defender,,0(1),42,1.0,3.0,-,1,1,-,-,-,6.71
293,Kyle Beckerman USA,40, DMC,,3,270,2.3,2.3,2,0.3,2.7,1.3,-,-,6.71
294,Jordan Henderson England,32, D(C),M(CLR),2,160,1.0,1.0,0.5,-,1.5,-,-,-,6.71
295,Arthur Boka Ivory Coast,39, D(L),M(C),3,255,2.3,0.7,1,-,1.7,0.7,-,-,6.7
296,Juan Quintero Colombia,29, AM(C),,1(2),93,0.7,0.7,0.3,-,0.3,-,-,-,6.7
297,Olivier Giroud France,36, FW,,2(3),165,0.8,0.2,1,-,1,-,0.2,-,6.7
298,Maxi Rodríguez Argentina,41, M(CL),FW,1(1),66,1.5,1.0,-,-,-,-,-,-,6.7
299,David Silva Spain,36, M(CLR),FW,2(1),175,1.3,1.3,-,-,0.3,-,-,-,6.69
300,Fernando Torres Spain,38, FW,,1(2),144,1,-,0.7,-,-,0.7,-,-,6.69
301,Ricardo Costa Portugal,41, D(C),,1(1),135,1,0.5,1.5,-,2.5,-,1.5,-,6.69
302,João Moutinho Portugal,36, M(C),,3,270,1,1,2.7,-,0.7,2.3,0.3,-,6.69
303,Phil Jagielka England,40, D(CR),,2,180,1,0.5,-,2.5,7.5,0.5,1,-,6.69
304,Anthony Henri Vanden Borre Belgium,35, D(R),,1,90,2,-,1,-,3,-,-,-,6.68
305,Jorge Guagua Ecuador,41, Defender,,3,270,1,1.3,1.3,0.3,9.7,-,-,-,6.68
306,Michael Bradley USA,35, D(C),M(C),4,390,2,0.8,2,-,0.3,2,-,-,6.68
307,Adnan Januzaj Belgium,27, AM(CLR),,1,60,2,1,1,-,-,-,-,-,6.67
308,José Rojas Chile,39, D(CL),,0(1),13,1,-,-,-,3,-,-,-,6.67
309,Kim Shin-Wook South Korea,34, FW,,1(1),100,-,-,0.5,-,-,0.5,-,-,6.67
310,Reza Ghoochannejhad Iran,35, AM(CR),FW,3,270,0.3,0.3,5.3,-,0.3,1.3,-,-,6.67
311,Enzo Pérez Argentina,36, M(CR),,2(1),226,1.0,0.7,-,-,0.3,1,0.3,-,6.67
312,Marcelo Díaz Chile,35, DMC,,4,391,2.8,1.5,1.3,-,1.5,1.3,-,-,6.66
313,Dejan Lovren Croatia,33, D(C),,3,270,1.0,1.0,2,0.3,8.3,0.3,0.7,-,6.66
314,Fred Brazil,39, FW,,6,472,0.2,0.2,1,-,1,0.2,-,-,6.66
315,Jorge Claros Honduras,36, M(C),,2(1),212,2.0,2.7,0.7,-,1.3,0.3,0.3,-,6.65
316,Joseph Yobo Nigeria,42, D(C),,3(1),331,2.0,1.3,0.5,0.3,5.8,0.3,0.8,1,6.65
317,Juan Carlos García Honduras,34, Defender,,1(1),135,3.0,1.5,0.5,0.5,1.5,-,-,-,6.65
318,Alejandro Bedoya USA,35, M(CR),FW,3(1),288,4.0,0.5,1.8,-,0.3,1.5,0.3,-,6.65
319,Nicolás Lodeiro Uruguay,33, M(CLR),FW,2(1),144,2.3,0.7,1,-,-,1.7,-,-,6.64
320,Leighton Baines England,37, D(L),M(L),2,180,1.5,1,1,-,1,0.5,-,-,6.64
321,Pepe Reina Spain,40, GK,,1,90,-,-,-,-,2,-,-,-,6.63
322,Kevin Mirallas Belgium,35, M(CLR),FW,2(2),225,0.5,0.3,1,-,-,0.3,-,-,6.63
323,Vedran Corluka Croatia,36, D(C),,3,270,1,1.7,1,-,6,0.7,0.7,-,6.63
324,Aurélien Chedjou Cameroon,37, D(C),DMC,2,136,1.5,2.5,0.5,1,5,0.5,-,-,6.63
325,Bruno Martins Indi Netherlands,30, D(CL),,5(1),461,2.3,0.8,1.8,0.7,1.5,1.5,0.3,-,6.63
326,Matteo Darmian Italy,32, D(CLR),M(LR),3,270,1.7,1.3,1.3,-,3,0.3,-,-,6.62
327,Edinson Cavani Uruguay,35, AM(LR),FW,4,360,-,0.5,2,-,0.8,1.5,-,-,6.62
328,Martín Cáceres Uruguay,35, D(CLR),M(R),4,360,1.3,2.3,1.5,-,2,0.3,-,-,6.62
329,Moussa Sissoko France,33, M(CR),,2(2),214,0.3,0.3,0.8,-,0.3,-,0.3,-,6.62
330,Sergio Romero Argentina,35, GK,,7,721,-,-,-,-,0.9,-,-,-,6.61
331,André Almeida Portugal,32, D(CLR),DMC,1(1),71,0.5,1.5,-,1,1.0,-,0.5,-,6.61
332,Didier Zokora Ivory Coast,41, M(C),,2,180,0.5,1.5,0.5,-,7.5,1,-,-,6.61
333,Ezequiel Lavezzi Argentina,37, AM(CLR),FW,4(2),359,0.8,0.2,0.3,-,0.2,0.5,-,-,6.61
334,Fabian Johnson USA,34, D(LR),M(CLR),4,302,0.8,1,0.3,0.3,1.5,-,0.5,-,6.61
335,Aleksandr Samedov Russia,38, AM(CR),,3,270,1.7,0.7,0.3,0.3,0.7,0.7,-,-,6.6
336,Amir Hossein Sadeghi Iran,41, defender,,3,270,1.3,1,1,-,8.0,-,0.3,-,6.6
337,Vasilis Torosidis Greece,37, D(CLR),M(R),4,391,0.8,1.5,1.5,-,3.8,0.5,0.5,-,6.6
338,Fredy Guarín Colombia,36, M(CR),,2(1),189,1,1,1.7,-,0.7,1.7,0.7,-,6.59
339,Pejman Montazeri Iran,39, Defender,,3,270,0.7,1.3,1,-,5.3,0.7,0.3,-,6.58
340,Anel Hadzic Bosnia and Herzegovina,33, M(C),,1,61,-,1,1,1,2,-,-,-,6.58
341,Cesc Fàbregas Spain,35, M(CL),FW,0(2),34,0.5,-,0.5,-,-,-,-,-,6.58
342,John Boye Ghana,35, D(C),,3,270,1.7,1.3,0.7,-,7,0.3,0.7,1,6.58
343,Yun Suk-Young South Korea,32, D(L),M(L),3,270,2,0.3,1,-,3.7,1,0.7,-,6.58
344,Xabi Alonso Spain,40, M(C),,3,192,1.7,1,1.7,-,0.3,0.7,-,-,6.58
345,Seyed Jalal Hosseini Iran,40, Defender,,3,270,1.3,0.3,-,0.3,8.3,1,0.3,-,6.57
346,Rúben Amorim Portugal,37, M(C),,1,90,1,-,2,-,3,1,-,-,6.57
347,Hulk Brazil,36, AM(CLR),FW,5(1),399,0.5,0.7,1.3,0.2,0.7,1,-,-,6.57
348,Jozy Altidore USA,33, FW,,1,24,-,1,-,-,-,-,-,-,6.56
349,Vedad Ibisevic Bosnia and Herzegovina,38, FW,,1(2),144,-,0.3,-,-,0.3,0.7,-,-,6.56
350,Alexander Kerzhakov Russia,39, FW,,1(2),101,-,-,0.3,-,-,-,-,-,6.55
351,Shinji Kagawa Japan,33, M(CL),,2(1),204,2,1.3,0.7,-,-,0.3,-,-,6.55
352,DeAndre Yedlin USA,29, D(R),M(R),0(3),112,1,-,-,-,1.3,1,-,-,6.55
353,Romelu Lukaku Belgium,29, AM(R),FW,2(2),177,0.3,-,0.8,-,-,-,-,-,6.55
354,Kim Seung-Gyu South Korea,32, Goalkeeper,,1,90,-,-,-,-,4,-,-,-,6.55
355,Valon Behrami Switzerland,37, M(C),,4,348,3.5,0.5,2,-,0.5,3.5,0.5,-,6.55
356,Jean Beausejour Chile,38, D(L),M(L),0(2),67,-,-,0.5,-,-,-,-,-,6.54
357,Shinji Okazaki Japan,36, AM(CLR),FW,3,249,1.3,0.7,3,-,0.7,1.3,-,-,6.54
358,Raheem Sterling England,27, M(CLR),FW,2(1),183,1,-,2,-,-,-,-,-,6.54
359,Carlos Carbonero Colombia,32, AM(CR),,0(1),45,1,-,2,-,-,-,-,-,6.53
360,Eric Choupo-Moting Cameroon,33, M(CLR),FW,3,246,1,3.3,0.3,-,0.7,-,0.3,-,6.53
361,Ignazio Abate Italy,35, D(R),M(R),1,90,4,1,3,1,1,-,-,-,6.53
362,Nabil Bentaleb Algeria,27, M(C),,3,270,2,0.7,1.3,-,1,1.3,0.3,-,6.53
363,Ognjen Vranjes Bosnia and Herzegovina,33, D(CR),,0(1),29,2,-,1,1,3,-,-,-,6.53
364,Panagiotis Kone Greece,35, M(CLR),,3,173,0.3,-,1,-,0.3,0.3,0.3,-,6.53
365,Ramón Azeez Nigeria,29, M(C),,1,69,-,-,-,-,-,1,-,-,6.53
366,Lee Keun-Ho South Korea,37, Midfielder,,0(3),105,-,-,-,-,-,0.3,-,-,6.52
367,Orestis Karnezis Greece,37, GK,,4,327,-,-,-,-,0.3,-,-,-,6.52
368,Mark Milligan Australia,37, D(C),DMC,1,90,5,2,2,-,2,4,1,-,6.52
369,Jorge Valdivia Chile,39, AM(C),,1(2),93,0.7,1,0.3,-,-,0.7,-,-,6.52
370,Yuya Osako Japan,32, AM(CLR),FW,2,124,1.5,-,1.5,-,0.5,1,-,-,6.52
371,Ryan McGowan Australia,33, D(C),DMC,2(1),221,3,0.7,1.0,0.7,3,1.7,-,-,6.51
372,Shkodran Mustafi Germany,30, D(CR),,1(2),132,0.3,-,0.3,0.3,1.3,-,-,-,6.51
373,Danny Welbeck England,31, AM(CLR),FW,2,133,3,1,0.5,-,1,1,-,-,6.51
374,Reuben Gabriel Nigeria,32, Midfielder,,0(1),31,2,1,2.0,-,3,3,-,-,6.51
375,Alexander Mejía Colombia,34, Midfielder,,1(3),144,1.5,0.8,1.3,-,2,1.3,0.8,-,6.51
376,Han Kook-Young South Korea,32, Midfielder,,3,214,2,1.3,1.0,-,2,1.7,0.3,-,6.51
377,Mark Bresciano Australia,42, D(C),M(C),2(1),148,-,0.7,1.3,-,-,0.3,-,-,6.51
378,Ross Barkley England,28, M(CLR),,1(2),145,-,0.3,0.7,-,0.3,-,-,-,6.51
379,Igor Denisov Russia,38, DMC,,0(2),63,1.5,1,0.5,-,-,-,-,-,6.51
380,Paulinho Brazil,34, M(CR),,5(1),389,1.5,0.5,1.5,-,0.7,0.8,-,-,6.51
381,Carlos Bacca Colombia,36, FW,,0(1),20,-,-,2,-,-,-,-,-,6.5
382,Felipe Gutiérrez Chile,32, M(C),,1(3),167,1.8,0.5,1.3,-,1,1,0.5,-,6.5
383,Godfrey Oboabona Nigeria,32, D(C),DMC,1,29,-,-,1,-,1,-,-,-,6.49
384,Javier Aquino Mexico,32, AM(R),,0(1),29,1,-,-,-,-,-,-,-,6.49
385,Riyad Mahrez Algeria,31, AM(CLR),FW,1,71,2,2,3,-,-,2,-,-,6.49
386,Carlo Costly Honduras,40, Forward,,3,221,0.3,-,1.7,-,-,-,-,-,6.49
387,Yoshito Okubo Japan,40, Forward,,2(1),203,0.3,-,1.3,-,-,-,-,-,6.49
388,Mubarak Wakaso Ghana,32, M(CLR),,0(2),28,0.5,-,1,-,0.5,1,-,-,6.49
389,Victor Ibarbo Colombia,32, AM(LR),FW,3,189,1.3,-,2.3,-,1,1,0.3,-,6.48
390,Salomon Kalou Ivory Coast,37, AM(CLR),FW,2(1),203,0.3,0.3,2.3,-,-,-,-,-,6.48
391,Saphir Taïder Algeria,30, M(CL),,2,169,2.5,0.5,2,-,-,2,-,-,6.48
392,Faouzi Ghoulam Algeria,31, D(L),,2,210,2.5,1.5,1,0.5,3.5,1.5,-,-,6.48
393,Fernandinho Brazil,37, D(CR),DMC,3(2),299,2.6,0.4,2.8,-,1.4,1.4,0.2,-,6.47
394,Santiago Arias Colombia,30, D(R),,1(2),124,0.7,0.7,0.3,-,1,0.7,0.3,-,6.47
395,Maksim Kanunnikov Russia,31, AM(LR),FW,1(1),99,1,1,2,-,1.5,1,-,-,6.47
396,Faryd Mondragón Colombia,51, GK,,0(1),5,-,-,-,-,-,-,-,-,6.47
397,Jack Wilshere England,30, M(CLR),,1(1),90,0.5,0.5,0.5,-,-,0.5,-,-,6.47
398,Jonathan de Guzmán Netherlands,35, M(CLR),,3,230,-,1,2.7,-,-,0.7,-,-,6.47
399,Thomas Vermaelen Belgium,36, D(CL),,1,32,-,-,1,-,3,-,-,-,6.47
400,Mario Balotelli Italy,32, FW,,3,209,-,0.3,2.7,-,-,-,-,-,6.47
401,Haris Medunjanin Bosnia and Herzegovina,37, M(C),,1(1),80,1,0.5,0.5,-,0.5,1.5,-,-,6.47
402,Brayan Beckeles Honduras,36, Defender,,3,270,3.3,1.3,1,0.3,0.7,0.7,0.3,-,6.46
403,Shola Ameobi Nigeria,41, FW,,0(2),63,-,-,1,-,0.5,0.5,-,-,6.46
404,Mensur Mujdza Bosnia and Herzegovina,38, D(R),,2,159,0.5,1,2,0.5,4,0.5,-,-,6.46
405,Albert Adomah Ghana,34, M(LR),,0(1),12,1,-,-,-,-,-,-,-,6.45
406,Landry N'Guémo Cameroon,36, M(C),,1,90,4,3,2,-,-,1,-,-,6.45
407,Max-Alain Gradel Ivory Coast,34, M(CLR),FW,1,67,2,1,2,-,1,1,-,-,6.45
408,Thiago Motta Italy,40, M(C),,1(2),95,0.7,1.3,-,-,0.3,-,-,-,6.45
409,Maicon Brazil,41, D(R),,3,270,2,2,0.7,-,2.7,0.7,-,-,6.45
410,Fernando Muslera Uruguay,36, GK,,4,360,-,-,-,-,0.3,-,-,-,6.45
411,Boniek García Honduras,38, D(CR),M(CLR),2(1),204,1,0.3,0.7,-,0.3,-,-,-,6.44
412,Klaas Jan Huntelaar Netherlands,39, FW,,0(3),55,0.3,0.3,1,-,-,-,-,-,6.44
413,Gabriel Paletta Italy,36, D(C),,1,90,2,2,-,-,5,2,-,-,6.44
414,Mile Jedinak Australia,38, D(C),DMC,3,270,2.3,1.7,2,-,1,1.7,1,-,6.44
415,Victor Moses Nigeria,31, M(CLR),,2,141,1,0.5,2,-,-,0.5,-,-,6.44
416,Mohammed Rabiu Al-Hassan Ghana,32, M(C),,3,226,1.3,2,2.3,-,1.3,1.7,-,-,6.44
417,Didier Drogba Ivory Coast,44, FW,,1(2),137,0.7,-,2,-,1.3,0.3,-,-,6.44
418,César Azpilicueta Spain,33, D(CLR),M(R),2,180,2.5,3.5,1,-,0.5,-,-,-,6.44
419,Luis Garrido Honduras,32, DMC,,2,161,2,3,0.5,-,0.5,0.5,1,-,6.43
420,Blerim Dzemaili Switzerland,36, M(C),,0(3),55,-,-,1.3,-,0.3,0.3,-,-,6.43
421,Gonzalo Higuaín Argentina,34, FW,,6(1),575,0.3,0.3,0.7,-,0.7,1,-,-,6.43
422,Aleksandr Kokorin Russia,31, AM(CLR),FW,3,270,1,-,3.3,-,0.3,0.3,-,-,6.42
423,Hernanes Brazil,37, M(C),,0(3),64,1.3,0.7,1.3,-,0.3,-,-,-,6.41
424,Marvin Chávez Honduras,39, AM(R),,0(2),53,0.5,-,1.0,-,-,-,-,-,6.41
425,Yasuyuki Konno Japan,39, D(C),,2,180,1.5,1.5,2.5,1,2.5,0.5,1.5,-,6.41
426,Edgar Nicaise Constant Salli Cameroon,30, AM(LR),,0(2),48,0.5,-,1.0,-,-,-,-,-,6.4
427,Javi Martínez Spain,34, D(C),M(C),1,90,1,2,1.0,-,5,2,-,-,6.4
428,Lucas Biglia Argentina,36, DMC,,3(4),351,0.9,1.1,0.9,0.1,0.4,0.9,-,-,6.4
429,Claudio Marchisio Italy,36, M(C),,3,218,1,1.7,2.3,-,1.3,1.3,-,-,6.39
430,Ramires Brazil,35, M(CR),,2(5),249,1,0.6,1.3,-,0.6,0.3,-,-,6.39
431,Hotaru Yamaguchi Japan,32, DMC,,2(1),208,1.3,1.3,0.3,-,1,1,0.3,-,6.39
432,Sejad Salihovic Bosnia and Herzegovina,38, D(L),M(CL),0(2),43,1,0.5,-,-,-,-,-,-,6.39
433,Cristhian Stuani Uruguay,36, AM(CLR),FW,1(3),177,0.8,1,1.8,-,0.5,0.3,0.3,-,6.38
434,Diego Lugano Uruguay,42, D(C),,2,91,-,0.5,0.5,-,4,-,0.5,-,6.38
435,Kolo Touré Ivory Coast,41, D(C),,1,90,3,-,2,-,8,-,-,-,6.38
436,Ermin Bicakcic Bosnia and Herzegovina,32, D(C),,1,90,-,1,-,-,7,2,2,-,6.37
437,Izet Hajrovic Bosnia and Herzegovina,31, AM(R),,2,128,-,-,1,-,1,1,-,-,6.37
438,Joël Veltman Netherlands,30, D(CR),M(R),0(2),14,0.5,0.5,1,-,-,-,-,-,6.37
439,Michael Arroyo Ecuador,35, Midfielder,,1(1),102,1,-,1,-,-,-,-,-,6.37
440,Jordan Ayew Ghana,31, AM(CLR),FW,1(2),117,1,-,1,-,-,-,-,-,6.37
441,Oleg Shatov Russia,32, M(CLR),,3,210,0.7,0.7,0.7,-,-,1.3,-,-,6.37
442,Alessio Cerci Italy,35, M(R),FW,0(1),21,-,-,-,-,-,-,-,-,6.36
443,Diego Reyes Mexico,30, D(C),DMC,0(1),45,-,1,-,-,3,2,-,-,6.36
444,Masato Morishige Japan,35, Defender,,1,90,2,-,2,-,4,-,3,-,6.36
445,Eiji Kawashima Japan,39, GK,,3,270,-,-,-,-,1.7,-,-,-,6.35
446,Carlos Salcido Mexico,42, D(C),,1(1),91,0.5,0.5,1.5,-,0.5,0.5,-,-,6.35
447,Jefferson Montero Ecuador,33, M(L),,3,230,0.7,1,1,-,0.3,1,-,-,6.35
448,Hilal Soudani Algeria,34, AM(R),FW,2(1),168,1.3,0.7,1,0.3,0.7,0.7,-,-,6.34
449,Vieirinha Portugal,36, D(R),M(LR),0(1),21,2,-,1,-,-,1,-,-,6.34
450,Cheick Tioté Ivory Coast,36, M(C),,3,241,1.7,1.3,2,0.3,1.3,1,0.3,-,6.34
451,Ehsan Hajsafi Iran,32, D(L),M(C),3,242,2.3,0.3,-,-,0.7,1,-,-,6.34
452,Masoud Shojaei Iran,38, M(CL),FW,2(1),124,1.3,0.7,1.7,-,0.3,1,0.3,-,6.34
453,Mehdi Lacen Algeria,38, M(C),,1(2),152,1,1.7,0.7,-,-,0.7,-,-,6.34
454,Willian Brazil,34, AM(CLR),,1(4),152,0.4,-,0.6,-,0.2,0.4,-,-,6.33
455,Benjamin Moukandjo Cameroon,33, M(LR),FW,3,239,0.7,0.7,1,-,0.7,-,-,-,6.33
456,Michael Uchebo Nigeria,32, Forward,,0(1),24,-,-,-,-,-,-,-,-,6.33
457,Nacer Chadli Belgium,33, M(CLR),FW,1(3),102,0.5,0.3,1.3,-,-,0.8,-,-,6.33
458,Konstantinos Katsouranis Greece,43, D(C),DMC,2(1),170,1.3,1.7,2,-,2.3,0.3,0.3,-,6.32
459,Loïc Rémy France,35, M(LR),FW,0(2),28,-,-,-,-,-,-,-,-,6.32
460,Marco Ureña Costa Rica,32, FW,,0(4),103,0.3,-,0.5,-,0.3,0.3,0.3,-,6.32
461,Carlos Peña Mexico,32, Midfielder,,0(1),11,1,-,-,-,1,-,-,-,6.31
462,Cedric Djeugoue Cameroon,30, defender,,1,47,-,-,-,1,2,-,-,-,6.31
463,Hélder Postiga Portugal,40, FW,,1,16,-,-,-,-,1,-,-,-,6.31
464,Raúl Jiménez Mexico,31, FW,,0(1),6,1,-,-,-,-,-,-,-,6.31
465,Park Chu-Young South Korea,37, FW,,2,115,0.5,0.5,2,-,-,0.5,-,-,6.31
466,Felipe Caicedo Ecuador,34, FW,,2(1),154,0.3,-,0.7,-,-,0.3,-,-,6.3
467,Steven Gerrard England,42, M(C),,2(1),197,2,0.3,0.7,-,1.3,0.3,0.3,-,6.3
468,Kim Bo-Kyung South Korea,33, AM(CLR),,0(2),30,1,-,-,-,-,0.5,-,-,6.29
469,Lukas Podolski Germany,37, AM(CLR),FW,1(1),54,2,0.5,-,-,-,-,-,-,6.29
470,Tommy Oar Australia,30, AM(CL),,3,208,1,-,0.3,-,-,1,-,-,6.29
471,Samuel Eto'o Cameroon,41, M(CL),FW,1,90,2,-,-,-,1,1,-,-,6.28
472,Ben Halloran Australia,30, AM(R),,0(3),88,0.7,0.7,0.3,-,0.7,0.7,-,-,6.28
473,Raul Meireles Portugal,39, M(C),,2,159,1.5,1,1,-,1,1.5,-,-,6.28
474,Julian Draxler Germany,29, AM(CLR),FW,0(1),14,-,-,1,-,-,-,-,-,6.27
475,Osman Chavez Honduras,38, Defender,,0(1),45,-,-,-,-,5,-,1,-,6.27
476,Pedro Spain,35, M(CLR),FW,1(1),103,0.5,0.5,1,-,-,0.5,-,-,6.27
477,Boubacar Barry Ivory Coast,42, GK,,3,270,-,-,-,-,1.3,-,-,-,6.26
478,Matthew Spiranovic Australia,34, D(C),,3,270,-,1.3,1.7,1,5,1,0.7,-,6.26
479,Gelson Fernandes Switzerland,36, DMC,,0(1),54,1,-,2,-,2,2,-,-,6.26
480,Theofanis Gekas Greece,42, FW,,1(3),183,-,0.3,0.3,-,0.3,-,-,-,6.25
481,Walter Gargano Uruguay,38, DMC,,1,61,1,-,2,-,-,-,-,-,6.25
482,Alireza Jahanbakhsh Iran,29, AM(CLR),,0(3),44,0.3,-,-,-,0.3,1,-,-,6.25
483,Didier Ya Konan Ivory Coast,38, M(R),FW,0(1),12,-,-,-,-,-,-,-,-,6.24
484,Marcelo Brozovic Croatia,29, M(CR),,0(1),29,2,1,1,-,-,1,-,-,6.24
485,Jeremain Lens Netherlands,34, M(CLR),FW,1(3),128,0.3,0.3,2.3,-,-,0.3,-,-,6.24
486,Eyong Enoh Cameroon,36, DMC,,3,270,3.3,-,3,-,0.3,0.7,-,-,6.23
487,Noel Valladares Honduras,45, Goalkeeper,,3,270,-,-,-,-,1,-,-,1,6.23
488,Emilio Izaguirre Honduras,36, D(L),,2,137,1.5,1.5,1,-,2,1,0.5,-,6.23
489,Marco Fabián Mexico,33, AM(CR),FW,0(3),41,1.3,-,0.3,-,-,-,-,-,6.22
