,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
93,Dennis Aogo Schalke,35, D(L),M(CL),10,889,4,1.7,48.5,86.4,1.7,4.2,-,7.17
94,Ivan Perisic Wolfsburg,33, M(CLR),FW,24(9),2214,4,0.8,26.1,71.7,0.2,2.2,-,7.17
95,Marcel Schmelzer Borussia Dortmund,34, D(CL),M(L),19,1592,3,1.1,38.1,77.0,0.8,1.8,0.1,7.17
96,Daniel Didavi Stuttgart,32, AM(CR),FW,6(1),450,1,1.7,21.0,79.6,1.1,0.7,-,7.17
97,Manuel Friedrich Borussia Dortmund,43, D(C),,8(3),798,-,0.2,39.1,84.7,-,2.3,-,7.16
98,Ivica Olic Wolfsburg,43, AM(LR),FW,28(4),2409,5,0.8,16.6,69.4,0.1,0.4,-,7.16
99,Joselu Eintracht Frankfurt,32, FW,,18(6),1672,2,0.5,23.3,72.1,-,1.0,-,7.16
100,Daniel Van Buyten Bayern,44, D(C),,10(2),926,-,0.2,68.8,91.5,-,4.3,-,7.16
101,Jannik Vestergaard Hoffenheim,30, D(C),,19(6),1861,1,0.2,34.2,72.4,-,3.9,-,7.16
102,Alexander Schwolow Freiburg,30, GK,,1,90,-,-,55.0,54.5,-,13.0,-,7.16
103,Roberto Hilbert Leverkusen,38, D(R),M(R),15(1),1293,1,0.8,41.3,73.2,0.6,3.3,-,7.16
104,Niklas Süle Hoffenheim,27, D(CR),,20(5),1887,-,0.1,48.9,79.5,-,5.2,-,7.15
105,Eugen Polanski Hoffenheim,36, M(C),,32,2686,2,0.7,42.8,77.1,0.1,2.7,0.1,7.15
106,Benjamin Kessel Eintracht Braunschweig,35, D(CR),M(R),19(1),1696,1,0.3,25.3,61.6,0.3,0.9,0.1,7.14
107,Deniz Dogan Eintracht Braunschweig,43, D(C),,19(4),1807,1,0.2,35.4,72.6,-,4.7,-,7.14
108,Ralf Fährmann Schalke,34, GK,,22,1980,-,-,31.0,55.1,-,9.7,-,7.13
109,Sebastian Langkamp Hertha Berlin,34, D(C),,29,2508,-,-,41.7,82.0,-,4.5,-,7.13
110,Sebastian Rudy Hoffenheim,32, D(R),M(CR),26(1),2243,6,1.3,39.0,78.2,0.5,3.3,0.1,7.13
111,Hiroki Sakai Hannover,32, D(CLR),M(R),26,2264,-,0.4,32.9,73.7,0.4,1.0,-,7.12
112,Kevin Großkreutz Borussia Dortmund,34, D(LR),M(CLR),31(2),2804,3,1.2,43.1,80.2,0.5,2.1,-,7.12
113,Rafinha Bayern,37, D(CLR),M(R),25(3),2210,7,1.1,70.2,90.0,0.6,6.1,-,7.12
114,Roman Neustädter Schalke,34, D(C),M(C),31(1),2595,5,1.0,50.6,83.2,-,4.1,0.2,7.12
115,Sven Bender Borussia Dortmund,33, D(C),M(C),18(1),1383,-,0.3,36.9,84.0,0.1,2.5,0.1,7.12
116,Park Joo-Ho Mainz,35, D(L),DMC,26(1),2330,2,0.8,38.1,82.3,0.3,1.8,-,7.12
117,Pavel Krmas Freiburg,42, D(C),,17(2),1517,1,0.2,37.5,82.9,-,3.4,-,7.11
118,Vladimír Darida Freiburg,32, M(CLR),FW,21(2),1886,6,1.3,43.2,75.8,0.4,2.3,-,7.11
119,Tobias Werner Augsburg,37, AM(L),,25(6),2111,7,1.9,16.3,68.7,1.3,1.0,-,7.1
120,Christian Träsch Wolfsburg,35, D(R),M(C),21(1),1826,1,1.1,43.3,78.6,0.8,2.8,-,7.1
121,Nicolai Müller Mainz,35, M(CLR),FW,22(4),2008,3,1.2,20.0,74.3,0.1,0.6,0.2,7.1
122,Alexander Madlung Eintracht Frankfurt,40, D(C),,14(2),1264,1,0.3,34.3,80.3,-,7.1,-,7.09
123,Max Meyer Schalke,27, M(CLR),FW,21(9),1837,3,1.2,27.1,84.5,0.2,1.2,-,7.09
124,Júnior Díaz Mainz,39, D(CL),,15(5),1484,1,0.5,35.8,74.0,0.4,2.3,-,7.09
125,Simon Rolfes Leverkusen,40, M(C),,22(9),2210,3,0.8,36.6,80.5,0.1,2.3,0.1,7.09
126,Vedad Ibisevic Stuttgart,38, FW,,25(2),2163,3,0.8,19.8,66.1,-,0.6,0.1,7.09
127,Martin Lanig Eintracht Frankfurt,38, M(C),,12(3),1051,-,0.5,26.3,77.2,0.1,1.5,-,7.08
128,Ömer Toprak Leverkusen,33, D(C),,27(1),2450,1,0.4,48.5,88.1,-,4.6,-,7.08
129,Jens Grahl Hoffenheim,34, GK,,11,990,-,-,29.3,56.2,-,6.6,-,7.08
130,Josip Drmic Nuernberg,30, AM(LR),FW,30(3),2666,3,1.0,19.7,67.0,0.3,0.4,0.1,7.08
131,Chinedu Obasi Schalke,36, M(R),FW,7(8),591,1,0.4,15.7,74.5,0.1,0.5,-,7.08
132,Koo Ja-Cheol Mainz,33, M(CLR),,8(6),757,2,1.1,21.3,80.2,-,1.1,0.1,7.08
133,Tolgay Arslan Hamburg,32, M(C),,27(5),2483,4,0.9,42.8,85.7,0.2,3.5,0.2,7.08
134,Timothy Chandler Nuernberg,32, D(R),M(LR),19(2),1595,2,0.6,30.7,74.1,0.6,2.0,-,7.07
135,Sami Allagui Hertha Berlin,36, AM(CLR),FW,23(6),1991,2,0.8,19.6,67.5,0.2,0.4,-,7.07
136,Constant Djakpa Eintracht Frankfurt,36, D(L),,19(3),1694,-,1.1,35.8,62.3,1.2,2.8,-,7.07
137,Salif Sané Hannover,32, D(C),DMC,16(3),1410,-,0.2,35.1,77.3,0.1,3.1,0.1,7.07
138,Daniel Ginczek Nuernberg,31, AM(R),FW,12(5),1087,1,0.9,17.8,62.7,0.1,0.4,0.1,7.06
139,Pierre-Emerick Aubameyang Borussia Dortmund,33, M(CLR),FW,21(11),1974,4,0.8,19.2,68.2,0.3,0.3,-,7.05
140,Manuel Neuer Bayern,36, GK,,31,2746,-,-,31.2,88.3,-,7.5,-,7.05
141,Sead Kolasinac Schalke,29, D(CL),DMC,21(3),1860,2,0.4,32.6,77.6,0.3,1.2,-,7.05
142,Giulio Donati Leverkusen,32, D(LR),M(R),20(4),1861,1,0.8,29.8,73.5,0.8,1.3,-,7.05
143,Patrick Herrmann Borussia M.Gladbach,31, M(LR),FW,34,2706,7,1.3,25.8,78.1,0.3,0.9,0.1,7.04
144,Hiroshi Kiyotake Nuernberg,32, AM(CLR),,32(1),2616,8,1.9,34.3,76.8,1.1,1.9,0.2,7.04
145,Makoto Hasebe Nuernberg,38, D(CR),M(CR),14,1260,1,1.1,53.1,80.8,0.1,5.1,-,7.04
146,Michael Mancienne Hamburg,34, D(CLR),M(C),12,1080,-,0.1,48.9,83.6,-,4.9,-,7.03
