,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
77,Angel Rangel Swansea,39, D(R),,29(1),2632,1,0.9,64.5,84.8,0.6,3.9,0.1,7.14
78,Glen Johnson Liverpool,38, D(CLR),M(R),29,2521,2,1.0,50.2,84.1,0.2,2.0,-,7.14
79,Mousa Dembélé Tottenham,35, M(CR),,22(6),1823,1,1.1,40.4,90.8,-,2.6,-,7.14
80,Mikel Arteta Arsenal,40, M(C),,27(4),2407,-,0.6,69.4,92.1,0.2,4.6,0.1,7.14
81,John Terry Chelsea,41, D(C),,34,3060,1,0.1,50.2,90.2,-,3.6,-,7.13
82,Mark Noble West Ham,35, M(C),,38,3344,4,1.5,52.0,82.8,0.8,5.1,0.2,7.13
83,Robert Snodgrass Norwich,35, M(CLR),,29(1),2573,2,2.2,36.8,75.7,2.1,1.0,-,7.13
84,Aleksandar Kolarov Man City,36, D(CL),M(L),21(9),1971,7,1.2,34.0,81.2,0.9,1.7,-,7.12
85,Fabian Delph Aston Villa,32, D(L),M(CL),33(1),3003,2,0.8,46.6,83.6,0.4,3.7,-,7.12
86,Theo Walcott Arsenal,33, M(CLR),FW,9(4),859,4,1.8,19.8,81.4,1.6,0.2,0.1,7.11
87,Kevin Mirallas Everton,35, M(CLR),FW,28(4),2335,7,1.9,22.3,83.9,1.7,0.6,0.1,7.11
88,Scott Dann Crystal Palace,35, D(C),,14,1260,-,-,18.1,68.4,-,2.4,-,7.11
89,Peter Odemwingie Stoke,41, AM(LR),FW,15,1295,1,0.5,29.7,81.2,0.1,1.3,-,7.11
90,Wilfried Bony Swansea,33, FW,,27(7),2473,4,0.7,24.3,74.1,-,0.7,0.1,7.1
91,Vlad Chiriches Tottenham,32, D(CR),,16(1),1414,-,0.3,44.9,88.9,-,5.8,0.1,7.1
92,Gareth McAuley West Brom,42, D(C),,32,2860,-,0.2,28.4,78.1,-,1.7,-,7.1
93,Danny Gabbidon Crystal Palace,43, D(C),,22(1),1974,-,-,20.3,75.8,-,2.0,-,7.09
94,Moussa Sissoko Newcastle,33, M(CR),,35,3036,6,2.2,38.5,81.2,0.8,1.3,0.2,7.09
95,Jay Rodríguez Southampton,33, AM(CLR),FW,30(3),2570,3,0.6,22.1,76.4,0.2,0.7,-,7.09
96,Micah Richards Man City,34, D(CR),,2,161,-,-,35.5,90.1,-,1.0,-,7.08
97,Joe Ledley Crystal Palace,35, M(CL),,14,1249,1,0.7,28.5,80.7,0.2,2.4,-,7.08
98,Geoff Cameron Stoke,37, D(CLR),DMC,37,3286,1,0.6,35.6,72.1,0.5,1.5,-,7.08
99,Samuel Eto'o Chelsea,41, M(CL),FW,16(5),1306,2,1,15.5,76.1,-,0.3,-,7.08
100,Lucas Leiva Liverpool,35, D(C),M(C),20(7),1872,-,0.5,52.8,90.8,0.1,2.3,-,7.07
101,Frank Lampard Chelsea,44, M(C),,20(6),1705,3,1.3,40.2,82.4,1.3,2.4,-,7.07
102,Jon Flanagan Liverpool,29, D(LR),,23,1899,1,0.6,38.5,83.7,0.1,1.5,-,7.07
103,Ramires Chelsea,35, M(CR),,29(1),2610,2,1.1,46.4,83.8,0.3,2.9,0.1,7.07
104,Michael Carrick Man Utd,41, D(C),M(C),26(3),2413,-,1.0,70.7,88.6,0.1,6.0,-,7.06
105,Steven Caulker Cardiff,30, D(C),,38,3420,-,0.2,34.9,74.4,-,1.8,-,7.06
106,Danny Rose Tottenham,32, D(L),M(L),22,1902,1,0.7,41.3,78.9,0.7,2.1,-,7.06
107,Kieran Gibbs Arsenal,33, D(L),M(L),24(4),2055,1,0.5,39.0,79.5,0.4,1.0,-,7.06
108,Kyle Walker Tottenham,32, D(CR),M(R),26,2298,2,1.2,53.7,82.2,0.7,3.8,-,7.06
109,Robin van Persie Man Utd,39, AM(C),FW,18(3),1584,3,0.8,18.4,76.7,0.4,0.9,-,7.06
110,Rafael Man Utd,32, D(LR),M(R),18(1),1421,1,0.9,35.1,78.8,0.5,0.8,-,7.05
111,Robert Huth Stoke,38, D(C),,12,1067,1,0.3,30.0,80.6,-,1.7,0.1,7.05
112,Antolín Alcáraz Everton,40, D(C),,5(1),495,-,-,43.5,83.5,-,4.0,-,7.05
113,Mamadou Sakho Liverpool,32, D(C),,17(1),1481,-,0.1,51.2,92.5,0.1,2.4,-,7.05
114,Wojciech Szczesny Arsenal,32, GK,,37,3330,-,-,26.5,62.4,-,10.1,-,7.04
115,Oscar Chelsea,31, M(CLR),,24(9),2144,2,1.5,38.2,83.3,0.6,2.2,-,7.04
116,Mike Williamson Newcastle,39, D(C),,32(1),2912,-,0.4,32.3,78.5,-,0.8,-,7.04
117,Steve Sidwell Fulham,39, M(C),,36(2),3234,2,0.6,38.6,83.0,0.1,3.3,-,7.03
118,Vito Mannone Sunderland,34, GK,,28(1),2567,-,0.1,34.1,53.3,-,10.2,-,7.03
119,Abdoulaye Diagne-Faye Hull,44, D(CL),DMC,3,270,-,0.3,20.7,66.1,-,1.0,-,7.03
120,Youssouf Mulumbu West Brom,35, M(C),,33(4),3081,2,0.5,52.6,84.8,0.1,3.5,0.1,7.02
121,Marko Arnautovic Stoke,33, AM(CLR),FW,27(3),2257,7,1.6,29.3,80.3,1.1,1.8,0.1,7.02
122,Jason Puncheon Crystal Palace,36, M(CLR),,29(5),2516,2,1.4,27.6,78.5,1,1.5,-,7.02
123,Asmir Begovic Stoke,35, GK,,32,2880,-,-,28.3,59.6,-,12.1,-,7.01
124,Matthew Connolly Cardiff,35, D(CLR),,3,270,-,0.3,32.3,67.0,0.7,1.3,-,7.01
125,Chris Brunt West Brom,37, D(L),M(CLR),25(3),2243,5,1.5,36.5,72.3,1.9,2.7,0.1,7.01
126,Jack Wilshere Arsenal,30, M(CLR),,19(5),1720,4,1.4,50.8,86.1,0.1,2.5,0.4,7.01
127,Cheick Tioté Newcastle,36, M(C),,31(2),2764,1,0.7,63.5,87.2,0.1,3.8,-,7.01
128,Adrian Mariappa Crystal Palace,36, D(CR),,23(1),2113,1,0.3,24.4,74.5,0.3,1.0,-,7.0
129,Davide Santon Newcastle,31, D(LR),,26(1),2224,-,0.9,36.7,79.4,0.5,2.2,0.1,7.0
130,Ahmed El Mohamady Hull,35, D(R),M(R),38,3330,2,1.1,46.0,78.4,1.3,2.2,-,7.0
131,Ross Barkley Everton,28, M(CLR),,25(9),2291,-,0.8,36.2,85.0,0.2,2.7,0.1,7.0
132,Lewis Holtby Fulham,32, M(CLR),,11(2),924,3,1.6,32.4,74.8,0.9,2.2,0.2,7.0
133,Winston Reid West Ham,34, D(C),,18(4),1674,-,0.1,23.6,76.5,-,2.3,-,7.0
134,Mark Schwarzer Chelsea,50, GK,,4,360,-,-,20.3,58.0,-,6.3,-,7.0
135,Aly Cissokho Liverpool,35, D(L),M(L),12(3),1090,1,0.5,29.0,80.2,0.1,0.7,-,6.99
136,Brad Friedel Tottenham,51, GK,,1,90,-,-,24.0,75.0,-,6.0,-,6.99
137,Rickie Lambert Southampton,40, FW,,31(6),2820,10,1.5,30.0,69.7,0.4,1.1,0.1,6.99
138,Maya Yoshida Southampton,34, D(CR),,7(1),632,-,0.1,45.4,81.0,-,4.1,-,6.99
139,David Luiz Chelsea,35, D(C),DMC,15(4),1359,1,0.2,43.1,81.4,0.1,5.4,-,6.98
140,Lukas Podolski Arsenal,37, AM(CLR),FW,14(6),1173,2,0.4,30.0,88.8,0.2,0.4,0.1,6.98
141,Daniel Agger Liverpool,37, D(C),,16(4),1420,1,0.1,39.8,89.1,-,1.9,-,6.97
142,Jonas Olsson West Brom,39, D(C),,32,2819,-,0.2,31.4,77.6,-,3.3,-,6.97
143,Adnan Januzaj Man Utd,27, AM(CLR),,15(12),1641,3,1.1,22.1,81.6,1.1,0.9,0.2,6.96
144,Fábio Man Utd,32, D(LR),M(R),1,90,-,1.0,51.0,88.2,1,-,-,6.96
145,Erik Pieters Stoke,34, D(CL),M(L),34(2),2903,2,0.4,33.7,75.6,0.3,1.4,-,6.95
146,Ben Turner Cardiff,34, D(C),,30(1),2721,1,0.2,33.7,71.4,0.1,2.6,-,6.95
147,Billy Jones West Brom,35, D(CLR),M(R),21,1741,-,0.4,32.2,81.5,0.5,1.3,-,6.95
148,Jonny Evans Man Utd,34, D(CL),,17,1378,-,0.1,47.4,87.3,-,4.7,-,6.95
149,Yannick Bolasie Crystal Palace,33, AM(LR),FW,23(6),2039,4,0.9,15.6,73.2,0.8,0.3,0.1,6.94
150,Nathaniel Clyne Southampton,31, D(LR),M(R),20(5),1862,4,1.1,38.6,81.7,0.6,1.0,-,6.94
151,Jonjo Shelvey Swansea,30, M(C),,29(3),2476,6,1.4,50.4,83.0,0.9,5.8,0.2,6.94
152,Antonio Valencia Man Utd,37, D(R),M(R),20(9),1941,3,0.9,36.3,85.2,0.6,0.8,0.1,6.94
153,Matija Nastasic Man City,29, D(C),,11(2),1028,-,0.1,46.5,91.9,-,2.8,-,6.94
154,Marouane Chamakh Crystal Palace,38, AM(C),FW,27(5),2308,2,1.1,29.3,71.2,0.1,0.3,0.1,6.94
155,Craig Dawson West Brom,32, D(CR),,10(2),950,2,0.3,21.9,76.0,0.1,1.1,-,6.93
156,Graham Dorrans West Brom,35, M(CLR),,12(2),1106,-,2.3,34.7,82.9,1.5,1.9,-,6.93
157,Roger Johnson West Ham,39, D(C),,2(2),272,-,-,20.8,59.0,-,2.3,-,6.93
158,Ryan Shawcross Stoke,35, D(C),,37,3292,-,0.2,34.4,74.4,-,3.6,-,6.93
159,Ron Vlaar Aston Villa,37, D(C),,32,2806,1,0.1,34.3,76.9,-,3.6,-,6.93
160,Modibo Diakité Sunderland,35, D(CR),,7,630,-,-,38.3,82.5,-,1.6,-,6.93
161,Jan Vertonghen Tottenham,35, D(CL),,23,2004,-,0.4,43.2,82.9,0.2,3.2,-,6.93
162,Etienne Capoue Tottenham,34, D(C),M(CL),8(4),687,-,0.3,35.3,84.2,-,2.8,-,6.93
163,Steven Davis Southampton,37, M(CLR),,28(6),2502,7,1.7,53.8,84.5,0.9,3.3,0.1,6.92
164,Tom Lawrence Man Utd,28, AM(CLR),FW,1,70,-,2,43.0,86.0,-,-,-,6.92
165,Andros Townsend Tottenham,31, AM(LR),FW,12(13),1226,-,1.1,20.4,84.9,0.6,0.3,-,6.92
166,Kolo Touré Liverpool,41, D(C),,15(5),1439,2,0.4,35.4,86.4,-,2.2,0.1,6.91
167,Stewart Downing West Ham,38, D(L),M(CLR),29(3),2511,2,2,25.8,80.4,2.6,2,0.1,6.91
168,Joseph Yobo Norwich,42, D(C),,8,720,-,0.1,27.4,81.3,-,2.9,-,6.91
169,Ashley Cole Chelsea,41, D(L),M(L),15(2),1387,2,1,41.1,90.0,0.2,1.7,-,6.91
170,Morgan Amalfitano West Brom,37, M(CLR),,26(2),2152,3,1.6,25.4,78.5,1.6,0.6,-,6.91
171,Ben Davies Swansea,29, D(CL),M(L),32(2),2874,1,0.9,48.6,84.3,0.6,1.5,-,6.91
172,Jussi Jääskeläinen West Ham,47, GK,,18,1620,1,0.1,24.5,42.6,-,7.7,-,6.9
173,Joleon Lescott Man City,40, D(CL),,8(2),784,-,-,42.7,89.5,-,1.7,-,6.9
174,Fernando Torres Chelsea,38, FW,,16(12),1572,5,1,16.0,66.7,0.1,0.4,-,6.9
175,Álvaro Negredo Man City,37, FW,,21(11),1726,3,1,17.3,76.7,0.2,0.9,0.1,6.89
176,Paulinho Tottenham,34, M(CR),,28(2),2381,2,0.8,42.9,84.5,0.1,2.0,0.1,6.89
177,Joe Allen Liverpool,32, M(C),,15(9),1438,-,0.8,34.3,86.7,-,1.3,0.1,6.89
178,Ryan Bennett Norwich,32, D(C),,14(2),1348,-,0.1,29.6,75.9,-,2.2,-,6.89
179,Juan Mata Chelsea,34, AM(CLR),,11(2),834,2,2.3,41.3,88.1,1.8,2.4,0.2,6.89
180,Fernando Amorebieta Fulham,37, D(CL),,20(3),1846,-,0.2,29.5,76.0,-,3.5,-,6.89
181,Roland Lamah Swansea,34, M(CLR),,4(5),455,2,1.3,27.1,87.3,0.8,1.4,-,6.89
182,Leroy Fer Norwich,32, M(CL),,28(1),2466,1,1.0,39.8,83.6,-,2.9,0.2,6.89
183,Tim Howard Everton,43, GK,,37,3263,1,0.1,28.0,59.8,-,6.0,-,6.89
184,André Schürrle Chelsea,32, M(CLR),FW,15(15),1327,2,1.0,17.2,82.6,0.6,0.4,-,6.88
185,Victor Wanyama Southampton,31, DMC,,19(4),1661,-,0.3,48.0,84.3,-,3.3,-,6.88
186,Jonathan de Guzmán Swansea,35, M(CLR),,26(8),2357,4,1.5,51.7,88.3,1.6,3.6,-,6.88
187,Mohamed Salah Chelsea,30, AM(CLR),FW,6(4),501,1,0.9,22.0,82.3,0.2,0.4,-,6.88
188,Serge Gnabry Arsenal,27, AM(CLR),FW,5(4),464,-,0.6,26.4,85.3,-,0.3,0.1,6.88
189,Ciaran Clark Aston Villa,33, D(CL),,23(4),2203,-,0.3,31.9,72.9,0.1,2.2,-,6.87
190,Michael Turner Norwich,38, D(C),,22,1944,-,0.3,30.9,82.2,-,1.9,-,6.87
191,Maynor Figueroa Hull,39, D(CL),M(L),31(1),2717,-,0.3,35.7,73.7,0.4,2.1,-,6.87
192,Harry Kane Tottenham,29, AM(C),FW,6(4),500,-,0.7,16.0,76.9,-,0.6,-,6.87
193,Phil Bardsley Sunderland,37, D(LR),,26,2249,-,0.7,33.7,75.9,0.3,1.9,-,6.87
194,Peter Whittingham Cardiff,38, M(CL),,30(2),2661,5,1.7,41.1,81.4,1.8,2.9,0.1,6.86
195,Tomás Kalas Chelsea,29, D(CR),,2,180,-,-,22.0,95.5,-,3.5,-,6.86
196,Shane Long Hull,35, AM(R),FW,15,1208,1,0.9,20.5,65.1,0.7,0.3,-,6.86
197,Mohamed Diamé West Ham,35, M(CLR),,29(6),2485,2,0.6,17.4,79.0,0.5,0.8,-,6.86
198,Liam Rosenior Hull,38, D(LR),M(LR),22(7),1988,2,0.7,33.3,72.0,0.6,1.4,-,6.86
199,George McCartney West Ham,41, D(L),,20(2),1841,-,0.5,29.7,78.9,0.3,2.1,-,6.85
200,Calum Chambers Southampton,27, D(CR),DMC,18(4),1641,-,0.5,39.0,79.5,0.8,1.1,-,6.85
201,José Enrique Liverpool,36, D(L),M(L),6(2),602,2,1.1,40.8,80.4,0.4,3.1,-,6.85
202,Adam Johnson Sunderland,35, M(CLR),,28(8),2446,5,1.8,21.6,77.7,1.3,1.8,0.1,6.85
203,Modibo Maiga West Ham,35, FW,,11(3),1007,2,0.9,18.2,60.4,0.1,0.1,0.1,6.85
204,Leon Osman Everton,41, M(CLR),,27(11),2174,5,0.7,36.7,87.5,0.1,1.9,0.1,6.85
205,Claudio Yacob West Brom,35, DMC,,22(5),1844,-,0.3,35.2,87.2,-,1.9,-,6.84
206,Nathan Redmond Norwich,28, AM(CLR),FW,23(11),2159,3,1.0,20.4,77.9,1.1,1.0,0.1,6.84
207,Danny Welbeck Man Utd,31, AM(CLR),FW,15(10),1461,1,0.5,20.9,87.4,-,0.5,-,6.84
208,John Stones Everton,28, D(CR),,15(6),1368,-,0.3,36.9,89.8,-,4.3,-,6.84
209,Michu Swansea,36, AM(C),FW,15(2),1289,2,1.5,30.7,80.5,-,0.7,0.2,6.84
210,Kyle Bartley Swansea,31, D(C),,1(1),91,-,-,18.0,94.4,-,1.5,-,6.84
211,Scott Parker Fulham,42, M(C),,27(2),2318,1,0.6,47.3,86.1,-,3.0,0.1,6.83
212,Ravel Morrison West Ham,29, M(C),FW,12(4),1155,2,0.7,32.6,86.4,0.1,3.3,0.1,6.83
213,Guy Demel West Ham,41, D(R),,30(2),2638,-,0.4,26.4,73.1,0.6,0.7,-,6.83
214,Juan Cala Cardiff,32, D(C),,7,585,-,0.1,25.1,70.5,0.1,3.6,-,6.83
215,Brede Hangeland Fulham,41, D(C),,23,1908,-,0.1,35.6,82.4,-,4.2,-,6.83
216,Ashley Westwood Aston Villa,32, DMC,,35,3081,2,1.9,46.5,82.9,1.3,4.8,-,6.82
217,Adrián West Ham,35, GK,,20,1800,-,0.1,28.6,48.3,-,12.0,-,6.82
218,Carlos Cuellar Sunderland,41, D(C),,4,342,-,0.3,24.3,73.2,-,1.5,-,6.82
219,Petr Cech Chelsea,40, GK,,34,3060,-,0.1,23.0,52.9,-,6.7,-,6.82
220,James Chester Hull,33, D(CLR),,22(2),1868,-,0.2,29.5,80.8,-,1.9,-,6.82
221,Charlie Adam Stoke,36, M(C),,20(11),1760,4,1.1,29.3,74.1,1,2.8,0.1,6.81
222,Jordon Mutch Cardiff,30, M(CL),,26(9),2264,5,0.9,28.5,74.2,0.5,1.6,0.1,6.81
223,Marc Muniesa Stoke,30, D(CL),,7(6),827,-,0.2,27.1,83.8,-,1.4,-,6.81
224,Jake Livermore Hull,32, D(C),DMC,34(2),3054,4,1.0,46.1,82.9,0.1,3.3,0.1,6.81
225,Marc Albrighton Aston Villa,32, D(R),M(LR),9(10),968,4,1.8,18.8,72.3,2.2,1.3,-,6.81
226,Connor Wickham Sunderland,29, AM(L),FW,10(5),848,1,0.3,15.9,68.5,0.1,0.7,0.1,6.81
227,James Morrison West Brom,36, M(CR),,23(9),2210,3,1.1,37.6,83.0,0.4,2.7,0.1,6.8
228,Nathan Dyer Swansea,34, M(LR),,19(8),1751,2,1.0,30.2,86.9,0.4,0.2,-,6.8
229,Ki Sung-Yeung Sunderland,33, DMC,,25(2),2185,1,1.0,44.3,90.7,0.1,3.6,-,6.8
230,Steven Nzonzi Stoke,33, M(C),,34(2),3041,1,0.9,56.9,87.2,0.1,2.8,-,6.8
231,Fabio Borini Sunderland,31, M(CLR),FW,25(7),2145,2,0.8,18.5,76.6,0.2,1.0,-,6.8
232,Steven Whittaker Norwich,38, D(LR),,16(4),1423,1,0.7,31.7,73.1,0.3,2.5,0.1,6.8
233,Yoan Gouffran Newcastle,36, M(CLR),FW,31(4),2626,3,0.8,29.3,83.6,0.2,1.1,-,6.8
234,Julian Speroni Crystal Palace,43, GK,,37,3330,-,0.1,28.1,40.7,-,9.0,-,6.8
235,Philippe Senderos Fulham,37, D(C),,12,1027,1,0.2,35.0,87.1,0.1,2.6,-,6.79
236,Jack Cork Southampton,33, DMC,,21(7),1736,1,0.5,47.6,86.0,0.1,4.0,-,6.79
237,Bradley Guzan Aston Villa,38, GK,,38,3420,1,0.1,34.4,48.2,-,12.5,-,6.78
238,Fabricio Coloccini Newcastle,40, D(C),,27,2405,-,0.1,41.7,86.0,-,3.8,-,6.78
239,Kévin Théophile-Catherine Cardiff,33, D(CLR),,26(2),2357,-,0.4,31.0,66.1,0.8,0.9,-,6.78
240,Oussama Assaidi Stoke,34, AM(L),FW,12(7),1112,-,1,14.9,87.6,1.1,0.1,-,6.78
