,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
21,Raheem Sterling Liverpool,27, M(CLR),FW,24(9),2221,1.3,0.6,1.6,-,0.4,0.9,-,-,7.4
22,Fernandinho Man City,37, D(CR),DMC,29(4),2609,2.9,1.8,1.6,0.2,1.4,1.9,0.1,-,7.4
23,Curtis Davies Hull,37, D(C),,37,3326,2,2.8,0.7,0.5,8.8,0.8,0.9,-,7.4
24,Martín Demichelis Man City,41, D(C),,27,2430,2,2.6,0.7,0.7,6.8,1.1,0.3,-,7.39
25,Bryan Oviedo Everton,32, D(L),M(L),8(1),718,3.2,0.9,1.2,0.2,1.7,0.4,-,1,7.38
26,Olivier Giroud Arsenal,36, FW,,36,3083,0.9,0.5,1.3,0.1,1.1,0.6,0.2,-,7.36
27,Santi Cazorla Arsenal,37, M(CLR),,30(1),2597,1.5,1,0.5,-,0.7,1.5,0.1,-,7.36
28,Marcos Alonso Sunderland,31, D(CL),M(L),16,1440,3.3,2.4,1.3,-,4.0,1.4,0.1,-,7.34
29,Samir Nasri Man City,35, M(CLR),,29(5),2499,1.1,0.6,0.6,-,0.3,0.4,-,-,7.34
30,Séamus Coleman Everton,34, D(CR),M(R),36,3229,2.0,1.3,0.7,0.4,2.4,0.5,0.3,1,7.32
31,Dejan Lovren Southampton,33, D(C),,31,2788,2.0,2.7,0.8,1.4,7.8,0.5,0.3,-,7.32
32,Patrice Evra Man Utd,41, D(CL),M(L),33,2884,2.4,1.5,1.1,0.1,5.5,0.9,0.2,-,7.32
33,Laurent Koscielny Arsenal,37, D(C),,32,2742,1.7,2.8,0.9,1,7.3,0.3,0.7,-,7.32
34,Juan Mata Man Utd,34, AM(CLR),,14(1),1231,1.1,0.6,0.5,-,0.5,1.4,-,-,7.31
35,Romelu Lukaku Everton,29, AM(R),FW,29(2),2564,0.3,0.1,0.8,-,0.6,0.2,0.1,-,7.31
36,Gary Cahill Chelsea,36, D(C),,29(1),2623,1.1,1.0,0.4,0.6,6.8,0.3,0.7,-,7.29
37,Branislav Ivanovic Chelsea,38, D(CR),,36,3180,1.8,1.0,1.3,0.4,5.0,0.4,0.2,-,7.29
38,Joel Ward Crystal Palace,33, D(CLR),DMC,36,3240,3.2,2.4,0.9,0.2,4.7,0.8,0.3,-,7.28
39,Gareth Barry Everton,41, M(C),,32,2849,2.7,1.6,1.6,0.1,2.5,1.3,0.6,-,7.28
40,Mesut Özil Arsenal,34, M(CLR),,25(1),2150,0.9,0.2,0.3,-,0.1,0.9,0.1,-,7.27
41,César Azpilicueta Chelsea,33, D(CLR),M(R),26(3),2325,3.4,1.7,1.0,0.1,4.8,1.0,0.3,1,7.26
