,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
313,Arkadiusz Reca Spezia,27, D(L),M(L),22(3),1779,1.2,1.3,0.9,0.2,1.7,0.4,0.3,-,6.47
314,Roberto Gagliardini Inter,28, DMC,,6(12),640,0.7,0.5,1.3,-,0.3,0.7,0.3,-,6.47
315,Ante Rebic AC Milan,28, AM(CLR),FW,6(18),876,0.6,0.1,0.8,-,0.1,0.5,-,-,6.47
316,Lassana Coulibaly Salernitana,26, M(CL),,29(2),2341,1.9,0.7,1.1,-,0.8,1.2,0.4,-,6.47
317,Riccardo Sottil Fiorentina,23, AM(LR),,14(10),1245,0.4,-,0.6,-,0.1,0.3,-,-,6.47
318,Federico Bonazzoli Salernitana,25, AM(C),FW,19(13),1867,0.8,0.2,1.0,-,0.2,0.6,-,-,6.47
319,Dimitrije Kamenovic Lazio,22, Defender,,0(1),45,1,2,1.0,1,1.0,-,-,-,6.47
320,Vid Belec Salernitana,32, GK,,21(2),1936,-,-,-,-,0.7,-,-,-,6.47
321,Cristian Molinaro Venezia,39, D(L),M(L),6(2),549,1.5,0.8,0.9,0.1,2.4,0.3,0.3,-,6.47
322,Rey Manaj Spezia,25, FW,,19(11),1768,0.6,0.1,1.8,-,0.4,0.7,-,-,6.47
323,Giuseppe Pezzella Atalanta,24, D(L),M(L),10(11),1068,1.3,0.4,0.9,-,0.5,0.5,0.2,-,6.46
324,Kevin Bonifazi Bologna,26, D(C),,14(8),1209,1.1,0.7,0.7,0.1,1.6,-,0.3,1,6.46
325,Samuele Ricci Torino,21, M(C),,9(3),725,0.7,1.2,1.2,0.1,0.8,0.3,0.1,-,6.46
326,Giulio Maggiore Spezia,24, M(C),,33(2),2835,1.7,0.8,1.8,-,0.9,1.3,0.1,-,6.46
327,Norbert Gyömbér Salernitana,30, D(CR),DMC,30(1),2566,1.7,1.4,1.5,0.4,3.9,0.5,0.8,-,6.46
328,Cristian Volpato Roma,18, Midfielder,,0(3),36,0.3,-,0.3,-,-,-,-,-,6.46
329,Matteo Lovato Atalanta,22, D(C),,3(3),303,0.8,1.2,0.8,-,1.3,0.2,0.3,-,6.46
330,Riccardo Gagliolo Salernitana,32, D(CL),,12(5),1135,1.4,1.6,0.5,0.5,3.0,0.6,0.5,-,6.46
331,Salvador Ferrer Spezia,24, D(R),,14(13),1489,1.2,0.7,0.5,0.1,1.6,0.5,0.5,-,6.45
332,Ivan Radovanovic Salernitana,33, D(C),DMC,12(2),1055,0.8,0.5,0.6,0.4,2.0,0.9,0.5,-,6.45
333,Federico Di Francesco Empoli,28, M(LR),FW,17(9),1378,0.6,0.3,1.1,-,0.3,0.5,-,-,6.45
334,Leo Ostigard Genoa,22, D(C),,13(2),1172,1.1,0.5,1.0,0.5,3.4,0.1,0.7,-,6.45
335,Luca Ceppitelli Cagliari,33, D(C),,16(8),1445,1.0,1.0,0.8,0.6,2.3,0.5,0.6,-,6.44
