,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
232,Danilo Cataldi Lazio,28, M(C),,19(13),1713,2,0.8,41.6,88.9,0.6,2.0,0.1,6.57
233,Federico Bernardeschi Juventus,28, M(CLR),FW,16(12),1480,2,0.6,18.8,82.1,0.3,1.0,0.1,6.57
234,Erick Pulgar Fiorentina,28, DMC,,4(2),341,1,1.2,38.8,88.0,0.5,2.2,-,6.57
235,Jérémie Boga Atalanta,25, AM(CLR),FW,7(8),765,-,1.3,25.7,82.6,0.5,0.6,-,6.57
236,Dennis Praet Torino,28, AM(CR),,17(6),1544,2,1.1,22.8,77.5,0.6,0.6,0.2,6.57
237,Thomas Henry Venezia,27, FW,,23(10),2122,3,0.6,12.7,61.9,-,0.4,0.1,6.57
238,Samuele Ricci Empoli,21, M(C),,17(4),1533,1,0.3,43.9,89.9,-,2.2,-,6.57
239,Alessio Cragno Cagliari,28, GK,,35,3150,-,-,31.3,60.9,-,10.6,-,6.57
240,Riccardo Saponara Fiorentina,30, AM(CL),,13(16),1287,3,0.7,18.0,79.7,0.3,1.1,-,6.57
241,Grigoris Kastanos Salernitana,24, AM(CR),,16(11),1346,1,1.0,19.5,75.1,0.6,0.7,0.1,6.57
242,Matias Viña Roma,24, D(L),M(L),18(8),1566,1,0.4,25.2,79.1,0.3,1.0,-,6.57
243,Matteo Politano Napoli,29, AM(CLR),FW,20(13),1659,4,1.0,19.5,77.3,0.8,0.7,-,6.56
244,Jean-Victor Makengo Udinese,24, AM(CL),,26(7),2360,3,0.8,25.0,84.2,0.1,0.6,0.1,6.56
245,Rogerio Sassuolo,24, D(L),M(L),19(4),1733,1,1.2,40.4,85.7,0.8,2.0,-,6.56
246,Ainsley Maitland-Niles Roma,24, D(LR),M(CLR),7(1),493,-,0.6,29.1,78.5,0.5,1.6,0.1,6.56
247,Ridgeciano Haps Venezia,29, D(L),M(L),24(1),2062,1,0.5,26.1,75.2,0.3,1.3,-,6.56
248,Denis Zakaria Juventus,25, D(C),DMC,6(3),598,1,0.3,18.0,79.6,-,0.7,-,6.56
249,Stephan El Shaarawy Roma,29, AM(CLR),FW,8(19),1047,-,1.1,19.2,84.2,0.1,1.1,0.1,6.56
250,Marash Kumbulla Roma,22, D(C),,13(4),1030,-,0.2,37.1,86.1,0.1,2.3,-,6.56
251,Armando Izzo Torino,30, D(C),,6(5),526,-,-,27.0,78.8,-,2.3,-,6.56
252,Kelvin Amian Spezia,24, D(CLR),,31(1),2652,1,0.4,26.8,77.2,0.1,0.8,-,6.56
253,Andrea Cambiaso Genoa,22, D(R),M(L),21(5),1795,4,0.6,25.7,82.2,0.3,0.5,-,6.56
254,Daniele Rugani Juventus,28, D(C),,9(3),881,-,0.1,45.4,91.0,-,2.3,-,6.56
255,Lorenzo De Silvestri Bologna,34, D(R),M(R),27(4),2300,2,0.7,34.6,73.3,0.4,1.4,-,6.55
256,Marco Silvestri Udinese,31, GK,,35,3150,-,0.1,23.5,65.1,-,5.3,-,6.55
257,Thomas Strakosha Lazio,27, GK,,23,2070,-,-,28.0,81.1,-,6.3,-,6.55
258,Isaac Success Udinese,26, AM(LR),FW,11(11),911,7,0.7,12.0,64.8,-,0.4,0.3,6.55
259,Nehuén Pérez Udinese,22, D(C),,19(1),1695,1,0.3,33.2,77.8,-,2.5,-,6.54
260,David Zima Torino,21, D(C),,13(7),1310,1,0.3,30.4,84.8,-,1.1,0.1,6.54
261,Eljif Elmas Napoli,22, M(CLR),,12(25),1601,5,0.6,21.5,87.8,-,0.5,0.1,6.54
262,Alessandro Berardi Verona,31, Goalkeeper,,1,90,-,-,26.0,34.6,-,4.0,-,6.54
263,Diego Godín Cagliari,36, D(C),,9(2),819,1,0.2,39.8,90.0,-,2.4,0.1,6.54
264,Rade Krunic AC Milan,28, M(CL),,15(13),1414,2,0.6,19.5,84.8,-,0.5,-,6.54
265,Emmanuel Gyasi Spezia,28, M(LR),FW,35(1),3045,-,0.6,24.9,83.6,0.1,0.4,-,6.54
266,Ciprian Tatarusanu AC Milan,36, GK,,6,540,-,-,31.7,76.8,-,6.8,-,6.54
267,Manolo Portanova Genoa,22, AM(CL),,17(7),1333,-,0.4,11.5,62.3,0.3,0.2,-,6.53
268,Matteo Lovato Cagliari,22, D(C),,14(2),1243,-,0.3,36.7,82.6,-,2.7,-,6.53
269,Niki Mäenpää Venezia,37, GK,,16(1),1485,1,0.1,26.4,62.5,-,5.2,0.1,6.53
270,Arthur Cabral Fiorentina,24, FW,,8(6),750,2,0.5,10.0,78.6,-,0.3,0.1,6.53
271,Gian Marco Ferrari Sassuolo,30, D(C),,35(1),3127,-,0.2,62.4,90.0,-,4.6,-,6.53
272,Albin Ekdal Sampdoria,33, M(C),,19(7),1641,-,0.3,28.5,79.2,-,1.2,-,6.53
273,Mattia Destro Genoa,31, FW,,21(6),1754,1,0.4,12.4,58.1,-,0.2,-,6.53
274,Roberto Pereyra Udinese,31, M(CLR),FW,22(2),1799,5,1.0,33.7,87.1,0.3,1.0,-,6.53
275,Antonio Vacca Venezia,32, M(C),,15(6),1070,1,0.2,33.1,85.6,-,3.0,-,6.53
276,Maya Yoshida Sampdoria,34, D(CR),,19(7),1823,3,0.3,36.8,84.8,-,2.8,0.1,6.53
277,Martin Erlic Spezia,24, D(C),,30,2579,-,0.2,36.4,80.6,-,2.7,-,6.53
278,Gaetano Castrovilli Fiorentina,25, M(C),,16(7),1400,1,0.6,21.3,80.2,0.3,1.1,-,6.52
279,Adrien Silva Sampdoria,33, M(C),,12(5),1086,1,0.5,34.9,85.5,0.2,2.5,-,6.52
280,Miguel Veloso Verona,36, M(C),,17(5),1347,3,1.1,37.9,83.0,1,2.3,-,6.52
281,Gary Medel Bologna,35, D(C),DMC,32(1),2831,1,0.1,50.9,89.3,-,5.1,-,6.52
282,Aimar Sher Spezia,19, Midfielder,,0(1),45,-,-,21.0,90.5,-,-,-,6.52
283,Fabiano Parisi Empoli,21, D(L),,16(9),1474,1,0.4,22.8,77.9,-,1.3,-,6.52
284,Elseid Hysaj Lazio,28, D(LR),M(R),24(5),2031,-,0.4,42.8,87.4,0.3,1.2,0.1,6.52
285,Manuel Lazzari Lazio,28, D(R),M(R),16(15),1655,3,0.4,25.7,87.7,0.3,0.5,-,6.51
286,Nikola Maksimovic Genoa,30, D(CR),M(R),13(1),1116,-,0.1,36.0,83.3,0.1,2.4,-,6.51
287,Petko Hristov Spezia,23, D(C),,13(4),1245,1,0.2,36.4,80.7,-,2.5,-,6.51
288,Felipe Caicedo Genoa,33, FW,,1(8),279,2,0.7,8.3,68.0,-,-,0.1,6.51
289,Juan Jesus Napoli,31, D(CL),,14(7),1273,-,0.2,39.8,88.5,-,1.2,-,6.51
290,Jacopo Dezi Venezia,30, Midfielder,,0(1),16,-,1,22.0,95.5,1,3.0,-,6.51
291,Tolgay Arslan Udinese,32, M(C),,22(8),1677,1,0.5,21.4,81.8,0.2,0.8,-,6.51
292,Razvan Marin Cagliari,26, M(C),,31(5),2817,5,1.9,32.2,81.3,1.3,2.3,0.1,6.5
293,Adama Soumaoro Bologna,30, D(CR),,26(2),2267,-,-,36.8,89.2,-,1.1,-,6.5
294,Diego Coppola Verona,18, Defender,,3(1),249,-,-,24.5,78.6,-,0.3,-,6.5
295,Gianluca Busio Venezia,20, M(C),,23(6),1956,2,0.6,29.3,84.6,0.4,1.9,-,6.49
296,Lorenzo Tonelli Empoli,32, D(C),,8(6),868,-,0.4,39.7,82.9,0.1,3.3,0.1,6.49
297,Lucas Leiva Lazio,35, D(C),M(C),19(16),1698,1,0.2,35.1,92.1,-,1.1,-,6.49
298,Tommaso Augello Sampdoria,27, D(L),,25(11),2398,1,0.5,29.4,78.9,0.4,1.2,-,6.49
299,Sofian Kiyine Venezia,24, AM(CL),,14(12),1239,-,0.7,18.0,79.3,0.4,1.8,0.1,6.49
300,David Okereke Venezia,24, AM(CR),FW,24(8),2064,-,0.4,13.3,72.4,0.2,0.5,-,6.49
301,Nicolas Haas Empoli,26, M(C),,11(5),1007,2,0.8,27.1,79.7,0.1,1.1,0.1,6.49
302,Lorenzo Montipò Verona,26, GK,,34,3060,-,-,24.8,49.9,-,6.2,-,6.49
303,Marko Pjaca Torino,27, AM(CL),FW,13(11),1146,-,0.6,16.6,77.9,0.3,0.3,-,6.48
304,Alessandro Deiola Cagliari,27, M(C),,28(5),2147,1,0.4,22.9,77.5,0.1,1.6,-,6.48
305,Lazar Samardzic Udinese,20, Midfielder,,1(21),472,2,0.9,10.0,84.1,0.5,0.5,0.1,6.48
306,Leonardo Pavoletti Cagliari,33, FW,,14(19),1508,1,0.5,14.6,64.8,-,0.2,-,6.48
307,Arthur Juventus,26, DMC,,11(9),957,-,0.3,34.9,89.7,-,2.2,0.1,6.48
308,Cristian Ansaldi Torino,35, D(CLR),M(CLR),5(14),678,3,0.9,14.7,74.6,1.1,1.5,0.1,6.48
309,Ignacio Pussetto Udinese,26, AM(CLR),FW,11(17),1202,4,0.5,9.4,71.8,0.1,0.3,-,6.48
310,Bartlomiej Dragowski Fiorentina,25, GK,,7,557,-,-,45.7,79.1,-,9.7,-,6.48
311,Tomás Rincón Sampdoria,34, M(CR),,13(4),1171,-,0.2,33.4,84.3,-,2.1,-,6.48
312,Pietro Ceccaroni Venezia,26, D(C),,35,3122,1,0.2,47.5,82.6,0.2,2.4,-,6.47
313,Arkadiusz Reca Spezia,27, D(L),M(L),22(3),1779,2,0.5,26.3,72.9,0.4,1.4,-,6.47
314,Roberto Gagliardini Inter,28, DMC,,6(12),640,2,0.3,18.2,86.6,-,0.5,-,6.47
315,Ante Rebic AC Milan,28, AM(CLR),FW,6(18),876,2,1.2,11.0,63.4,0.4,0.5,-,6.47
316,Lassana Coulibaly Salernitana,26, M(CL),,29(2),2341,-,0.3,26.2,82.7,0.1,0.9,-,6.47
317,Riccardo Sottil Fiorentina,23, AM(LR),,14(10),1245,2,0.6,14.0,85.1,0.4,0.7,-,6.47
318,Federico Bonazzoli Salernitana,25, AM(C),FW,19(13),1867,-,0.3,16.3,77.1,0.1,1.1,-,6.47
319,Dimitrije Kamenovic Lazio,22, Defender,,0(1),45,-,-,20.0,75.0,-,2.0,-,6.47
320,Vid Belec Salernitana,32, GK,,21(2),1936,-,-,21.7,59.0,-,7.1,-,6.47
321,Cristian Molinaro Venezia,39, D(L),M(L),6(2),549,1,0.6,31.6,75.9,0.5,2.3,-,6.47
322,Rey Manaj Spezia,25, FW,,19(11),1768,-,0.4,14.7,74.3,0.1,0.1,-,6.47
323,Giuseppe Pezzella Atalanta,24, D(L),M(L),10(11),1068,2,0.4,24.2,79.5,0.2,0.8,-,6.46
324,Kevin Bonifazi Bologna,26, D(C),,14(8),1209,-,0.2,31.3,81.3,-,2.5,0.1,6.46
325,Samuele Ricci Torino,21, M(C),,9(3),725,-,0.3,32.8,92.9,-,1.6,-,6.46
326,Giulio Maggiore Spezia,24, M(C),,33(2),2835,3,0.9,31.4,75.6,-,1.3,0.1,6.46
327,Norbert Gyömbér Salernitana,30, D(CR),DMC,30(1),2566,-,0.2,31.0,78.3,0.2,2.4,-,6.46
328,Cristian Volpato Roma,18, Midfielder,,0(3),36,-,0.3,8.0,83.3,-,0.3,-,6.46
329,Matteo Lovato Atalanta,22, D(C),,3(3),303,1,0.3,31.8,86.4,-,1.8,-,6.46
330,Riccardo Gagliolo Salernitana,32, D(CL),,12(5),1135,1,0.1,27.5,80.1,0.2,1.8,-,6.46
331,Salvador Ferrer Spezia,24, D(R),,14(13),1489,2,0.6,22.5,76.8,0.5,1.2,-,6.45
332,Ivan Radovanovic Salernitana,33, D(C),DMC,12(2),1055,1,0.4,36.9,82.8,0.1,3.9,-,6.45
333,Federico Di Francesco Empoli,28, M(LR),FW,17(9),1378,-,0.5,13.2,71.6,0.1,0.5,-,6.45
334,Leo Ostigard Genoa,22, D(C),,13(2),1172,-,0.1,36.8,70.8,-,2.3,-,6.45
335,Luca Ceppitelli Cagliari,33, D(C),,16(8),1445,1,0.1,32.7,84.6,0.1,2.3,-,6.44
336,Hans Hateboer Atalanta,28, D(R),M(R),16(5),1391,-,0.6,32.9,85.4,0.5,0.6,-,6.44
337,Stefan Strandberg Salernitana,32, D(C),DMC,11,934,-,0.2,47.5,81.8,0.1,4.8,-,6.44
338,Matteo Gabbia AC Milan,22, D(C),,6(2),537,-,0.1,54.5,86.5,-,3.5,-,6.44
339,Dejan Kulusevski Juventus,22, AM(CR),FW,5(15),762,3,0.5,11.6,81.8,0.1,0.3,0.1,6.43
