,name,age,position1,position2,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Rating,WC_Rating
78,Kevin De Bruyne ,31, M(CLR),FW,25(5),2205,15,8,2.6,2.9,1.0,7.63,0
79,Mohamed Salah ,30, AM(CLR),FW,30(5),2763,23,13,4.0,1.8,1.5,7.54,0
80,Son Heung-Min ,30, M(CLR),FW,35,3021,23,7,2.5,2.1,1.5,7.51,0
81,Harry Kane ,29, AM(C),FW,36(1),3232,17,9,3.6,1.4,1.5,7.45,0
82,Luis Díaz ,25, AM(L),,11(2),964,4,3,2.9,1.5,2.4,7.44,0
83,Sadio Mané ,30, AM(CLR),FW,32(2),2825,16,2,2.9,1.2,1.4,7.3,0
84,Phil Foden ,22, AM(CLR),FW,24(4),2133,9,5,2.0,1.4,1.3,7.29,0
85,Ivan Toney ,26, FW,,32(1),2908,12,5,2.7,1.3,0.7,7.28,0
86,Bernardo Silva ,28, M(CLR),FW,33(2),2861,8,4,1.3,1.7,1.5,7.27,0
87,Raheem Sterling ,27, M(CLR),FW,23(7),2127,13,5,1.9,1.4,1.8,7.2,0
88,Gabriel Jesus ,25, AM(LR),FW,21(7),1880,8,8,2.3,1.4,1.6,7.19,0
89,Dejan Kulusevski ,22, AM(CR),FW,14(4),1267,5,8,1.4,1.4,1.4,7.19,0
90,Jack Grealish ,26, AM(CL),FW,22(4),1917,3,3,1.7,2.0,1.5,7.16,0
91,Jarrod Bowen ,25, AM(CLR),FW,34(2),2993,12,10,2.2,1.1,1.4,7.14,0
92,Cristiano Ronaldo ,37, M(L),FW,27(3),2459,18,3,3.7,0.9,0.7,7.11,0
93,Allan Saint-Maximin ,25, AM(CLR),FW,31(4),2812,5,5,1.8,1.4,4.3,7.09,0
94,Conor Gallagher ,22, AM(C),,33(1),2851,8,3,1.5,1.1,1.3,7.09,0
95,Diogo Jota ,25, AM(CLR),FW,27(8),2373,15,4,2.6,1.1,0.8,7.09,0
96,James Maddison ,25, AM(CLR),,28(7),2468,12,8,2.1,1.4,0.9,7.06,0
97,Riyad Mahrez ,31, AM(CLR),FW,15(13),1493,11,5,2.2,1.4,0.9,7.0,0
98,Wilfried Zaha ,29, AM(LR),FW,31(2),2761,14,1,2.1,1.4,2.3,6.99,0
99,Mason Greenwood ,20, AM(R),FW,16(2),1281,5,1,2.7,0.9,1.8,6.98,0
100,Raphinha ,25, AM(LR),FW,34(1),2923,11,3,2.5,1.9,1.8,6.96,0
101,Richarlison ,25, AM(CLR),FW,28(2),2528,10,5,2.4,1.0,1.3,6.96,0
102,Dwight McNeil ,22, AM(CLR),,35(3),3114,0,1,1.4,1.2,2.4,6.96,0
103,Jamie Vardy ,35, AM(L),FW,20(5),1806,15,2,2.2,0.7,0.4,6.94,0
104,Adama Traoré ,26, M(CLR),FW,10(10),1065,1,0,1.2,0.9,4.2,6.94,0
105,Dominic Calvert-Lewin ,25, AM(L),FW,15(2),1286,5,2,1.9,0.6,0.1,6.92,0
106,Martin Ødegaard ,23, AM(CR),,32(4),2793,7,4,1.5,2.1,0.7,6.91,0
107,Ollie Watkins ,26, AM(LR),FW,33(2),2955,11,2,2.2,1.0,1.1,6.9,0
108,Leandro Trossard ,27, M(CLR),FW,32(2),2812,8,3,2.2,1.4,1.6,6.9,0
109,Emmanuel Dennis ,24, M(LR),FW,30(3),2591,10,6,1.8,1.0,2.1,6.89,0
110,Curtis Jones ,21, AM(C),,10(5),856,1,1,1.3,0.7,1.7,6.86,0
111,Saïd Benrahma ,27, AM(CLR),,26(6),2184,8,6,2.0,1.0,1.2,6.86,0
112,Gabriel Martinelli ,21, AM(L),FW,21(8),1866,6,6,1.8,1.2,1.6,6.86,0
113,Kai Havertz ,23, M(CR),FW,22(7),1816,8,3,1.9,0.7,0.6,6.85,0
114,Roberto Firmino ,30, M(CLR),FW,10(10),987,5,4,1.5,0.8,0.9,6.85,0
115,Joelinton ,26, AM(CLR),FW,30(5),2559,4,1,1.3,0.8,1.1,6.82,0
116,Lucas Moura ,30, AM(CLR),FW,19(15),1774,2,6,1.1,1.0,1.6,6.82,0
117,Romelu Lukaku ,29, AM(R),FW,16(10),1586,8,0,1.7,0.9,0.5,6.82,0
118,Pascal Groß ,31, M(CR),FW,24(5),2043,2,4,0.8,2.1,0.3,6.79,0
119,Harvey Barnes ,24, AM(CL),,24(8),2107,6,10,2.1,0.9,1.0,6.79,0
120,João Pedro ,20, AM(L),FW,15(13),1639,3,1,1.7,0.7,2.2,6.78,0
121,Demarai Gray ,26, AM(CLR),FW,28(6),2352,5,4,1.9,1.2,1.6,6.78,0
122,Daniel Podence ,26, AM(CLR),FW,15(11),1486,2,3,1.3,1.4,1.3,6.77,0
123,Jacob Ramsey ,21, AM(C),,29(5),2477,6,1,1.0,0.6,0.9,6.77,0
124,Alexis Mac Allister ,23, M(CL),FW,22(11),2118,5,2,1.8,0.9,0.6,6.75,0
125,Emile Smith Rowe ,22, AM(CL),,21(12),1922,10,2,1.2,0.9,1.0,6.74,0
126,Pierre-Emerick Aubameyang ,33, M(CLR),FW,12(2),1040,4,1,2.5,0.6,0.1,6.74,0
127,Bryan Mbeumo ,23, AM(LR),FW,34(1),2916,4,7,2.2,1.0,1.1,6.74,0
128,Alexandre Lacazette ,31, M(CLR),FW,20(10),1789,4,7,1.5,1.0,0.6,6.74,0
129,Che Adams ,26, AM(CL),FW,23(7),2043,7,3,1.6,0.9,0.7,6.72,0
130,Chris Wood ,30, FW,,15(2),1328,2,0,1.2,0.6,0.1,6.72,0
131,Andros Townsend ,31, AM(LR),FW,17(4),1459,3,2,1.0,1.5,1.2,6.71,0
132,Joshua King ,30, AM(CLR),FW,27(5),2251,5,3,1.6,1.1,0.9,6.7,0
133,Anthony Gordon ,21, AM(LR),,25(10),2285,4,2,1.3,1.0,1.1,6.7,0
134,Danny Welbeck ,31, AM(CLR),FW,15(10),1477,6,2,1.7,0.7,0.4,6.69,0
135,Jordan Ayew ,30, AM(CLR),FW,23(8),2024,3,3,1.1,0.7,1.1,6.68,0
136,Christian Pulisic ,23, M(CLR),FW,13(9),1286,6,2,1.3,0.7,1.1,6.67,0
137,Michael Olise ,20, AM(CLR),,12(14),1138,2,5,0.7,0.9,1.1,6.66,0
138,Odsonne Édouard ,24, AM(L),FW,18(10),1567,6,3,1.4,0.8,1.1,6.66,0
139,Jadon Sancho ,22, AM(CLR),,20(9),1904,3,3,0.9,1.4,1.6,6.66,0
140,Jack Harrison ,25, AM(CLR),FW,32(3),2652,8,1,1.2,1.2,1.5,6.66,0
141,Christian Benteke ,31, FW,,11(14),1136,4,1,1.6,0.5,0.4,6.66,0
142,Chris Wood ,30, FW,,17,1378,3,0,1.8,0.5,0.2,6.66,0
143,Danny Ings ,30, AM(C),FW,22(8),1906,7,6,1.6,0.5,0.3,6.65,0
144,Raúl Jiménez ,31, FW,,30(4),2640,6,4,1.7,1.1,1.1,6.64,0
145,Jean-Philippe Mateta ,25, FW,,13(9),1152,5,1,1.7,0.3,0.5,6.64,0
146,Ademola Lookman ,24, AM(CLR),FW,16(10),1459,6,0,1.0,0.9,1.5,6.63,0
147,Wout Weghorst ,30, FW,,17(3),1457,2,3,1.5,0.7,0.7,6.62,0
148,Mohamed Elyounoussi ,28, AM(CLR),FW,23(7),2046,4,2,1.4,0.9,0.9,6.62,0
149,Eddie Nketiah ,23, FW,,8(13),825,5,1,1.4,0.6,0.7,6.6,0
150,Nathan Redmond ,28, AM(CLR),FW,20(7),1834,1,5,1.0,1.3,0.8,6.6,0
151,Armando Broja ,20, FW,,21(11),1981,6,0,1.4,0.3,1.0,6.59,0
152,Ismaïla Sarr ,24, AM(CLR),FW,21(1),1865,5,2,1.8,1.0,1.5,6.58,0
153,Trincão ,22, AM(CR),,16(12),1340,2,1,1.1,0.5,1.6,6.58,0
154,Callum Wilson ,30, FW,,16(2),1395,8,0,1.9,0.6,0.6,6.57,0
155,Rodrigo ,31, M(CLR),FW,27(4),2275,6,1,1.5,1.2,0.7,6.57,0
156,Anthony Elanga ,20, AM(LR),,14(7),1217,2,2,1.0,0.4,0.5,6.56,0
157,Karim Benzema ,34, FW,,31(1),2600,27,12,4.0,1.9,1.1,7.69,0
158,Vinícius Júnior ,22, AM(L),FW,30(5),2701,17,10,2.3,1.9,2.7,7.56,0
159,Ousmane Dembélé ,25, AM(CLR),FW,15(6),1413,1,13,2.2,2.1,2.8,7.46,0
160,Gerard Moreno ,30, AM(CR),FW,14(3),1194,9,3,2.2,1.8,2.3,7.44,0
161,Nabil Fekir ,29, AM(CLR),FW,33(1),2812,6,8,2.5,2.5,2.4,7.38,0
162,Joselu ,32, FW,,35(2),3126,14,4,2.6,0.9,0.5,7.25,0
163,Vedat Muriqi ,28, FW,,16,1439,5,3,3.2,0.9,0.6,7.22,0
164,Iker Muniain ,29, AM(CLR),,34(1),2803,4,10,1.2,3.1,1.9,7.19,0
165,Iago Aspas ,35, AM(CR),FW,36(1),3094,18,6,2.4,1.5,1.4,7.19,0
166,Pedri ,19, AM(C),,10(2),891,3,1,1.0,1.3,1.3,7.12,0
167,Memphis Depay ,28, AM(CL),FW,20(8),1850,12,2,2.2,1.6,1.6,7.1,0
168,Yannick Carrasco ,28, M(CLR),FW,28(6),2594,6,6,1.5,1.6,2.6,7.08,0
169,Raúl de Tomás ,27, FW,,33(1),2928,17,3,3.1,0.7,1.5,7.02,0
170,Gonçalo Guedes ,25, AM(CLR),FW,30(6),2614,11,6,1.9,1.2,1.8,6.99,0
171,Pierre-Emerick Aubameyang ,33, M(CLR),FW,13(4),1092,11,1,2.2,0.5,0.2,6.98,0
172,Enes Ünal ,25, FW,,33(4),2812,16,1,2.3,0.8,0.7,6.94,0
173,Juanmi ,29, AM(CLR),FW,26(7),2149,16,4,1.7,0.6,0.9,6.93,0
174,Arnaut Danjuma ,25, AM(L),FW,17(6),1478,10,3,2.7,0.7,1.4,6.91,0
175,João Félix ,22, AM(CL),FW,13(11),1267,8,4,1.6,0.8,1.3,6.91,0
176,Lucas Boyé ,26, AM(L),FW,22(2),1724,7,3,2.0,0.9,2.4,6.91,0
177,Mikel Oyarzabal ,25, AM(CLR),FW,19(3),1674,9,3,1.9,1.8,1.0,6.9,0
178,David Silva ,36, M(CLR),FW,22(3),1734,2,4,0.8,1.6,1.2,6.9,0
179,Giovani Lo Celso ,26, M(CR),FW,11(5),998,1,1,1.1,1.1,1.6,6.89,0
180,Marco Asensio ,26, AM(CLR),,19(12),1729,10,0,2.1,1.0,0.9,6.89,0
181,Ferran Torres ,22, AM(LR),FW,17(1),1418,4,4,2.9,0.7,0.7,6.88,0
182,Erik Lamela ,30, AM(CLR),,10(10),1016,5,2,1.1,1.1,0.9,6.86,0
183,Brais Méndez ,25, AM(CR),FW,36(1),3036,4,5,1.5,0.9,0.9,6.83,0
184,Santi Mina ,26, AM(LR),FW,30(3),2380,7,3,1.8,0.6,0.4,6.82,0
185,Álvaro García ,29, AM(L),,34(2),3006,7,4,1.9,1.2,0.6,6.81,0
186,Thomas Lemar ,26, AM(CLR),,17(7),1450,4,5,1.2,1.3,1.4,6.8,0
187,Rodrigo de Paul ,28, AM(CLR),FW,24(12),2155,3,1,0.7,1.4,0.7,6.8,0
188,Antoine Griezmann ,31, AM(CLR),FW,21(5),1709,3,4,1.7,1.0,0.7,6.8,0
189,Oussama Idrissi ,26, AM(LR),,11(1),910,1,1,1.8,1.8,1.9,6.79,0
190,Gavi ,18, AM(CL),,28(6),2331,2,5,0.9,0.6,1.6,6.79,0
191,Samuel Chukwueze ,23, AM(CR),,12(15),1330,3,3,1.2,1.1,2.5,6.78,0
192,Lucas Ocampos ,28, M(CLR),FW,23(7),2128,6,4,1.7,0.6,1.2,6.76,0
193,Ante Budimir ,31, FW,,20(8),1741,8,2,1.6,0.4,0.4,6.76,0
194,Álvaro Negredo ,37, FW,,24(10),2157,7,2,2.0,0.6,0.6,6.74,0
195,Darwin Machís ,29, AM(LR),,16(9),1381,4,2,1.5,0.7,1.4,6.73,0
196,Dani Rodríguez ,34, AM(CLR),,33(3),2841,3,3,1.2,1.2,1.7,6.73,0
197,Papu Gómez ,34, M(CL),FW,19(10),1792,5,1,1.2,0.8,1.0,6.73,0
198,Alexander Isak ,22, FW,,26(6),2157,6,2,2.3,0.6,1.4,6.73,0
199,Manu Trigueros ,30, M(CLR),FW,27(8),2191,6,4,1.2,0.7,0.2,6.72,0
200,Iñaki Williams ,28, AM(CLR),FW,32(6),2787,8,5,2.5,0.9,0.7,6.71,0
201,Jorge Molina ,40, FW,,19(16),1958,10,5,1.3,0.9,0.2,6.71,0
202,Franco Cervi ,28, AM(CL),,22(12),1811,4,3,0.6,0.4,0.6,6.71,0
203,Rubén García ,29, AM(CLR),FW,30(7),2399,1,6,0.9,1.6,0.6,6.7,0
204,Jorge de Frutos ,25, AM(R),,20(5),1766,4,7,1.8,0.9,1.4,6.7,0
205,Adrián Embarba ,30, AM(CLR),FW,24(8),1998,0,2,1.5,1.2,1.3,6.69,0
206,Luis Suárez ,24, AM(L),FW,34(3),2857,8,4,2.3,0.8,1.2,6.68,0
207,Lucas Pérez ,33, AM(CR),FW,11(4),1061,3,2,1.0,2.0,0.3,6.68,0
208,Oihan Sancet ,22, AM(C),FW,16(11),1426,6,4,1.1,1.0,0.9,6.68,0
209,Borja Mayoral ,25, FW,,11(7),1049,6,1,0.9,0.7,0.8,6.68,0
210,Ángel Correa ,27, AM(CLR),FW,21(15),1860,12,5,1.4,0.7,0.9,6.67,0
211,Isi Palazón ,27, AM(R),,27(7),2301,2,4,1.7,1.0,1.1,6.67,0
212,Rodrygo ,21, AM(CLR),,17(16),1528,4,4,1.0,0.8,0.8,6.66,0
213,Yeremi Pino ,19, AM(R),,21(10),1688,6,4,0.9,0.8,0.8,6.63,0
214,Iván Alejo ,27, AM(R),,11(9),1071,2,2,0.6,1.0,0.8,6.62,0
215,Boulaye Dia ,25, AM(R),FW,13(12),1267,5,5,1.5,0.7,0.4,6.62,0
216,Isco ,30, M(CLR),FW,3(11),323,1,0,0.6,0.7,1.2,6.6,0
217,Maximiliano Gómez ,26, FW,,21(8),1961,5,1,1.5,0.6,0.2,6.6,0
218,Anthony Lozano ,29, AM(L),FW,21(10),1680,7,2,1.6,0.3,1.2,6.59,0
219,Eden Hazard ,31, M(CLR),FW,7(11),714,0,1,0.7,1.5,1.4,6.59,0
220,Willian José ,30, FW,,19(13),1612,8,4,1.1,0.7,0.2,6.59,0
221,Álex Collado ,23, AM(CR),,13(4),1027,2,1,1.0,1.0,0.8,6.58,0
222,Youssef En-Nesyri ,25, FW,,15(8),1282,5,1,1.6,0.3,0.2,6.58,0
223,Adnan Januzaj ,27, AM(CLR),,17(16),1626,3,0,1.3,1.0,1.4,6.57,0
